held_physical_folio	candidate_id	remaining_case_count	aggregate_base_penalty	all_candidates_equal
f3	OL_PARTITIVE_VON	14	3	1
f3	OL_DIRECTIONAL_AUS	14	3	1
f3	OL_QUANTIFIABLE_NOMINAL_HEAD	14	3	1
f3	OL_FIELD_SEQUENCE_MARKER	14	3	1
f3	OL_MEASURE_UNIT_COMPLEMENT	14	3	1
f30	OL_PARTITIVE_VON	14	3	1
f30	OL_DIRECTIONAL_AUS	14	3	1
f30	OL_QUANTIFIABLE_NOMINAL_HEAD	14	3	1
f30	OL_FIELD_SEQUENCE_MARKER	14	3	1
f30	OL_MEASURE_UNIT_COMPLEMENT	14	3	1
f55	OL_PARTITIVE_VON	13	2	1
f55	OL_DIRECTIONAL_AUS	13	2	1
f55	OL_QUANTIFIABLE_NOMINAL_HEAD	13	2	1
f55	OL_FIELD_SEQUENCE_MARKER	13	2	1
f55	OL_MEASURE_UNIT_COMPLEMENT	13	2	1
f58	OL_PARTITIVE_VON	14	3	1
f58	OL_DIRECTIONAL_AUS	14	3	1
f58	OL_QUANTIFIABLE_NOMINAL_HEAD	14	3	1
f58	OL_FIELD_SEQUENCE_MARKER	14	3	1
f58	OL_MEASURE_UNIT_COMPLEMENT	14	3	1
f75	OL_PARTITIVE_VON	13	2	1
f75	OL_DIRECTIONAL_AUS	13	2	1
f75	OL_QUANTIFIABLE_NOMINAL_HEAD	13	2	1
f75	OL_FIELD_SEQUENCE_MARKER	13	2	1
f75	OL_MEASURE_UNIT_COMPLEMENT	13	2	1
f78	OL_PARTITIVE_VON	14	3	1
f78	OL_DIRECTIONAL_AUS	14	3	1
f78	OL_QUANTIFIABLE_NOMINAL_HEAD	14	3	1
f78	OL_FIELD_SEQUENCE_MARKER	14	3	1
f78	OL_MEASURE_UNIT_COMPLEMENT	14	3	1
f81	OL_PARTITIVE_VON	11	2	1
f81	OL_DIRECTIONAL_AUS	11	2	1
f81	OL_QUANTIFIABLE_NOMINAL_HEAD	11	2	1
f81	OL_FIELD_SEQUENCE_MARKER	11	2	1
f81	OL_MEASURE_UNIT_COMPLEMENT	11	2	1
f82	OL_PARTITIVE_VON	14	3	1
f82	OL_DIRECTIONAL_AUS	14	3	1
f82	OL_QUANTIFIABLE_NOMINAL_HEAD	14	3	1
f82	OL_FIELD_SEQUENCE_MARKER	14	3	1
f82	OL_MEASURE_UNIT_COMPLEMENT	14	3	1
f85	OL_PARTITIVE_VON	14	3	1
f85	OL_DIRECTIONAL_AUS	14	3	1
f85	OL_QUANTIFIABLE_NOMINAL_HEAD	14	3	1
f85	OL_FIELD_SEQUENCE_MARKER	14	3	1
f85	OL_MEASURE_UNIT_COMPLEMENT	14	3	1
f112	OL_PARTITIVE_VON	14	3	1
f112	OL_DIRECTIONAL_AUS	14	3	1
f112	OL_QUANTIFIABLE_NOMINAL_HEAD	14	3	1
f112	OL_FIELD_SEQUENCE_MARKER	14	3	1
f112	OL_MEASURE_UNIT_COMPLEMENT	14	3	1
