source_hand	source_label_de	reader_hand	reader_label_de	source_surface_sequence	decoded_card_ids	reader_rewritten_sequence	cards_read	identity_matches	values_match	slots_match	material_thread_matches	full_roundtrip
HAND_A_BARE	A — knapp	HAND_A_BARE	A — knapp	cho or cheoar cheeky lcheey cthy y aiin qokaly okeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho or cheoar cheeky lcheey cthy y aiin qokaly okeey qokylddy	11	11	YES	YES	YES	YES
HAND_A_BARE	A — knapp	HAND_B_Q_OPERATIONAL	B — q-operativ	cho or cheoar cheeky lcheey cthy y aiin qokaly okeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho or cheoar cheeky lcheey cthy y aiin qokaly qokeey qokylddy	11	11	YES	YES	YES	YES
HAND_A_BARE	A — knapp	HAND_C_S_ENTRY	C — s-Eintritt	cho or cheoar cheeky lcheey cthy y aiin qokaly okeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	sho sor cheoar cheeky lcheey shcthy sy saiin qokaly okeey qokylddy	11	11	YES	YES	YES	YES
HAND_A_BARE	A — knapp	HAND_D_EXPANDED	D — erweitert	cho or cheoar cheeky lcheey cthy y aiin qokaly okeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho chor cheoar cheeky lcheey checthy chey chaiin qokaly qokeey qokylddy	11	11	YES	YES	YES	YES
HAND_B_Q_OPERATIONAL	B — q-operativ	HAND_A_BARE	A — knapp	cho or cheoar cheeky lcheey cthy y aiin qokaly qokeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho or cheoar cheeky lcheey cthy y aiin qokaly okeey qokylddy	11	11	YES	YES	YES	YES
HAND_B_Q_OPERATIONAL	B — q-operativ	HAND_B_Q_OPERATIONAL	B — q-operativ	cho or cheoar cheeky lcheey cthy y aiin qokaly qokeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho or cheoar cheeky lcheey cthy y aiin qokaly qokeey qokylddy	11	11	YES	YES	YES	YES
HAND_B_Q_OPERATIONAL	B — q-operativ	HAND_C_S_ENTRY	C — s-Eintritt	cho or cheoar cheeky lcheey cthy y aiin qokaly qokeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	sho sor cheoar cheeky lcheey shcthy sy saiin qokaly okeey qokylddy	11	11	YES	YES	YES	YES
HAND_B_Q_OPERATIONAL	B — q-operativ	HAND_D_EXPANDED	D — erweitert	cho or cheoar cheeky lcheey cthy y aiin qokaly qokeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho chor cheoar cheeky lcheey checthy chey chaiin qokaly qokeey qokylddy	11	11	YES	YES	YES	YES
HAND_C_S_ENTRY	C — s-Eintritt	HAND_A_BARE	A — knapp	sho sor cheoar cheeky lcheey shcthy sy saiin qokaly okeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho or cheoar cheeky lcheey cthy y aiin qokaly okeey qokylddy	11	11	YES	YES	YES	YES
HAND_C_S_ENTRY	C — s-Eintritt	HAND_B_Q_OPERATIONAL	B — q-operativ	sho sor cheoar cheeky lcheey shcthy sy saiin qokaly okeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho or cheoar cheeky lcheey cthy y aiin qokaly qokeey qokylddy	11	11	YES	YES	YES	YES
HAND_C_S_ENTRY	C — s-Eintritt	HAND_C_S_ENTRY	C — s-Eintritt	sho sor cheoar cheeky lcheey shcthy sy saiin qokaly okeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	sho sor cheoar cheeky lcheey shcthy sy saiin qokaly okeey qokylddy	11	11	YES	YES	YES	YES
HAND_C_S_ENTRY	C — s-Eintritt	HAND_D_EXPANDED	D — erweitert	sho sor cheoar cheeky lcheey shcthy sy saiin qokaly okeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho chor cheoar cheeky lcheey checthy chey chaiin qokaly qokeey qokylddy	11	11	YES	YES	YES	YES
HAND_D_EXPANDED	D — erweitert	HAND_A_BARE	A — knapp	cho chor cheoar cheeky lcheey checthy chey chaiin qokaly qokeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho or cheoar cheeky lcheey cthy y aiin qokaly okeey qokylddy	11	11	YES	YES	YES	YES
HAND_D_EXPANDED	D — erweitert	HAND_B_Q_OPERATIONAL	B — q-operativ	cho chor cheoar cheeky lcheey checthy chey chaiin qokaly qokeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho or cheoar cheeky lcheey cthy y aiin qokaly qokeey qokylddy	11	11	YES	YES	YES	YES
HAND_D_EXPANDED	D — erweitert	HAND_C_S_ENTRY	C — s-Eintritt	cho chor cheoar cheeky lcheey checthy chey chaiin qokaly qokeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	sho sor cheoar cheeky lcheey shcthy sy saiin qokaly okeey qokylddy	11	11	YES	YES	YES	YES
HAND_D_EXPANDED	D — erweitert	HAND_D_EXPANDED	D — erweitert	cho chor cheoar cheeky lcheey checthy chey chaiin qokaly qokeey qokylddy	2cc054357a929df85f64|7a4bb8136330ee4e6e56|807591efc3d3f7ddbfab|2c1a5fd92b9e3c762242|5fca8fc3dee57e1d8c1f|e0b630cb1b5df5e7105b|b921a237be883a820352|2f1c5e56e8f0ff459065|4a7a6326ac95a8809302|0275fbf14e07935b0a45|eb2e4bc143f623ee03ac	cho chor cheoar cheeky lcheey checthy chey chaiin qokaly qokeey qokylddy	11	11	YES	YES	YES	YES
