candidate	edition	locus	source_id	raw	gloss	status
N	IT2a	f28v.4	IT2a|f28v.4|G001	tshoiin	Vorrat	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G002	cheor	geschnittene	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G003	chor	Wurzeln	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G004	o	und	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G005	chty	Rinde	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G006	qotol	ein Ansatz	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G007	sheol	mit	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G008	shor	Samen	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G009	daiin	abgemessen	STIPULATED
N	IT2a	f28v.4	IT2a|f28v.4|G010	qoty	bereit	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G001	tshoiin	Vorrat	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G002	cheor	geschnittene	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G003	chor	frische Wurzel	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G004	o	und	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G005	chty	Rinde	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G006	qotol	ein Ansatz	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G007	sheol	mit	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G008	shor	Samen	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G009	daiin	abgemessen	STIPULATED
S	IT2a	f28v.4	IT2a|f28v.4|G010	qoty	bereit	STIPULATED
N	IT2a	f2v.8	IT2a|f2v.8|G001	chokoishe	Aufbewahrung von	STIPULATED
N	IT2a	f2v.8	IT2a|f2v.8|G002	chor	Wurzeln	STIPULATED
N	IT2a	f2v.8	IT2a|f2v.8|G003	cheol	geschnittene	STIPULATED
N	IT2a	f2v.8	IT2a|f2v.8|G004	chol	Wurzel	STIPULATED
N	IT2a	f2v.8	IT2a|f2v.8|G005	dolody	verschlossen	STIPULATED
S	IT2a	f2v.8	IT2a|f2v.8|G001	chokoishe	Aufbewahrung von	STIPULATED
S	IT2a	f2v.8	IT2a|f2v.8|G002	chor	frische Wurzel	STIPULATED
S	IT2a	f2v.8	IT2a|f2v.8|G003	cheol	gemahlene	STIPULATED
S	IT2a	f2v.8	IT2a|f2v.8|G004	chol	getrocknete Wurzel	STIPULATED
S	IT2a	f2v.8	IT2a|f2v.8|G005	dolody	verschlossen	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G001	darar	Vorrat an	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G002	shol	Flüssigkeit	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G003	cholraly	daraus Wurzelsaft	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G004	cholaiin	Wurzelportionen	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G005	odaiin	Pulver	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G006	chaly	zuletzt	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G007	dalar	abteilen	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G008	aiin	in ein Gefäß	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G009	okal	gekochtes	STIPULATED
N	IT2a	f58r.18	IT2a|f58r.18|G010	otal	Blatt	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G001	darar	Vorrat an	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G002	shol	Flüssigkeit	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G003	cholraly	daraus Wurzelsaft	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G004	cholaiin	Wurzelportionen	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G005	odaiin	Pulver	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G006	chaly	zuletzt	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G007	dalar	abteilen	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G008	aiin	in ein Gefäß	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G009	okal	geröstete	STIPULATED
S	IT2a	f58r.18	IT2a|f58r.18|G010	otal	getrocknete Blätter	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G001	sol	Salz	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G002	keedy	erwärmen	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G003	qokeedy	auflösen	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G004	qokey	anschließend	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G005	okar	gekochte	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G006	otar	Blätter	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G007	dar	abteilen	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G008	dar	abteilen	STIPULATED
N	IT2a	f75r.36	IT2a|f75r.36|G009	dy	fertig	STIPULATED
S	IT2a	f75r.36	IT2a|f75r.36|G001	sol	Salz	STIPULATED
S	IT2a	f75r.36	IT2a|f75r.36|G002	keedy	erwärmen	STIPULATED
S	IT2a	f75r.36	IT2a|f75r.36|G003	qokeedy	auflösen	STIPULATED
S	IT2a	f75r.36	IT2a|f75r.36|G004	qokey	anschließend	STIPULATED
