edge_id	batch_id	page	physical_folio	diagram_unit_id	pivot_visual_id	pivot_locus	target_visual_id	target_locus	relation_type	direction_basis	ownership_basis	geometry_only_selection	source_manifest_id	page_crop_sha256	pivot_crop_sha256	target_crop_sha256	source_aware_localizer	relation_reviewer	relation_confidence	ambiguity_state	formal_access_state	fold_assignment	eligibility_status
G804E001	GDT804_QUALITY_VALUE_TEXT_ORDER	f100r	f100	CACHED_TEXT_LINE	TOKEN_chol_3	f100r.25@3	TOKEN_daiin_4	f100r.25@4	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E002	GDT804_QUALITY_VALUE_TEXT_ORDER	f102r1	f102	CACHED_TEXT_LINE	TOKEN_chol_2	f102r1.15@2	TOKEN_daiin_3	f102r1.15@3	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E003	GDT804_QUALITY_VALUE_TEXT_ORDER	f102v1	f102	CACHED_TEXT_LINE	TOKEN_cheol_5	f102v1.13@5	TOKEN_daiin_6	f102v1.13@6	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E004	GDT804_QUALITY_VALUE_TEXT_ORDER	f106r	f106	CACHED_TEXT_LINE	TOKEN_sheol_2	f106r.43@2	TOKEN_daiin_3	f106r.43@3	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E005	GDT804_QUALITY_VALUE_TEXT_ORDER	f10r	f10	CACHED_TEXT_LINE	TOKEN_chol_6	f10r.8@6	TOKEN_daiin_7	f10r.8@7	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E006	GDT804_QUALITY_VALUE_TEXT_ORDER	f10v	f10	CACHED_TEXT_LINE	TOKEN_chol_6	f10v.5@6	TOKEN_daiin_7	f10v.5@7	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E007	GDT804_QUALITY_VALUE_TEXT_ORDER	f111v	f111	CACHED_TEXT_LINE	TOKEN_cheol_9	f111v.23@9	TOKEN_daiin_10	f111v.23@10	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E008	GDT804_QUALITY_VALUE_TEXT_ORDER	f14v	f14	CACHED_TEXT_LINE	TOKEN_chol_9	f14v.2@9	TOKEN_daiin_10	f14v.2@10	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E009	GDT804_QUALITY_VALUE_TEXT_ORDER	f15r	f15	CACHED_TEXT_LINE	TOKEN_chol_3	f15r.14@3	TOKEN_daiin_4	f15r.14@4	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
G804E010	GDT804_QUALITY_VALUE_TEXT_ORDER	f15v	f15	CACHED_TEXT_LINE	TOKEN_chol_4	f15v.11@4	TOKEN_daiin_5	f15v.11@5	EXACT_CONTIGUOUS_TEXT_ORDER	WRITTEN_LEFT_TO_RIGHT	SAME_CACHED_TEXT_LINE	FALSE	GDT804	NONE	NONE	NONE	GDT804_BUILDER	PENDING_EXTERNAL	EXACT_TRANSCRIPTION_ADJACENCY	SEMANTICALLY_UNRESOLVED	FORMAL_ACCESSED	NONE	INELIGIBLE_EXPLORATORY_TEXT_RELATION
