path	sha256	purpose
experiments/yolo/gdt800_terminal_b2_b3_line_final_bridge/artifacts/GDT800_155_MATCHED_STEM_SUMMARY.tsv	4a6329ca13e738a4f4759c2cdcbda5c757604c655c6349044c5782502e3e3d95	paired-Xl universe and form exposure
experiments/yolo/gdt800_terminal_b2_b3_line_final_bridge/artifacts/GDT800_4137_MATCHED_TERMINAL_OCCURRENCES.tsv	0ce409c54658bc8651a19989ec260041b1d5118d49d19cbffb6fe590d994aaf9	surface style and line-position covariates
experiments/yolo/gdt803_recurrent_context_rarity_discriminator/artifacts/GDT803_12_BIDIRECTIONAL_BRACKETS.tsv	39698505f39addd48b3cffe5a526aca3c32cb69ba1be6d409153f652dce76378	twelve GDT803 discovery constructions
experiments/yolo/gdt803_recurrent_context_rarity_discriminator/src/CONTEXT_ROLE_PRIORS.tsv	d49962ab49ca45a28f9ee50f245bb45535021f938616d9b33dda40fba58598db	pre-GDT804 broad outer-field roles
experiments/yolo/gdt739_twelve_whole_local_dimension_dispatch/artifacts/WINDOW_202_TOKEN_AUDIT.tsv	8e70afbe4b03ed5f2f07101786df756a79035dc52ea31e399987598de548eaca	GDT739 token windows for the common semantic mask
experiments/yolo/gdt743_r2_run_intersection_adjudication/artifacts/TARGET_202_RENDERER_PATCH_V5.tsv	1593c1a89fd78f735847bdece079165f0a2813c52c77761ffc418182dbb34be9	GDT743 fixed 202 target positions
experiments/yolo/gdt744_historical_microfield_channel_bridge/src/run.py	ed2899654709b0c07c3913710bce56aca5951b2021cf4753ff567e11ecab9f8b	locked clipping, anchor and recurrent-channel algorithm
experiments/yolo/gdt744_historical_microfield_channel_bridge/src/FIELD_CHANNEL_RULES.tsv	77fb027896e2af1e36fbbf7c5ce175f2492777ae2e4f13aedd97d4468642928c	historical field-channel rules
experiments/yolo/gdt744_historical_microfield_channel_bridge/src/WHOLE_HISTORICAL_ROLE_SUPPLEMENTS.tsv	16c29c0fc47ef9e558436dff44e27a29f98258a3e0a832f945b378e37c7c0288	two locked whole-role supplements
experiments/yolo/gdt744_historical_microfield_channel_bridge/artifacts/UNRESOLVED_CONTENT_SLOT_CANDIDATES.tsv	86d3952eed011162f3d60d8ba1c623dca38237e01816d92b007fa39389fb87c5	published GDT744 open-slot identity check
experiments/yolo/gdt745_exact_open_content_role_expansion/artifacts/CONTENT_41_ROLE_CENSUS.tsv	351479798585688da71139b89555898c9e9a21b0f9709b895761226bceaa7d6d	published GDT745 open-centre identity check
experiments/yolo/gdt760_quantity_bilateral_content_attachment/artifacts/QUANTITY_281_EXPRESSION_ATLAS.tsv	fa2b3def5edcbdb631a8cfd0bffd505266f0952afb18f5cae1d05ca0a0abec0c	fixed position-conditioned amount-neighbour map
experiments/yolo/gdt734_v99r7_recurrent_unknown_family_dispatch/artifacts/V99R7_4128_INTEGRATED_LINE_READER.tsv	d88e11748377467cc6beafe279fa812909a8449499cbdb7f37fb80944fce582b	cached exact ZL3b line order for quality-value spans
