record	at	word	mode	role	reading
F83_P1	f83r.1:1	tchedy	N	OTHER_TEXT	⟦tchedy⟧
F83_P1	f83r.1:2	lpchedy	N	OTHER_TEXT	⟦lpchedy⟧
F83_P1	f83r.1:3	opedy	N	OTHER_TEXT	⟦opedy⟧
F83_P1	f83r.1:4	chepol	N	OTHER_TEXT	⟦chepol⟧
F83_P1	f83r.1:5	pchedar	N	OTHER_TEXT	⟦pchedar⟧
F83_P1	f83r.1:6	shedy	N	OTHER_TEXT	⟦shedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.1:7	qopchedy	N	OTHER_TEXT	⟦qopchedy⟧
F83_P1	f83r.1:1	tchedy	C	OTHER_TEXT	⟦tchedy⟧
F83_P1	f83r.1:2	lpchedy	C	OTHER_TEXT	⟦lpchedy⟧
F83_P1	f83r.1:3	opedy	C	OTHER_TEXT	⟦opedy⟧
F83_P1	f83r.1:4	chepol	C	OTHER_TEXT	⟦chepol⟧
F83_P1	f83r.1:5	pchedar	C	OTHER_TEXT	⟦pchedar⟧
F83_P1	f83r.1:6	shedy	C	OTHER_TEXT	⟦shedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.1:7	qopchedy	C	OTHER_TEXT	⟦qopchedy⟧
F83_P1	f83r.2:1	sol	N	OTHER_TEXT	⟦sol⟧〔noch nicht eingeführt〕
F83_P1	f83r.2:2	cheey	N	OTHER_TEXT	⟦cheey⟧
F83_P1	f83r.2:3	qokaiin	N	OTHER_TEXT	⟦qokaiin⟧
F83_P1	f83r.2:4	shol	N	OTHER_TEXT	⟦shol⟧
F83_P1	f83r.2:5	lchs	N	OTHER_TEXT	⟦lchs⟧
F83_P1	f83r.2:6	shey	N	OTHER_TEXT	⟦shey⟧
F83_P1	f83r.2:7	qoteedy	N	OTHER_TEXT	⟦qoteedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.2:8	rches	N	OTHER_TEXT	⟦rches⟧
F83_P1	f83r.2:9	ar	N	OTHER_TEXT	⟦ar⟧
F83_P1	f83r.2:10	chedy	N	OTHER_TEXT	⟦chedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.2:11	dor	N	OTHER_TEXT	⟦dor⟧
F83_P1	f83r.2:1	sol	C	OTHER_TEXT	⟦sol⟧〔noch nicht eingeführt〕
F83_P1	f83r.2:2	cheey	C	OTHER_TEXT	⟦cheey⟧
F83_P1	f83r.2:3	qokaiin	C	OTHER_TEXT	⟦qokaiin⟧
F83_P1	f83r.2:4	shol	C	OTHER_TEXT	⟦shol⟧
F83_P1	f83r.2:5	lchs	C	OTHER_TEXT	⟦lchs⟧
F83_P1	f83r.2:6	shey	C	OTHER_TEXT	⟦shey⟧
F83_P1	f83r.2:7	qoteedy	C	OTHER_TEXT	⟦qoteedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.2:8	rches	C	OTHER_TEXT	⟦rches⟧
F83_P1	f83r.2:9	ar	C	OTHER_TEXT	⟦ar⟧
F83_P1	f83r.2:10	chedy	C	OTHER_TEXT	⟦chedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.2:11	dor	C	OTHER_TEXT	⟦dor⟧
F83_P1	f83r.3:1	olkeedy	N	OTHER_TEXT	⟦olkeedy⟧
F83_P1	f83r.3:2	qotal	N	OTHER_TEXT	⟦qotal⟧
F83_P1	f83r.3:3	chkeedy	N	OTHER_TEXT	⟦chkeedy⟧
F83_P1	f83r.3:4	chey	N	OTHER_TEXT	⟦chey⟧
F83_P1	f83r.3:5	daiin	N	OTHER_TEXT	⟦daiin⟧
F83_P1	f83r.3:6	chey	N	OTHER_TEXT	⟦chey⟧
F83_P1	f83r.3:7	lchedy	N	OTHER_TEXT	⟦lchedy⟧
F83_P1	f83r.3:8	qokaiin	N	OTHER_TEXT	⟦qokaiin⟧
F83_P1	f83r.3:9	qotal	N	OTHER_TEXT	⟦qotal⟧
F83_P1	f83r.3:10	dar	N	OTHER_TEXT	⟦dar⟧
F83_P1	f83r.3:1	olkeedy	C	OTHER_TEXT	⟦olkeedy⟧
F83_P1	f83r.3:2	qotal	C	OTHER_TEXT	⟦qotal⟧
F83_P1	f83r.3:3	chkeedy	C	OTHER_TEXT	⟦chkeedy⟧
F83_P1	f83r.3:4	chey	C	OTHER_TEXT	⟦chey⟧
F83_P1	f83r.3:5	daiin	C	OTHER_TEXT	⟦daiin⟧
F83_P1	f83r.3:6	chey	C	OTHER_TEXT	⟦chey⟧
F83_P1	f83r.3:7	lchedy	C	OTHER_TEXT	⟦lchedy⟧
F83_P1	f83r.3:8	qokaiin	C	OTHER_TEXT	⟦qokaiin⟧
F83_P1	f83r.3:9	qotal	C	OTHER_TEXT	⟦qotal⟧
F83_P1	f83r.3:10	dar	C	OTHER_TEXT	⟦dar⟧
F83_P1	f83r.4:1	qokshedy	N	DEFINITION_BODY	⟦qokshedy⟧
F83_P1	f83r.4:2	chedy	N	DEFINITION_BODY	⟦chedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.4:3	qokedy	N	MARKER	[nennt man?]
F83_P1	f83r.4:4	chkedy	N	DECLARATION_TARGET	«chkedy»
F83_P1	f83r.4:5	daiin	N	OTHER_TEXT	⟦daiin⟧
F83_P1	f83r.4:6	shetar	N	OTHER_TEXT	⟦shetar⟧
F83_P1	f83r.4:7	shedy	N	OTHER_TEXT	⟦shedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.4:8	qekaiin	N	OTHER_TEXT	⟦qekaiin⟧
F83_P1	f83r.4:9	chedy	N	OTHER_TEXT	⟦chedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.4:1	qokshedy	C	DEFINITION_BODY	⟦qokshedy⟧
F83_P1	f83r.4:2	chedy	C	DEFINITION_BODY	⟦chedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.4:3	qokedy	C	MARKER	[beschreibt/bildet?]
F83_P1	f83r.4:4	chkedy	C	DECLARATION_TARGET	[Objekt/Typ chkedy]
F83_P1	f83r.4:5	daiin	C	OTHER_TEXT	⟦daiin⟧
F83_P1	f83r.4:6	shetar	C	OTHER_TEXT	⟦shetar⟧
F83_P1	f83r.4:7	shedy	C	OTHER_TEXT	⟦shedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.4:8	qekaiin	C	OTHER_TEXT	⟦qekaiin⟧
F83_P1	f83r.4:9	chedy	C	OTHER_TEXT	⟦chedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.5:1	deey	N	OTHER_TEXT	⟦deey⟧
F83_P1	f83r.5:2	qotaiin	N	OTHER_TEXT	⟦qotaiin⟧
F83_P1	f83r.5:3	checkhy	N	OTHER_TEXT	⟦checkhy⟧
F83_P1	f83r.5:4	qoty	N	OTHER_TEXT	⟦qoty⟧
F83_P1	f83r.5:5	cheg	N	OTHER_TEXT	⟦cheg⟧
F83_P1	f83r.5:6	shedy	N	OTHER_TEXT	⟦shedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.5:7	qokeey	N	OTHER_TEXT	⟦qokeey⟧
F83_P1	f83r.5:8	rchedy	N	OTHER_TEXT	⟦rchedy⟧
F83_P1	f83r.5:9	qoteedy	N	OTHER_TEXT	⟦qoteedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.5:10	lo	N	OTHER_TEXT	⟦lo⟧
F83_P1	f83r.5:1	deey	C	OTHER_TEXT	⟦deey⟧
F83_P1	f83r.5:2	qotaiin	C	OTHER_TEXT	⟦qotaiin⟧
F83_P1	f83r.5:3	checkhy	C	OTHER_TEXT	⟦checkhy⟧
F83_P1	f83r.5:4	qoty	C	OTHER_TEXT	⟦qoty⟧
F83_P1	f83r.5:5	cheg	C	OTHER_TEXT	⟦cheg⟧
F83_P1	f83r.5:6	shedy	C	OTHER_TEXT	⟦shedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.5:7	qokeey	C	OTHER_TEXT	⟦qokeey⟧
F83_P1	f83r.5:8	rchedy	C	OTHER_TEXT	⟦rchedy⟧
F83_P1	f83r.5:9	qoteedy	C	OTHER_TEXT	⟦qoteedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.5:10	lo	C	OTHER_TEXT	⟦lo⟧
F83_P1	f83r.6:1	schedy	N	OTHER_TEXT	⟦schedy⟧
F83_P1	f83r.6:2	chedchy	N	OTHER_TEXT	⟦chedchy⟧
F83_P1	f83r.6:3	qokal	N	OTHER_TEXT	⟦qokal⟧〔noch nicht eingeführt〕
F83_P1	f83r.6:4	olchedy	N	OTHER_TEXT	⟦olchedy⟧
F83_P1	f83r.6:5	qokaiin	N	OTHER_TEXT	⟦qokaiin⟧
F83_P1	f83r.6:6	chedy	N	OTHER_TEXT	⟦chedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.6:7	qokeedy	N	OTHER_TEXT	⟦qokeedy⟧
F83_P1	f83r.6:8	lchedy	N	OTHER_TEXT	⟦lchedy⟧
F83_P1	f83r.6:9	qoky	N	OTHER_TEXT	⟦qoky⟧〔noch nicht eingeführt〕
F83_P1	f83r.6:1	schedy	C	OTHER_TEXT	⟦schedy⟧
F83_P1	f83r.6:2	chedchy	C	OTHER_TEXT	⟦chedchy⟧
F83_P1	f83r.6:3	qokal	C	OTHER_TEXT	⟦qokal⟧〔noch nicht eingeführt〕
F83_P1	f83r.6:4	olchedy	C	OTHER_TEXT	⟦olchedy⟧
F83_P1	f83r.6:5	qokaiin	C	OTHER_TEXT	⟦qokaiin⟧
F83_P1	f83r.6:6	chedy	C	OTHER_TEXT	⟦chedy⟧〔noch nicht eingeführt〕
F83_P1	f83r.6:7	qokeedy	C	OTHER_TEXT	⟦qokeedy⟧
F83_P1	f83r.6:8	lchedy	C	OTHER_TEXT	⟦lchedy⟧
F83_P1	f83r.6:9	qoky	C	OTHER_TEXT	⟦qoky⟧〔noch nicht eingeführt〕
F83_P1	f83r.7:1	solshed	N	DEFINITION_BODY	⟦solshed⟧
F83_P1	f83r.7:2	lsheedy	N	DEFINITION_BODY	⟦lsheedy⟧〔noch nicht eingeführt〕
