layout_id	palette_id	line_no	visible_no	source_position	visibility_role	source_contribution	surface	joint_tuple_id	atomic_value_de	microcycle	owner	line_used_width	line_capacity	line_slack
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	1	1	1	SOURCE	1	or	7a4bb8136330ee4e6e56	Ansatz	C1	B3_MAIN_ARCH_LINKED_PAIR	20	20	0
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	1	2	2	SOURCE	1	kain	9da1b6ac2c929daea697	Portion	C1	B3_MAIN_ARCH_LINKED_PAIR	20	20	0
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	1	3	3	SOURCE	1	chckhy	2cc8bb3c2af19607888f	durchleiten	C1	B3_MAIN_ARCH_LINKED_PAIR	20	20	0
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	1	4	4	ANTICIPATION_COPY	0	cheky	d904bf7b044dd3922781	Kurzwärme	C1	B3_MAIN_ARCH_LINKED_PAIR	20	20	0
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	2	1	4	SOURCE	1	cheky	d904bf7b044dd3922781	Kurzwärme	C1	B3_MAIN_ARCH_LINKED_PAIR	9	20	11
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	2	2	5	SOURCE	1	oky	276a7c2d74d1143446f4	Einsetzen	C1	B3_MAIN_ARCH_LINKED_PAIR	9	20	11
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	3	1	6	SOURCE	1	aiin	2f1c5e56e8f0ff459065	Sollmaß	C2	B3_MAIN_ARCH_LINKED_PAIR	17	20	3
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	3	2	7	SOURCE	1	okeey	0275fbf14e07935b0a45	Langkontakt	C2	B3_MAIN_ARCH_LINKED_PAIR	17	20	3
LAYOUT_A_WIDTH20	PALETTE_A_COMPACT	3	3	8	SOURCE	1	qokedy	7db18b2f0fb7ed0fcfd3	Kurzkontakt	C2	B3_MAIN_ARCH_LINKED_PAIR	17	20	3
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	1	1	1	SOURCE	1	chor	7a4bb8136330ee4e6e56	Ansatz	C1	B3_MAIN_ARCH_LINKED_PAIR	30	30	0
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	1	2	2	SOURCE	1	chkain	9da1b6ac2c929daea697	Portion	C1	B3_MAIN_ARCH_LINKED_PAIR	30	30	0
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	1	3	3	SOURCE	1	shckhy	2cc8bb3c2af19607888f	durchleiten	C1	B3_MAIN_ARCH_LINKED_PAIR	30	30	0
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	1	4	4	SOURCE	1	cheky	d904bf7b044dd3922781	Kurzwärme	C1	B3_MAIN_ARCH_LINKED_PAIR	30	30	0
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	1	5	5	SOURCE	1	choky	276a7c2d74d1143446f4	Einsetzen	C1	B3_MAIN_ARCH_LINKED_PAIR	30	30	0
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	2	1	6	SOURCE	1	chaiin	2f1c5e56e8f0ff459065	Sollmaß	C2	B3_MAIN_ARCH_LINKED_PAIR	13	30	17
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	2	2	7	ANTICIPATION_COPY	0	qokeey	0275fbf14e07935b0a45	Langkontakt	C2	B3_MAIN_ARCH_LINKED_PAIR	13	30	17
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	3	1	7	SOURCE	1	qokeey	0275fbf14e07935b0a45	Langkontakt	C2	B3_MAIN_ARCH_LINKED_PAIR	13	30	17
LAYOUT_B_WIDTH30	PALETTE_B_EXPANDED	3	2	8	SOURCE	1	qokedy	7db18b2f0fb7ed0fcfd3	Kurzkontakt	C2	B3_MAIN_ARCH_LINKED_PAIR	13	30	17
