layout_id	source_position	visible_forms	visible_surfaces	source_contributions	recovered_joint_tuple_id	recovered_value_de	recovered_exact
LAYOUT_A_WIDTH20	1	1	or	1	7a4bb8136330ee4e6e56	Ansatz	YES
LAYOUT_A_WIDTH20	2	1	kain	1	9da1b6ac2c929daea697	Portion	YES
LAYOUT_A_WIDTH20	3	1	chckhy	1	2cc8bb3c2af19607888f	durchleiten	YES
LAYOUT_A_WIDTH20	4	2	cheky|cheky	1	d904bf7b044dd3922781	Kurzwärme	YES
LAYOUT_A_WIDTH20	5	1	oky	1	276a7c2d74d1143446f4	Einsetzen	YES
LAYOUT_A_WIDTH20	6	1	aiin	1	2f1c5e56e8f0ff459065	Sollmaß	YES
LAYOUT_A_WIDTH20	7	1	okeey	1	0275fbf14e07935b0a45	Langkontakt	YES
LAYOUT_A_WIDTH20	8	1	qokedy	1	7db18b2f0fb7ed0fcfd3	Kurzkontakt	YES
LAYOUT_B_WIDTH30	1	1	chor	1	7a4bb8136330ee4e6e56	Ansatz	YES
LAYOUT_B_WIDTH30	2	1	chkain	1	9da1b6ac2c929daea697	Portion	YES
LAYOUT_B_WIDTH30	3	1	shckhy	1	2cc8bb3c2af19607888f	durchleiten	YES
LAYOUT_B_WIDTH30	4	1	cheky	1	d904bf7b044dd3922781	Kurzwärme	YES
LAYOUT_B_WIDTH30	5	1	choky	1	276a7c2d74d1143446f4	Einsetzen	YES
LAYOUT_B_WIDTH30	6	1	chaiin	1	2f1c5e56e8f0ff459065	Sollmaß	YES
LAYOUT_B_WIDTH30	7	2	qokeey|qokeey	1	0275fbf14e07935b0a45	Langkontakt	YES
LAYOUT_B_WIDTH30	8	1	qokedy	1	7db18b2f0fb7ed0fcfd3	Kurzkontakt	YES
