surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
lsheedain	Holzdroge vollständig einweichen und zwei Dosen abmessen	L_WOOD+SH_MOIST+EE_END+D_MEASURE+AIN_II	zwei Dosen vollständig eingeweichter Holzdroge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
ytey	kühle hiervon bis zur Mittelstufe ab und schließe ab	Y_REFERENCE+T_COLD+E_MIDDLE+Y_START_OR_CLOSE	mittlere Kühlstufe dieser Droge, abgeschlossen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	10	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
qoiiin	nimm Ansatz in Zubereitungsform IV	QO_COMMAND+O_PREP+IIIN_FORM_IV	nimm Zubereitungsform IV	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
tshaiin	kalt eingeweichte Droge auf Stufe III	T_COLD+SH_MOIST+AIIN_III	drei Teile abkühlen und einweichen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
ockhoees	Arzneikompositum ansetzen, vollständig bereiten und als Charge abschließen	O_PREP+CKH_COMPOSITE+O_PREP+EE_END+S_TERM_SPECIES	vollständig bereitete Ansatzcharge eines Arzneikompositums	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
ycthar	nimm hiervon die erste Kraut- oder Blattdrogenfraktion	Y_REFERENCE+CTH_HERB+AR_FRACTION_I	erste Kraut- oder Blattfraktion hiervon	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
oeor	eine Portion Ansatz der Mittelstufe	O_PREP+E_MIDDLE+OR_PORTION	eine Portion Ansatz bis zur Mittelstufe bringen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
oschotshl	getrockneter Holz-Saatgutansatz in kalt-feuchtem Zustand	LEARNED_OSCHOTSHL_WHOLE	Saatgutansatz trocknen, abkühlen, einweichen und Holzdroge zugeben	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
kchaiin	heiß-getrocknete Droge auf Stufe III	K_HOT+CH_DRY+AIIN_III	drei Teile erhitzen und trocknen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
ka	ein erhitzter Teil	K_HOT+A_PART_OR_LINK	erhitze einen Teil	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	2	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V47_REPLACEABLE
shkaiin	eingeweichte und erhitzte Droge auf Stufe III	SH_MOIST+K_HOT+AIIN_III	drei Teile einweichen und erhitzen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
choeky	trocknen, ansetzen, bis zur Mittelstufe erhitzen und abschließen	CH_DRY+O_PREP+E_MIDDLE+K_HOT+Y_START_OR_CLOSE	mäßig erhitzter Trockenansatz, abgeschlossen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
cphy	Arzneikompositum in Grundform	CPH_COMPOSITE+Y_START_OR_CLOSE	Arzneikompositum fertigstellen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
dcheodaiin	eine Dosis bis zur Mittelstufe trocknen und ansetzen; drei Dosen abmessen	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AIIN_III	drei Dosen bis zur Mittelstufe getrockneten Ansatzes	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
qokokchy	erhitze, setze an, erhitze erneut, trockne und schließe ab	QO_COMMAND+K_HOT+O_PREP+K_HOT+CH_DRY+Y_START_OR_CLOSE	heiß nachgetrockneter Doppelansatz	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V47_REPLACEABLE
