occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G670-T0001	f103r	f103r.15	5	shkaiin	EOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qotedy qokeey shol qotey shkaiin	qotedy qokeey shol qotey shkain	qote y qokeey shal qotey shkaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0002	f104v	f104v.2	9	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	yche aiin qotee chockhy otaiin ydaiin qokam y otar ar al ched otair oram	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0003	f104v	f104v.30	6	otair	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheol kaiin cheody shaiin qoeeol otair or cheeody okcheey lkair ar ar adam	ycheol kaiin cheody shaiin qoeeol otairor cheeody okcheey lkair ar ar adam	ycheol kaiin cheo dy shaiin qoeeol otairor cheeody okcheey lkair ar ar adam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0004	f104v	f104v.36	4	qoiiin	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	sar aiir sheos qoiiin okeedy qokcheodaiin	sar aiir sheos qoiiin okeedy qokcheodaiin	sar aiir sheos qoiiin okeedy qokcheodaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0005	f105r	f105r.37	3	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	otoiir chedaiin otair otaly	otoiis chedaiin otair otaly	otoiir chedaiin otair otaly	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0006	f105v	f105v.20	4	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kairodl lpaim	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kair odl lpaim	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kair o l lpaim	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0007	f105v	f105v.30	5	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dchedy cheey qokor otaiin otair otair okeedy kaiin aiin s aiin sy	dchedy cheey qokor otaiin otair otair okeedy taiin aiin s aiin sy	dchedy cheey qokor otaiin otair otair okee y taiin aiin s aiin sy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0008	f105v	f105v.30	6	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dchedy cheey qokor otaiin otair otair okeedy kaiin aiin s aiin sy	dchedy cheey qokor otaiin otair otair okeedy taiin aiin s aiin sy	dchedy cheey qokor otaiin otair otair okee y taiin aiin s aiin sy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0009	f105v	f105v.36	6	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	laiin sheod okeeody qoaiin ytaiin otair chdal dy daim chdaiin oy	laiin sheod okeeody qoaiin ytaiin otair chdal dydaim chdaiin ockhhy	laiin sheod okeeody qoaiin ytaiin otair chdal dydaim chdaiin oy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0010	f105v	f105v.7	3	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheeo lkaiin otair ol olkaiin okairody lchedr	ycheeo lkaiin otair ol olkaiin okairody lchedr	ycheeo lkaiin otair ol olkaiin okairody lche r	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0011	f106r	f106r.14	5	otair	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychol okaiin olcheey dolchedy otair otal chedy okeor	ychol okaiin olcheey dolchedy otais otal chedy okeor	ychol kaiin olcheey dolchedy otair otal chedy okeor	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0012	f106r	f106r.44	9	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dshedy qoteey otaiin chy chealol chlchd aiin oty otair otaiikam	dshedy qoteey otaiin chy chealol chlchd aiin oty otair otaiikam	dshedy qoteey otaiin chy chealol chlch aiin oty otair otaiikam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0013	f106r	f106r.6	4	otair	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	shor sheor orkchsd otair or qokeeo raiin qokeeolchedy olchedy qokeol qoky	shor sheor orkchsd otairor qokeeo raiin qokeeo lchedy olchedy qokeol qoky	shor sheor orkchsd otair or qokeeo raiin qokeeo lchedy ol che y qokeol qoky	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0014	f106v	f106v.1	6	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	fsheda looin opaiiral oteodaiin chopchy otair kar alalor aiin aly kar	fsheda loain opaiiral oteo daiin chopchy otair kar alalor aiin aly kar	fsheda loain opaiiral oteodaiin chopchy otair kar alalor aiin aly kar	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0015	f107r	f107r.14	7	otarain	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	cthedy lshedy cheolchear or alam chtaiin otarain chey qokaiin otain	cthedy lshedy cheol chear or alam chtaiin otar aiin chey qokaiin otain	cthedy lshe y cheol chear r alam chtaiin otar ain che qokaiin otain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G670-T0016	f107r	f107r.26	7	otair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ol cheor shey cheey olcheol kaiin otair okal cheody	olcheor shey cheey olcheol kaiin otair okal cheody	olcheor shey cheey olcheol kaiin otair okal cheody	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
