decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G670-D001	lsheedain	WOOD	PRODUCTIVE_COMPOUND	Holzdroge vollständig einweichen und zwei Dosen abmessen	L_WOOD+SH_MOIST+EE_END+D_MEASURE+AIN_II	zwei Dosen vollständig eingeweichter Holzdroge	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D002	ytey	COLD	PRODUCTIVE_COMPOUND	kühle hiervon bis zur Mittelstufe ab und schließe ab	Y_REFERENCE+T_COLD+E_MIDDLE+Y_START_OR_CLOSE	mittlere Kühlstufe dieser Droge, abgeschlossen	10	10	10	9	9	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V47_REPLACEABLE
G670-D003	qoiiin	COMMAND	PRODUCTIVE_COMPOUND	nimm Ansatz in Zubereitungsform IV	QO_COMMAND+O_PREP+IIIN_FORM_IV	nimm Zubereitungsform IV	4	4	4	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V47_REPLACEABLE
G670-D004	tshaiin	COLD_MOIST	PRODUCTIVE_COMPOUND	kalt eingeweichte Droge auf Stufe III	T_COLD+SH_MOIST+AIIN_III	drei Teile abkühlen und einweichen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D005	ockhoees	COMPOSITE	PRODUCTIVE_COMPOUND	Arzneikompositum ansetzen, vollständig bereiten und als Charge abschließen	O_PREP+CKH_COMPOSITE+O_PREP+EE_END+S_TERM_SPECIES	vollständig bereitete Ansatzcharge eines Arzneikompositums	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D006	ycthar	HERB	PRODUCTIVE_COMPOUND	nimm hiervon die erste Kraut- oder Blattdrogenfraktion	Y_REFERENCE+CTH_HERB+AR_FRACTION_I	erste Kraut- oder Blattfraktion hiervon	1	1	1	0	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D007	oeor	PREPARATION	PRODUCTIVE_COMPOUND	eine Portion Ansatz der Mittelstufe	O_PREP+E_MIDDLE+OR_PORTION	eine Portion Ansatz bis zur Mittelstufe bringen	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D008	oschotshl	SEED_WOOD	LEARNED_WHOLE	getrockneter Holz-Saatgutansatz in kalt-feuchtem Zustand	LEARNED_OSCHOTSHL_WHOLE	Saatgutansatz trocknen, abkühlen, einweichen und Holzdroge zugeben	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D009	kchaiin	HEAT_DRY	PRODUCTIVE_COMPOUND	heiß-getrocknete Droge auf Stufe III	K_HOT+CH_DRY+AIIN_III	drei Teile erhitzen und trocknen	4	4	4	3	3	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V47_REPLACEABLE
G670-D010	ka	HEAT	CONTEXT_SCOPED_SHORT_FORM	ein erhitzter Teil	K_HOT+A_PART_OR_LINK	erhitze einen Teil	2	2	2	1	1	EXACT_WHOLE|KA_READER_MERGE_RIGHT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D011	shkaiin	MOIST_HEAT	PRODUCTIVE_COMPOUND	eingeweichte und erhitzte Droge auf Stufe III	SH_MOIST+K_HOT+AIIN_III	drei Teile einweichen und erhitzen	5	5	5	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V47_REPLACEABLE
G670-D012	choeky	HEAT_DRY	PRODUCTIVE_COMPOUND	trocknen, ansetzen, bis zur Mittelstufe erhitzen und abschließen	CH_DRY+O_PREP+E_MIDDLE+K_HOT+Y_START_OR_CLOSE	mäßig erhitzter Trockenansatz, abgeschlossen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D013	cphy	COMPOSITE	PRODUCTIVE_COMPOUND	Arzneikompositum in Grundform	CPH_COMPOSITE+Y_START_OR_CLOSE	Arzneikompositum fertigstellen	9	9	9	9	9	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V47_REPLACEABLE
G670-D014	dcheodaiin	MEASURE	PRODUCTIVE_COMPOUND	eine Dosis bis zur Mittelstufe trocknen und ansetzen; drei Dosen abmessen	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP+D_MEASURE+AIIN_III	drei Dosen bis zur Mittelstufe getrockneten Ansatzes	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D015	qokokchy	COMMAND	PRODUCTIVE_COMPOUND	erhitze, setze an, erhitze erneut, trockne und schließe ab	QO_COMMAND+K_HOT+O_PREP+K_HOT+CH_DRY+Y_START_OR_CLOSE	heiß nachgetrockneter Doppelansatz	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D016	otair	FRACTION	PRODUCTIVE_COMPOUND	zweite kalte Drogenfraktion im Ansatz	O_PREP+T_COLD+AIR_FRACTION_II	zweite Drogenfraktion im Ansatz abkühlen	22	21	12	18	18	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V47_REPLACEABLE
G670-D017	otarain	FRACTION	PRODUCTIVE_COMPOUND	zwei Teile der ersten kalten Drogenfraktion im Ansatz	O_PREP+T_COLD+AR_FRACTION_I+AIN_II	kalter Ansatz, Fraktion I auf Stufe II	2	2	2	0	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V47_REPLACEABLE
G670-D018	chekain	HEAT_DRY	PRODUCTIVE_COMPOUND	bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	CH_DRY+E_MIDDLE+K_HOT+AIN_II	zwei Teile mäßig getrockneter und erhitzter Droge	7	7	5	7	7	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V47_REPLACEABLE
G670-D019	olaiiny	WOOD	PRODUCTIVE_COMPOUND	drei Teile Holzdrogenansatz abschließen	O_PREP+L_WOOD+AIIN_III+Y_START_OR_CLOSE	Holzdrogenansatz auf Stufe III, abgeschlossen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D020	shkain	MOIST_HEAT	PRODUCTIVE_COMPOUND	eingeweichte und erhitzte Droge auf Stufe II	SH_MOIST+K_HOT+AIN_II	zwei Teile einweichen und erhitzen	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V47_REPLACEABLE
G670-D021	ofalsheky	FLOWER	PRODUCTIVE_COMPOUND	Blütenrohstoff I im Ansatz bis zur Mittelstufe einweichen, erhitzen und abschließen	O_PREP+F_FLOWER+AL_RAW_I+SH_MOIST+E_MIDDLE+K_HOT+Y_START_OR_CLOSE	gelernter Blütenrohstoff-I-Ansatz vor dem SHEKY-Block	1	1	1	0	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D022	chedol	MEASURE	PRODUCTIVE_COMPOUND	Drogenstoff bis zur Mittelstufe trocknen und abmessen	CH_DRY+E_MIDDLE+D_MEASURE+OL_MATERIAL	RF1b: bis zur Mittelstufe trocknen und abschließen; ein Pfund	5	5	5	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V47_REPLACEABLE
G670-D023	qetal	COLD	LEARNED_WHOLE	kühle Rohdroge I bis zur Mittelstufe	LEARNED_QETAL_WHOLE	Rohdroge I auf mittlerer Kühlstufe	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D024	rtain	ROOT	PRODUCTIVE_COMPOUND	Wurzeldroge auf Kältestufe II	R_ROOT+T_COLD+AIN_II	zwei Teile gekühlte Wurzeldroge	1	1	1	0	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D025	otodar	MEASURE	PRODUCTIVE_COMPOUND	Kaltansatz erneut ansetzen und die erste Fraktion abmessen	O_PREP+T_COLD+O_PREP+D_MEASURE+AR_FRACTION_I	gekühlter Ansatz mit erster Fraktion	3	3	3	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V47_REPLACEABLE
G670-D026	alsy	SEED	PRODUCTIVE_COMPOUND	Saatrohdroge I in Grundform abschließen	AL_RAW_I+S_SEED+Y_START_OR_CLOSE	abgeschlossene Rohdrogencharge I	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D027	chearory	FRACTION	PRODUCTIVE_COMPOUND	eine Portion der ersten Fraktion bis zur Mittelstufe trocknen und abschließen	CH_DRY+E_MIDDLE+AR_FRACTION_I+OR_PORTION+Y_START_OR_CLOSE	abgeschlossene Trockenportion aus Fraktion I	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
G670-D028	secheeol	SEED	LEARNED_WHOLE	vollständig getrockneter Saatdrogenstoff	LEARNED_SECHEEOL_WHOLE	Saatgut-Drogenstoff von der Mittelstufe bis zur Endstufe trocknen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V47_REPLACEABLE
