card_rank	family	surface	card_type	composition	working_meaning_de	applied_render_de	strongest_rival_de	confidence	action_license	page	locus	section	language	hand	ordinal	token_count	line_position	left_surface	right_surface	context_decision	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	all_three_present	all_present_exact	zl3b_line	context_before_de	context_after_de	literal_after_de	review_note
1	WOOD_PREPARATION_PORTION_RESULT	olord	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+OR_PORTION+D_DRAWN_OFF	abgezogene Portion Holzdrogenansatz	abgezogene Holzdrogenansatz-Portion	abgemessene Holzportion, abgeschlossen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f105v	f105v.14	S	B	3	5	10	MEDIAL	olpchedy	aiiin	HOLD_SAME_CARD	EXACT	olord	EXACT	olord	BOTH_EXACT	1	0	pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy	drei Dosen bis Mittelstufe getrocknetes Pulver · Arzneikompositum: trocken, Gradanfang, abgeschlossen · nimm die dritte erhitzte Drogenfraktion · fertiggestelltes Trockenpulver aus Holzdrogenansatz · ⟦olord:?⟧ · Menge-/Klassenwert IV · ⟦tail:?⟧ · erste Ansatzfraktion abmessen · ⟦kard:?⟧ · Droge kalt trocknen und leicht nachtrocknen.	drei Dosen bis Mittelstufe getrocknetes Pulver · Arzneikompositum: trocken, Gradanfang, abgeschlossen · nimm die dritte erhitzte Drogenfraktion · fertiggestelltes Trockenpulver aus Holzdrogenansatz · abgezogene Holzdrogenansatz-Portion · Menge-/Klassenwert IV · ⟦tail:?⟧ · erste Ansatzfraktion abmessen · ⟦kard:?⟧ · Droge kalt trocknen und leicht nachtrocknen.	drei Dosen bis Mittelstufe getrocknetes Pulver | Arzneikompositum: trocken, Gradanfang, abgeschlossen | nimm die dritte erhitzte Drogenfraktion | fertiggestelltes Trockenpulver aus Holzdrogenansatz | abgezogene Portion Holzdrogenansatz | Menge-/Klassenwert IV | [tail:?] | erste Ansatzfraktion abmessen | [kard:?] | Droge kalt trocknen und leicht nachtrocknen	The unique occurrence precedes value IV after finished wood powder and preserves the visible portion/result order.
2	COLD_RAW_DRUG_FRACTION_II	tail	READER_RIVAL_COMPOUND	T_COLD+AIL_RAW_FRACTION_II	kaltgestellte Rohdroge II	kaltgestellte Rohdroge II	erhitzte Rohdroge II under IT2a kail	LOW_EXPLORATORY	0	f105v	f105v.14	S	B	3	7	10	MEDIAL	aiiin	odar	ONE_READER_POLARITY_RIVAL	ONE	kail	EXACT	tail	RF1B_ONLY_EXACT	1	0	pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy	drei Dosen bis Mittelstufe getrocknetes Pulver · Arzneikompositum: trocken, Gradanfang, abgeschlossen · nimm die dritte erhitzte Drogenfraktion · fertiggestelltes Trockenpulver aus Holzdrogenansatz · ⟦olord:?⟧ · Menge-/Klassenwert IV · ⟦tail:?⟧ · erste Ansatzfraktion abmessen · ⟦kard:?⟧ · Droge kalt trocknen und leicht nachtrocknen.	drei Dosen bis Mittelstufe getrocknetes Pulver · Arzneikompositum: trocken, Gradanfang, abgeschlossen · nimm die dritte erhitzte Drogenfraktion · fertiggestelltes Trockenpulver aus Holzdrogenansatz · ⟦olord:?⟧ · Menge-/Klassenwert IV · kaltgestellte Rohdroge II · erste Ansatzfraktion abmessen · ⟦kard:?⟧ · Droge kalt trocknen und leicht nachtrocknen.	drei Dosen bis Mittelstufe getrocknetes Pulver | Arzneikompositum: trocken, Gradanfang, abgeschlossen | nimm die dritte erhitzte Drogenfraktion | fertiggestelltes Trockenpulver aus Holzdrogenansatz | [olord:?] | Menge-/Klassenwert IV | kaltgestellte Rohdroge II | erste Ansatzfraktion abmessen | [kard:?] | Droge kalt trocknen und leicht nachtrocknen	The source keeps cold T while IT2a supplies a genuine hot K rival; neither polarity is generalized.
3	HOT_FRACTION_I_RESULT	kard	PRODUCTIVE_COMPOUND	K_HOT+AR_FRACTION_I+D_DRAWN_OFF	erste erhitzte Drogenfraktion, abgezogen	erste erhitzte Drogenfraktion, abgezogen	erste erhitzte Fraktion abmessen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f105v	f105v.14	S	B	3	9	10	MEDIAL	odar	chtchy	HOLD_SAME_CARD	EXACT	kard	EXACT	kard	BOTH_EXACT	1	0	pchedaiin chckhdy qokaiir olpchedy olord aiiin tail odar kard chtchy	drei Dosen bis Mittelstufe getrocknetes Pulver · Arzneikompositum: trocken, Gradanfang, abgeschlossen · nimm die dritte erhitzte Drogenfraktion · fertiggestelltes Trockenpulver aus Holzdrogenansatz · ⟦olord:?⟧ · Menge-/Klassenwert IV · ⟦tail:?⟧ · erste Ansatzfraktion abmessen · ⟦kard:?⟧ · Droge kalt trocknen und leicht nachtrocknen.	drei Dosen bis Mittelstufe getrocknetes Pulver · Arzneikompositum: trocken, Gradanfang, abgeschlossen · nimm die dritte erhitzte Drogenfraktion · fertiggestelltes Trockenpulver aus Holzdrogenansatz · ⟦olord:?⟧ · Menge-/Klassenwert IV · ⟦tail:?⟧ · erste Ansatzfraktion abmessen · erste erhitzte Drogenfraktion, abgezogen · Droge kalt trocknen und leicht nachtrocknen.	drei Dosen bis Mittelstufe getrocknetes Pulver | Arzneikompositum: trocken, Gradanfang, abgeschlossen | nimm die dritte erhitzte Drogenfraktion | fertiggestelltes Trockenpulver aus Holzdrogenansatz | [olord:?] | Menge-/Klassenwert IV | [tail:?] | erste Ansatzfraktion abmessen | erste erhitzte Drogenfraktion, abgezogen | Droge kalt trocknen und leicht nachtrocknen	K, AR and terminal D retain the established heat, first-fraction and drawn-off sequence.
4	HERB_PREPARATION_PORTION	cthoor	PRODUCTIVE_COMPOUND	CTHO_HERB_PREP+OR_PORTION	eine Portion Blatt- oder Krautansatz	eine Portion Blatt- oder Krautansatz	Blatt- oder Krautansatz ohne portion value	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f10r	f10r.2	H	A	1	2	10	MEDIAL	dchey	char	HOLD_SAME_CARD	EXACT	cthoor	EXACT	cthoor	BOTH_EXACT	1	1	dchey cthoor char chty os chair otytchol oky daiin etyd	eine Dosis bis zur Mittelstufe trocknen und abschließen · ⟦cthoor:?⟧ · Trockenfraktion I · trocken-kalt am Gradanfang · Ansatzcharge · ⟦chair:?⟧ · ⟦otytchol:?⟧ · heißer Ansatz am Anfang des Grades · Grad-/Maßwert III · ⟦etyd:?⟧.	eine Dosis bis zur Mittelstufe trocknen und abschließen · eine Portion Blatt- oder Krautansatz · Trockenfraktion I · trocken-kalt am Gradanfang · Ansatzcharge · ⟦chair:?⟧ · ⟦otytchol:?⟧ · heißer Ansatz am Anfang des Grades · Grad-/Maßwert III · ⟦etyd:?⟧.	eine Dosis bis zur Mittelstufe trocknen und abschließen | eine Portion Blatt- oder Krautansatz | Trockenfraktion I | trocken-kalt am Gradanfang | Ansatzcharge | [chair:?] | [otytchol:?] | heißer Ansatz am Anfang des Grades | Grad-/Maßwert III | [etyd:?]	It is the one-portion counterpart of GDT679 cthororaiin, three herb portions.
5	DRY_FRACTION_II	chair	PRODUCTIVE_COMPOUND	CH_DRY+AIR_FRACTION_II	zweite Trockenfraktion	zweite Trockenfraktion	zweite Trockenpulverfraktion at bilateral pchair	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f10r	f10r.2	H	A	1	6	10	MEDIAL	os	otytchol	HOLD_SAME_CARD	EXACT	chair	EXACT	chair	BOTH_EXACT	1	1	dchey cthoor char chty os chair otytchol oky daiin etyd	eine Dosis bis zur Mittelstufe trocknen und abschließen · ⟦cthoor:?⟧ · Trockenfraktion I · trocken-kalt am Gradanfang · Ansatzcharge · ⟦chair:?⟧ · ⟦otytchol:?⟧ · heißer Ansatz am Anfang des Grades · Grad-/Maßwert III · ⟦etyd:?⟧.	eine Dosis bis zur Mittelstufe trocknen und abschließen · ⟦cthoor:?⟧ · Trockenfraktion I · trocken-kalt am Gradanfang · Ansatzcharge · zweite Trockenfraktion · ⟦otytchol:?⟧ · heißer Ansatz am Anfang des Grades · Grad-/Maßwert III · ⟦etyd:?⟧.	eine Dosis bis zur Mittelstufe trocknen und abschließen | [cthoor:?] | Trockenfraktion I | trocken-kalt am Gradanfang | Ansatzcharge | zweite Trockenfraktion | [otytchol:?] | heißer Ansatz am Anfang des Grades | Grad-/Maßwert III | [etyd:?]	The AR/AIR ladder changes first to second fraction; both alternate readers add P only at f47r.1.
5	DRY_FRACTION_II	chair	PRODUCTIVE_COMPOUND	CH_DRY+AIR_FRACTION_II	zweite Trockenfraktion	zweite Trockenpulverfraktion	zweite Trockenpulverfraktion at bilateral pchair	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f47r	f47r.1	H	A	1	1	6	INITIAL	BOS	oly	BILATERAL_PREFIX_REPAIR	ONE	pchair	ONE	pchair	NEITHER_EXACT	1	0	chair oly sheaiin shol daiin chdy	⟦chair:?⟧ · abseihen · ⟦sheaiin:?⟧ · feucht; nominal feuchtes Gut/Material · Qualitätsgrad III · trocken am Anfang des Grades, abgeschlossen.	zweite Trockenpulverfraktion · abseihen · ⟦sheaiin:?⟧ · feucht; nominal feuchtes Gut/Material · Qualitätsgrad III · trocken am Anfang des Grades, abgeschlossen.	zweite Trockenfraktion | abseihen | [sheaiin:?] | feucht; nominal feuchtes Gut/Material | Qualitätsgrad III | trocken am Anfang des Grades, abgeschlossen	Both alternate readers add the same P powder head, so the local application specializes rather than discards the second dry-fraction core.
6	RECOOLED_DRY_MATERIAL_PREPARATION	otytchol	PRODUCTIVE_COMPOUND	O_PREP+TY_COLD_START+T_COLD+CH_DRY+OL_MATERIAL	nachgekühlter Trockenstoff im Ansatz	nachgekühlter Trockenstoff im Ansatz	kalter Ansatz aus Trockenstoff, Anfangsstufe	LOW_EXPLORATORY	0	f10r	f10r.2	H	A	1	7	10	MEDIAL	chair	oky	HOLD_SAME_CARD	EXACT	otytchol	EXACT	otytchol	BOTH_EXACT	1	1	dchey cthoor char chty os chair otytchol oky daiin etyd	eine Dosis bis zur Mittelstufe trocknen und abschließen · ⟦cthoor:?⟧ · Trockenfraktion I · trocken-kalt am Gradanfang · Ansatzcharge · ⟦chair:?⟧ · ⟦otytchol:?⟧ · heißer Ansatz am Anfang des Grades · Grad-/Maßwert III · ⟦etyd:?⟧.	eine Dosis bis zur Mittelstufe trocknen und abschließen · ⟦cthoor:?⟧ · Trockenfraktion I · trocken-kalt am Gradanfang · Ansatzcharge · ⟦chair:?⟧ · nachgekühlter Trockenstoff im Ansatz · heißer Ansatz am Anfang des Grades · Grad-/Maßwert III · ⟦etyd:?⟧.	eine Dosis bis zur Mittelstufe trocknen und abschließen | [cthoor:?] | Trockenfraktion I | trocken-kalt am Gradanfang | Ansatzcharge | [chair:?] | nachgekühlter Trockenstoff im Ansatz | heißer Ansatz am Anfang des Grades | Grad-/Maßwert III | [etyd:?]	The sole fully exact context is a cold/dry register between the second dry fraction and a hot preparation start.
7	COLD_MIDDLE_RESULT	etyd	PRODUCTIVE_COMPOUND	E_MIDDLE+TY_COLD_START+D_CLOSE	bis Mittelstufe gekühlter Ansatz, abgeschlossen	bis Mittelstufe gekühlter Ansatz, abgeschlossen	kalte Mittelstufe abschließen as an action	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f10r	f10r.2	H	A	1	10	10	FINAL	daiin	EOS	HOLD_SAME_CARD	EXACT	etyd	EXACT	etyd	BOTH_EXACT	1	1	dchey cthoor char chty os chair otytchol oky daiin etyd	eine Dosis bis zur Mittelstufe trocknen und abschließen · ⟦cthoor:?⟧ · Trockenfraktion I · trocken-kalt am Gradanfang · Ansatzcharge · ⟦chair:?⟧ · ⟦otytchol:?⟧ · heißer Ansatz am Anfang des Grades · Grad-/Maßwert III · ⟦etyd:?⟧.	eine Dosis bis zur Mittelstufe trocknen und abschließen · ⟦cthoor:?⟧ · Trockenfraktion I · trocken-kalt am Gradanfang · Ansatzcharge · ⟦chair:?⟧ · ⟦otytchol:?⟧ · heißer Ansatz am Anfang des Grades · Grad-/Maßwert III · bis Mittelstufe gekühlter Ansatz, abgeschlossen.	eine Dosis bis zur Mittelstufe trocknen und abschließen | [cthoor:?] | Trockenfraktion I | trocken-kalt am Gradanfang | Ansatzcharge | [chair:?] | [otytchol:?] | heißer Ansatz am Anfang des Grades | Grad-/Maßwert III | bis Mittelstufe gekühlter Ansatz, abgeschlossen	The final source slot follows a grade-III value and completes the cold branch opened by otytchol.
8	PREPARATION_RAW_MEASURE_FORM_I	oidal	READER_RIVAL_COMPOUND	O_PREP+I_FORM_I+DAL_RAW_MEASURE_I	abgemessene Rohstoffmenge I im Ansatz, Grundform	abgemessene Rohstoffmenge I im Ansatz, Grundform	bis Mittelstufe abgemessene Rohdroge I under IT2a oedal	LOW_EXPLORATORY	0	f114v	f114v.36	S	B	3	2	11	MEDIAL	tshey	op	RF1B_EXACT_WITH_STAGE_RIVAL	ONE	oedal	EXACT	oidal	RF1B_ONLY_EXACT	1	0	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	kalt und feucht in der Mitte des Grades · ⟦oidal:?⟧ · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz in der Mitte des Grades · nimm getrockneten Pulverstoff · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I, heiß am Gradanfang · Wurzel/Wurzeldroge: Maß-/Einheitsform I.	kalt und feucht in der Mitte des Grades · abgemessene Rohstoffmenge I im Ansatz, Grundform · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz in der Mitte des Grades · nimm getrockneten Pulverstoff · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I, heiß am Gradanfang · Wurzel/Wurzeldroge: Maß-/Einheitsform I.	kalt und feucht in der Mitte des Grades | abgemessene Rohstoffmenge I im Ansatz, Grundform | [op:?] | [shoko:?] | kalt-trockener Ansatz in der Mitte des Grades | nimm getrockneten Pulverstoff | [qopaiin:?] | kalte Drogenfraktion I | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | Wurzel/Wurzeldroge: Maß-/Einheitsform I	Known odal preserves the measured raw-material-I core; IT2a E keeps a middle-stage rival for the internal form field.
9	POWDER_PREPARATION	op	PRODUCTIVE_SHORT_CARD	O_PREP+P_POWDER	Pulveransatz	Pulveransatz	bound opchedy finished powder preparation at f78v.20	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f114v	f114v.36	S	B	3	3	11	MEDIAL	oidal	shoko	HOLD_SAME_CARD	EXACT	op	EXACT	op	BOTH_EXACT	1	0	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram	kalt und feucht in der Mitte des Grades · ⟦oidal:?⟧ · ⟦op:?⟧ · ⟦shoko:?⟧ · kalt-trockener Ansatz in der Mitte des Grades · nimm getrockneten Pulverstoff · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I, heiß am Gradanfang · Wurzel/Wurzeldroge: Maß-/Einheitsform I.	kalt und feucht in der Mitte des Grades · ⟦oidal:?⟧ · Pulveransatz · ⟦shoko:?⟧ · kalt-trockener Ansatz in der Mitte des Grades · nimm getrockneten Pulverstoff · ⟦qopaiin:?⟧ · kalte Drogenfraktion I · Rohstoffklasse I · Rohstoffklasse I, heiß am Gradanfang · Wurzel/Wurzeldroge: Maß-/Einheitsform I.	kalt und feucht in der Mitte des Grades | [oidal:?] | Pulveransatz | [shoko:?] | kalt-trockener Ansatz in der Mitte des Grades | nimm getrockneten Pulverstoff | [qopaiin:?] | kalte Drogenfraktion I | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | Wurzel/Wurzeldroge: Maß-/Einheitsform I	The source occurrence is bilateral exact; both alternate readers bind the other occurrence to following chedy.
