decision_id	reading_id	surface	family	source_evidence	decision_basis	strongest_rival_de	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	semantic_scope	global_export_scope	unconditional_global_export_allowed	v99_component_global_export_allowed	bound_span_ids	source_reading_ids	v99_structural_tag	v99_action_default_allowed	bundle_sha256	all_preserved	component_relation_credit
G730-D001	ain#GLOBAL	ain	OPEN_VALUE_WHOLE	V13:VALUE_MINIM_SERIES	UNTYPED_VALUE_AXIS__NO_FORCED_QUANTITY_CLASS	Mengen- oder Klassenachse lokal	55	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 106 exakte ZL3b-Vorkommen auf 47 Seiten und 100 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	KNOWN_CONTEXT_LICENSED	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	0	NOT_EVALUATED_GDT725	NONE	ain#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	6376025d79ebfedc6c8cd9f1df0a614ad5c76aca1626929079bf7ea84fe93439	1	0
G730-D002	alkal#GLOBAL	alkal	LEARNED_TECHNICAL_WHOLE	GDT663:EXACT_WHOLE	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	Alkali als gelehrte Stoffbezeichnung	0	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	V48-Quelle GDT663:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	alkal#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	e7b84fa874f3100ef538bd63a651a04ff9a4e84a79070974bf7afbc92c98bdc7	1	0
G730-D003	an#GLOBAL	an	OPEN_VALUE_WHOLE	V13:VALUE_MINIM_SERIES	UNTYPED_VALUE_AXIS__NO_FORCED_QUANTITY_CLASS	Mengen- oder Klassenachse lokal	47	W2_PROVISIONAL_WORKING	V48-Quelle V13:VALUE_MINIM_SERIES mit Staerke CONTEXTUAL_EXACT_SERIES und Scope KNOWN_CONTEXT_LICENSED; 5 exakte ZL3b-Vorkommen auf 4 Seiten und 5 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	KNOWN_CONTEXT_LICENSED	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	0	NOT_EVALUATED_GDT725	NONE	an#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	59657fd3ad716d04a7607628baf2880e30f9ae7a6d146014eec8db46b0b20eeb	1	0
G730-D004	chcth#GLOBAL	chcth	PLANT_WHOLE	GDT666:EXACT_WHOLE	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	48	W2_PROVISIONAL_WORKING	V48-Quelle GDT666:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	chcth#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	6ac0728e6757c258300f4557b49a2115d1cdb42f5db7e8205108f96345e1202e	1	0
G730-D005	chcthy#GLOBAL	chcthy	PLANT_WHOLE	V13:DRY_CTH_MATERIAL	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	48	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_MATERIAL mit Staerke NEW_PRIMARY_WORKING_WORD__SEMANTIC_PROVISIONAL und Scope KNOWN_CONTEXT_LICENSED; 75 exakte ZL3b-Vorkommen auf 53 Seiten und 74 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	KNOWN_CONTEXT_LICENSED	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	0	NOT_EVALUATED_GDT725	NONE	chcthy#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	882c87aa6f9d4082dbb91c1514726d4e5aaca2544bc11d1460eab890fbfd2676	1	0
G730-D006	chdal#GLOBAL	chdal	LEARNED_TECHNICAL_WHOLE	GDT655:DAL_MEASURED_INPUT_QUANTITY	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	abgeteilte Rohstoffportion I	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 19 exakte ZL3b-Vorkommen auf 15 Seiten und 18 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	chdal#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	049381080f74eb966dda0db909ea9e224b5f98f857426fe15f41606abff3e693	1	0
G730-D007	chdaly#GLOBAL	chdaly	LEARNED_TECHNICAL_WHOLE	GDT655:DAL_MEASURED_INPUT_QUANTITY	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	abgeteilte Rohstoffportion I	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT655:REVISE_DAL_MODEL mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	chdaly#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	ec171e0d8f5536b5ea003749b47dea3e288e087b8c93cab25d747977ae52f712	1	0
G730-D008	chedal#GLOBAL	chedal	LEARNED_TECHNICAL_WHOLE	GDT655:DAL_MEASURED_INPUT_QUANTITY	ONE_SPEAKABLE_LEARNED_WHOLE_DEFAULT	abgeteilte Rohstoffportion I	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 15 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	NOT_EVALUATED_GDT725	NONE	chedal#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	dd14a8a1debbb43291a9d8edf4b4e753b41ae06018f261db93d083de830c2159	1	0
G730-D009	cheecthy#GLOBAL	cheecthy	PLANT_WHOLE	V13:DRY_EXTENDED_BOUND_CTH|GDT632:E_O_MEANINGS_OPEN	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal Blattgut; E-Zwischenslot bleibt semantisch stumm	31	W1_WEAK_WORKING	V48-Quelle V13:DRY_EXTENDED_BOUND_CTH mit Staerke NEW_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	KNOWN_CONTEXT_LICENSED	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	0	NOT_EVALUATED_GDT725	NONE	cheecthy#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	fa94885fe31f57f47122f43e163a7c84908e5661b57de558477ff19d96cfa932	1	0
G730-D010	chocthy#GLOBAL	chocthy	PLANT_WHOLE	V13:DRY_CTH_PREPARATION	GLOBAL_NEUTRAL_PLANT_HEAD__HERBAL_SPECIFIC_RIVAL	lokal im Herbal Blattgut; bei SHOR Fruchtdroge	53	W2_PROVISIONAL_WORKING	V48-Quelle V13:DRY_CTH_PREPARATION mit Staerke REVISED_V10_CONCRETE_DEFAULT und Scope KNOWN_CONTEXT_LICENSED; 17 exakte ZL3b-Vorkommen auf 15 Seiten und 17 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Form-/Bedeutungsscope KNOWN_CONTEXT_LICENSED ist nicht global exakt	H0_NONE	NONE	KNOWN_CONTEXT_LICENSED	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	0	NOT_EVALUATED_GDT725	NONE	chocthy#GLOBAL	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	3f5e509312749a8f702c56a628b2dfcb02edd533dc9b44d909778e4be02cba4c	1	0
