page	locus	kind	paragraph_start	paragraph_end	readings_json
f1r	f1r.8	P	0	0	"{""zl3b_clean"": ""yshey shody okchoy otchol chocthy os chy dain chor kos"", ""it2a_clean"": ""yshey shody okchoy otchol chocthy oschy dain chor kos"", ""rf1b_clean"": ""yshey shody okchoy otchol chocthy oschy dain chor kos""}"
f1r	f1r.15	P	0	0	"{""zl3b_clean"": ""daiin shckhey eo r char shey kol chol chol kor chal"", ""it2a_clean"": ""daiin shckhey ckeor chor shey kol chol chol kor chal"", ""rf1b_clean"": ""daiin shckhey ckho r char shey kol chol chol kor chal""}"
f1r	f1r.20	P	0	0	"{""zl3b_clean"": ""shok chor chey dain ckhey"", ""it2a_clean"": ""shok chor chey dain ckhey"", ""rf1b_clean"": ""shok chor chey dain ckhey""}"
f1r	f1r.24	P	0	0	"{""zl3b_clean"": ""cho o kaiin shoaiin okol daiin far cthol daiin ctholdar"", ""it2a_clean"": ""choo kaiin shoaiin okol daiin far cthol daiin ctholdar"", ""rf1b_clean"": ""cho o kaiin shoaiin okol daiin par cthol daiin ctholdar""}"
f4r	f4r.1	P	1	0	"{""zl3b_clean"": ""kodalchy chpady sheol ol sheey qotey doiin chor ytoy"", ""it2a_clean"": ""kodalchy chpady sheol ol sheey qotey doiin chor ytoy"", ""rf1b_clean"": ""kodalchy chpody eol ol sheey qotey doiin chor yto""}"
f4r	f4r.6	P	0	0	"{""zl3b_clean"": ""chor shytchy dytcheey"", ""it2a_clean"": ""chor shytchy dy tcheay"", ""rf1b_clean"": ""chor shytchy dytcheey""}"
f10r	f10r.6	P	1	0	"{""zl3b_clean"": ""ycheor cthy chor cthaiin qoctholy dy chy taiin shy"", ""it2a_clean"": ""ycheor cthy chor cthaiin qoctholy dy chy taiin shy"", ""rf1b_clean"": ""ycheor cthy chor cthaiin qoctholy dy chy taiin shy""}"
f10r	f10r.8	P	0	0	"{""zl3b_clean"": ""qotchor chor otol chol cholor chol daiin dar"", ""it2a_clean"": ""qotchor chor otol chol cholor chol daiin dar"", ""rf1b_clean"": ""qotchor chor otol chol cholor chol daiin dar""}"
f10r	f10r.9	P	0	0	"{""zl3b_clean"": ""oykchor shor chor chy kaiiin dy chodaiin"", ""it2a_clean"": ""oykchor shor chor chy kaiiin dy chodaiin"", ""rf1b_clean"": ""oykchor shor chor chy kaiiin dy chodaiin""}"
f13r	f13r.3	P	0	0	"{""zl3b_clean"": ""s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar"", ""it2a_clean"": ""s y dchor shaiin oeees ykor chor ytshy ykchy kchy dar"", ""rf1b_clean"": ""s dchor shaiin oeees ykor chor ytshy ykchy kchy dar""}"
