page	locus	kind	reader	model	source_text	literal_json	confidence
f88r	f88r.18	P	zl3b_clean	Q_JOINT	koay cphol orchor pcheoly otchol oldy salsaly	"[""[koay]"", ""[cphol]"", ""[orchor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[salsaly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	zl3b_clean	R_JOINT	koay cphol orchor pcheoly otchol oldy salsaly	"[""[koay]"", ""[cphol]"", ""[orchor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[salsaly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	it2a_clean	Q_JOINT	koaiphhy cphol orchor pcheoly otchol oldy sal saly	"[""[koaiphhy]"", ""[cphol]"", ""[orchor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[sal]"", ""[saly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	it2a_clean	R_JOINT	koaiphhy cphol orchor pcheoly otchol oldy sal saly	"[""[koaiphhy]"", ""[cphol]"", ""[orchor]"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[sal]"", ""[saly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	rf1b_clean	Q_JOINT	koay cphol or chor pcheoly otchol oldy salsaly	"[""[koay]"", ""[cphol]"", ""[or]"", ""Blätter?"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[salsaly]""]"	C0_UNCONFIRMED
f88r	f88r.18	P	rf1b_clean	R_JOINT	koay cphol or chor pcheoly otchol oldy salsaly	"[""[koay]"", ""[cphol]"", ""[or]"", ""Blätter?"", ""[pcheoly]"", ""dieses?"", ""[oldy]"", ""[salsaly]""]"	C0_UNCONFIRMED
f88r	f88r.19	P	zl3b_clean	Q_JOINT	dchey chokol daiin qoekol qoekol qockhol okol cheol	"[""[dchey]"", ""[chokol]"", ""viel?"", ""[qoekol]"", ""[qoekol]"", ""[qockhol]"", ""Kraut?"", ""[cheol]""]"	C0_UNCONFIRMED
f88r	f88r.19	P	zl3b_clean	R_JOINT	dchey chokol daiin qoekol qoekol qockhol okol cheol	"[""[dchey]"", ""[chokol]"", ""viel?"", ""[qoekol]"", ""[qoekol]"", ""[qockhol]"", ""Pflanze?"", ""[cheol]""]"	C0_UNCONFIRMED
f88r	f88r.19	P	it2a_clean	Q_JOINT	dchey chokol daiin qoekol qoekol qockhoy okol cheol	"[""[dchey]"", ""[chokol]"", ""viel?"", ""[qoekol]"", ""[qoekol]"", ""[qockhoy]"", ""Kraut?"", ""[cheol]""]"	C0_UNCONFIRMED
f88r	f88r.19	P	it2a_clean	R_JOINT	dchey chokol daiin qoekol qoekol qockhoy okol cheol	"[""[dchey]"", ""[chokol]"", ""viel?"", ""[qoekol]"", ""[qoekol]"", ""[qockhoy]"", ""Pflanze?"", ""[cheol]""]"	C0_UNCONFIRMED
f88r	f88r.19	P	rf1b_clean	Q_JOINT	dchey chokol daiin qoekol qoekol qockhol okol cheol	"[""[dchey]"", ""[chokol]"", ""viel?"", ""[qoekol]"", ""[qoekol]"", ""[qockhol]"", ""Kraut?"", ""[cheol]""]"	C0_UNCONFIRMED
f88r	f88r.19	P	rf1b_clean	R_JOINT	dchey chokol daiin qoekol qoekol qockhol okol cheol	"[""[dchey]"", ""[chokol]"", ""viel?"", ""[qoekol]"", ""[qoekol]"", ""[qockhol]"", ""Pflanze?"", ""[cheol]""]"	C0_UNCONFIRMED
f88r	f88r.20	P	zl3b_clean	Q_JOINT	dsheol qokeey s chy s aiin chor oteor aiin chosals	"[""[dsheol]"", ""[qokeey]"", ""[s]"", ""[chy]"", ""[s]"", ""[aiin]"", ""Blätter?"", ""[oteor]"", ""[aiin]"", ""[chosals]""]"	C0_UNCONFIRMED
f88r	f88r.20	P	zl3b_clean	R_JOINT	dsheol qokeey s chy s aiin chor oteor aiin chosals	"[""[dsheol]"", ""[qokeey]"", ""[s]"", ""[chy]"", ""[s]"", ""[aiin]"", ""Blätter?"", ""[oteor]"", ""[aiin]"", ""[chosals]""]"	C0_UNCONFIRMED
f88r	f88r.20	P	it2a_clean	Q_JOINT	dsheol qokeey s chy saiin chor oteor aiin chosals	"[""[dsheol]"", ""[qokeey]"", ""[s]"", ""[chy]"", ""[saiin]"", ""Blätter?"", ""[oteor]"", ""[aiin]"", ""[chosals]""]"	C0_UNCONFIRMED
f88r	f88r.20	P	it2a_clean	R_JOINT	dsheol qokeey s chy saiin chor oteor aiin chosals	"[""[dsheol]"", ""[qokeey]"", ""[s]"", ""[chy]"", ""[saiin]"", ""Blätter?"", ""[oteor]"", ""[aiin]"", ""[chosals]""]"	C0_UNCONFIRMED
f88r	f88r.20	P	rf1b_clean	Q_JOINT	dsheol qokeey s chy s aiin chor oteor aiin chosals	"[""[dsheol]"", ""[qokeey]"", ""[s]"", ""[chy]"", ""[s]"", ""[aiin]"", ""Blätter?"", ""[oteor]"", ""[aiin]"", ""[chosals]""]"	C0_UNCONFIRMED
f88r	f88r.20	P	rf1b_clean	R_JOINT	dsheol qokeey s chy s aiin chor oteor aiin chosals	"[""[dsheol]"", ""[qokeey]"", ""[s]"", ""[chy]"", ""[s]"", ""[aiin]"", ""Blätter?"", ""[oteor]"", ""[aiin]"", ""[chosals]""]"	C0_UNCONFIRMED
f88r	f88r.21	P	zl3b_clean	Q_JOINT	teol chor olsheody qokeol shoy ol sheeol sheoldg	"[""[teol]"", ""Blätter?"", ""[olsheody]"", ""[qokeol]"", ""[shoy]"", ""[ol]"", ""[sheeol]"", ""[sheoldg]""]"	C0_UNCONFIRMED
f88r	f88r.21	P	zl3b_clean	R_JOINT	teol chor olsheody qokeol shoy ol sheeol sheoldg	"[""[teol]"", ""Blätter?"", ""[olsheody]"", ""[qokeol]"", ""[shoy]"", ""[ol]"", ""[sheeol]"", ""[sheoldg]""]"	C0_UNCONFIRMED
f88r	f88r.21	P	it2a_clean	Q_JOINT	teol chor olsheody qokeol shoikhy ol sheeol sheol dg	"[""[teol]"", ""Blätter?"", ""[olsheody]"", ""[qokeol]"", ""[shoikhy]"", ""[ol]"", ""[sheeol]"", ""[sheol]"", ""[dg]""]"	C0_UNCONFIRMED
f88r	f88r.21	P	it2a_clean	R_JOINT	teol chor olsheody qokeol shoikhy ol sheeol sheol dg	"[""[teol]"", ""Blätter?"", ""[olsheody]"", ""[qokeol]"", ""[shoikhy]"", ""[ol]"", ""[sheeol]"", ""[sheol]"", ""[dg]""]"	C0_UNCONFIRMED
f88r	f88r.21	P	rf1b_clean	Q_JOINT	teol chor olsheo y qokeol shockhy ol sheeol sheoldg	"[""[teol]"", ""Blätter?"", ""[olsheo]"", ""[y]"", ""[qokeol]"", ""[shockhy]"", ""[ol]"", ""[sheeol]"", ""[sheoldg]""]"	C0_UNCONFIRMED
f88r	f88r.21	P	rf1b_clean	R_JOINT	teol chor olsheo y qokeol shockhy ol sheeol sheoldg	"[""[teol]"", ""Blätter?"", ""[olsheo]"", ""[y]"", ""[qokeol]"", ""[shockhy]"", ""[ol]"", ""[sheeol]"", ""[sheoldg]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	zl3b_clean	Q_JOINT	ychey okaiin chol cheor ol chorcholsal	"[""Saft?"", ""warm?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	zl3b_clean	R_JOINT	ychey okaiin chol cheor ol chorcholsal	"[""Saft?"", ""dessen?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	it2a_clean	Q_JOINT	ychey okaiin chol cheor ol chorcholsal	"[""Saft?"", ""warm?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	it2a_clean	R_JOINT	ychey okaiin chol cheor ol chorcholsal	"[""Saft?"", ""dessen?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	rf1b_clean	Q_JOINT	ychey okaiin chol cheor ol chorcholsal	"[""Saft?"", ""warm?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f88r	f88r.22	P	rf1b_clean	R_JOINT	ychey okaiin chol cheor ol chorcholsal	"[""Saft?"", ""dessen?"", ""trocken?"", ""[cheor]"", ""[ol]"", ""[chorcholsal]""]"	C0_UNCONFIRMED
f77r	f77r.25	P	zl3b_clean	Q_JOINT	otedy qokar shedy qokal shedar dal chedy daror	"[""Quelle?"", ""[qokar]"", ""[shedy]"", ""[qokal]"", ""[shedar]"", ""[dal]"", ""[chedy]"", ""[daror]""]"	C0_UNCONFIRMED
f77r	f77r.25	P	zl3b_clean	R_JOINT	otedy qokar shedy qokal shedar dal chedy daror	"[""Quelle?"", ""[qokar]"", ""[shedy]"", ""[qokal]"", ""[shedar]"", ""[dal]"", ""[chedy]"", ""[daror]""]"	C0_UNCONFIRMED
f77r	f77r.25	P	it2a_clean	Q_JOINT	otedy qokor shedy qokal shedar dal chedy daror	"[""Quelle?"", ""[qokor]"", ""[shedy]"", ""[qokal]"", ""[shedar]"", ""[dal]"", ""[chedy]"", ""[daror]""]"	C0_UNCONFIRMED
f77r	f77r.25	P	it2a_clean	R_JOINT	otedy qokor shedy qokal shedar dal chedy daror	"[""Quelle?"", ""[qokor]"", ""[shedy]"", ""[qokal]"", ""[shedar]"", ""[dal]"", ""[chedy]"", ""[daror]""]"	C0_UNCONFIRMED
f77r	f77r.25	P	rf1b_clean	Q_JOINT	otedy qokor shedy qokal shedar dal chedy daror	"[""Quelle?"", ""[qokor]"", ""[shedy]"", ""[qokal]"", ""[shedar]"", ""[dal]"", ""[chedy]"", ""[daror]""]"	C0_UNCONFIRMED
f77r	f77r.25	P	rf1b_clean	R_JOINT	otedy qokor shedy qokal shedar dal chedy daror	"[""Quelle?"", ""[qokor]"", ""[shedy]"", ""[qokal]"", ""[shedar]"", ""[dal]"", ""[chedy]"", ""[daror]""]"	C0_UNCONFIRMED
f77r	f77r.26	P	zl3b_clean	Q_JOINT	qoteedy qokeedy qokaiin chcthy lchedy qokaly	"[""[qoteedy]"", ""[qokeedy]"", ""[qokaiin]"", ""[chcthy]"", ""[lchedy]"", ""[qokaly]""]"	C0_UNCONFIRMED
f77r	f77r.26	P	zl3b_clean	R_JOINT	qoteedy qokeedy qokaiin chcthy lchedy qokaly	"[""[qoteedy]"", ""[qokeedy]"", ""[qokaiin]"", ""[chcthy]"", ""[lchedy]"", ""[qokaly]""]"	C0_UNCONFIRMED
