record	locus	at	word	mode	render	read_status	row_status
f17r	f17r.4	f17r.4:1	tcho	SPAN	Pflanzenmaterial	HYPOTHESIS	recorded
f17r	f17r.4	f17r.4:2	shol	SPAN	[shol — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:3	qokol	SPAN	[qokol — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:4	qor	SPAN	[qor — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:5	olaiin	SPAN	[olaiin — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:6	opydg	SPAN	[opydg — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:7	som	SPAN	[som — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:8	ypchy	SPAN	[ypchy — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:9	ypaim	SPAN	[ypaim — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:1	ychekchy	SPAN	[ychekchy — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:2	cthy	SPAN	Krautmaterial	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:3	chor	SPAN	Blütenmaterial	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:4	shor	SPAN	Früchte	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:5	cphor	SPAN	[cphor — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:6	cphaldy	SPAN	[cphaldy — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:7	dair	SPAN	[dair — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:8	cthey	SPAN	Arzneiform A	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:9	qody	SPAN	fertige Zubereitung	HYPOTHESIS	recorded
f17r	f17r.6	f17r.6:1	tsho	SPAN	[tsho — offen]	OPEN	recorded
f17r	f17r.6	f17r.6:2	qof	SPAN	[qof — offen]	OPEN	recorded
f17r	f17r.6	f17r.6:3	cho	SPAN	[cho — offen]	OPEN	recorded
f17r	f17r.6	f17r.6:4	qokcheor	SPAN	[qokcheor — offen]	OPEN	recorded
f17r	f17r.6	f17r.6:5	cheteg	SPAN	[cheteg — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:1	fcho	SPAN	[fcho — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:2	kshy	SPAN	[kshy — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:3	otor	SPAN	[otor — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:4	sheol	SPAN	[sheol — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:5	ocphal	SPAN	[ocphal — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:6	opsheas	SPAN	[opsheas — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:7	cthodaiin	SPAN	[cthodaiin — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:8	oty	SPAN	[oty — offen]	OPEN	recorded
f21r	f21r.9	f21r.9:1	okaiin	SPAN	Ansatz	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:2	sho	SPAN	vermische {Flüssigauszug + Arzneiform A + Krautmaterial + Wasser + abgeteilte Portion + Trockenmaterial + Blütenmaterial + Blütenmaterial}; MULTI_INPUT_MIX; Modellprodukt P@f21r.9:2 erst nach f21r.12:8	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:3	tshaiin	SPAN	Flüssigauszug	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:4	chkaiin	SPAN	[chkaiin — offen]	OPEN	recorded
f21r	f21r.9	f21r.9:5	sh	SPAN	[sh — offen]	OPEN	recorded
f21r	f21r.9	f21r.9:6	cthey	SPAN	Arzneiform A	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:7	cthody	SPAN	[cthody — offen]	OPEN	recorded
f21r	f21r.9	f21r.9:8	cthy	SPAN	Krautmaterial	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:9	s	SPAN	[s — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:1	totchy	SPAN	[totchy — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:2	keor	SPAN	[keor — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:3	chy	SPAN	Wasser	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:4	ky	SPAN	[ky — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:5	qotaiin	SPAN	abgeteilte Portion	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:6	qotchol	SPAN	Trockenmaterial	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:7	ty	SPAN	[ty — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:8	ctheey	SPAN	[ctheey — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:9	otaiin	SPAN	[otaiin — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:1	shol	SPAN	[shol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:2	chol	SPAN	[chol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:3	shol	SPAN	[shol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:4	tchol	SPAN	[tchol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:5	chcthy	SPAN	[chcthy — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:6	otyky	SPAN	[otyky — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:7	shey	SPAN	[shey — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:8	yteol	SPAN	[yteol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:9	shody	SPAN	[shody — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:1	ykeey	SPAN	[ykeey — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:2	chor	SPAN	Blütenmaterial	HYPOTHESIS	recorded
f21r	f21r.12	f21r.12:3	sheey	SPAN	[sheey — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:4	ysheol	SPAN	[ysheol — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:5	chor	SPAN	Blütenmaterial	HYPOTHESIS	recorded
f21r	f21r.12	f21r.12:6	chol	SPAN	[chol — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:7	daiin	SPAN	[daiin — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:8	chkaiin	SPAN	[chkaiin — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:1	ksho	SPAN	[ksho — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:2	cphos	SPAN	[cphos — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:3	she	SPAN	[she — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:4	sheaiin	SPAN	[sheaiin — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:5	otshcho	SPAN	[otshcho — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:6	r	SPAN	[r — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:7	dain	SPAN	[dain — offen]	OPEN	recorded
