record	locus	at	word	mode	render	read_status	row_status
f17r	f17r.4	f17r.4:1	tcho	ONE	Pflanzenmaterial	HYPOTHESIS	recorded
f17r	f17r.4	f17r.4:2	shol	ONE	[shol — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:3	qokol	ONE	[qokol — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:4	qor	ONE	[qor — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:5	olaiin	ONE	[olaiin — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:6	opydg	ONE	[opydg — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:7	som	ONE	[som — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:8	ypchy	ONE	[ypchy — offen]	OPEN	recorded
f17r	f17r.4	f17r.4:9	ypaim	ONE	[ypaim — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:1	ychekchy	ONE	[ychekchy — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:2	cthy	ONE	Krautmaterial	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:3	chor	ONE	Blütenmaterial	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:4	shor	ONE	Früchte	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:5	cphor	ONE	[cphor — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:6	cphaldy	ONE	[cphaldy — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:7	dair	ONE	[dair — offen]	OPEN	recorded
f17r	f17r.5	f17r.5:8	cthey	ONE	Arzneiform A	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:9	qody	ONE	fertige Zubereitung	HYPOTHESIS	recorded
f17r	f17r.6	f17r.6:1	tsho	ONE	[tsho — offen]	OPEN	recorded
f17r	f17r.6	f17r.6:2	qof	ONE	[qof — offen]	OPEN	recorded
f17r	f17r.6	f17r.6:3	cho	ONE	[cho — offen]	OPEN	recorded
f17r	f17r.6	f17r.6:4	qokcheor	ONE	[qokcheor — offen]	OPEN	recorded
f17r	f17r.6	f17r.6:5	cheteg	ONE	[cheteg — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:1	fcho	ONE	[fcho — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:2	kshy	ONE	[kshy — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:3	otor	ONE	[otor — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:4	sheol	ONE	[sheol — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:5	ocphal	ONE	[ocphal — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:6	opsheas	ONE	[opsheas — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:7	cthodaiin	ONE	[cthodaiin — offen]	OPEN	recorded
f21r	f21r.8	f21r.8:8	oty	ONE	[oty — offen]	OPEN	recorded
f21r	f21r.9	f21r.9:1	okaiin	ONE	Ansatz	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:2	sho	ONE	vermische {Flüssigauszug}; ONE_INPUT_UNSPECIFIED_PARTNER; Modellprodukt P@f21r.9:2 erst nach f21r.9:3	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:3	tshaiin	ONE	Flüssigauszug	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:4	chkaiin	ONE	[chkaiin — offen]	OPEN	recorded
f21r	f21r.9	f21r.9:5	sh	ONE	[sh — offen]	OPEN	recorded
f21r	f21r.9	f21r.9:6	cthey	ONE	Arzneiform A	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:7	cthody	ONE	[cthody — offen]	OPEN	recorded
f21r	f21r.9	f21r.9:8	cthy	ONE	Krautmaterial	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:9	s	ONE	[s — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:1	totchy	ONE	[totchy — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:2	keor	ONE	[keor — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:3	chy	ONE	Wasser	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:4	ky	ONE	[ky — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:5	qotaiin	ONE	abgeteilte Portion	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:6	qotchol	ONE	Trockenmaterial	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:7	ty	ONE	[ty — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:8	ctheey	ONE	[ctheey — offen]	OPEN	recorded
f21r	f21r.10	f21r.10:9	otaiin	ONE	[otaiin — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:1	shol	ONE	[shol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:2	chol	ONE	[chol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:3	shol	ONE	[shol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:4	tchol	ONE	[tchol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:5	chcthy	ONE	[chcthy — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:6	otyky	ONE	[otyky — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:7	shey	ONE	[shey — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:8	yteol	ONE	[yteol — offen]	OPEN	recorded
f21r	f21r.11	f21r.11:9	shody	ONE	[shody — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:1	ykeey	ONE	[ykeey — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:2	chor	ONE	Blütenmaterial	HYPOTHESIS	recorded
f21r	f21r.12	f21r.12:3	sheey	ONE	[sheey — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:4	ysheol	ONE	[ysheol — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:5	chor	ONE	Blütenmaterial	HYPOTHESIS	recorded
f21r	f21r.12	f21r.12:6	chol	ONE	[chol — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:7	daiin	ONE	[daiin — offen]	OPEN	recorded
f21r	f21r.12	f21r.12:8	chkaiin	ONE	[chkaiin — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:1	ksho	ONE	[ksho — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:2	cphos	ONE	[cphos — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:3	she	ONE	[she — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:4	sheaiin	ONE	[sheaiin — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:5	otshcho	ONE	[otshcho — offen]	OPEN	recorded
f32v	f32v.7	f32v.7:6	r	ONE	[r — offen]	OPEN	recorded
