event_id	page	record	statement_id	owner_de	surface	component_recipe	material_members	third_grammar_reading_de	statement_reading_de
E002	f10r	H1	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	cthoor	CTH+O+OR	OR	BEREITEN · VORGANG · ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
E006	f10r	H1	H1-S001	abgebildete breit gezähnte radialblütige Pflanze	chair	CH+AIR	AIR	ENTNEHMEN · WASSER	Bei der breiten gezahnten Bluetenpflanze: Den laufenden Posten kurz entnehmen; den Ansatz im Arbeitsgang bereiten und aus der Quelle anwenden; Wasser entnehmen, danach den Posten weiterfuehren, nach Sollmass ansetzen und kurz anwenden.
E015	f10r	H2	H2-S001	abgebildete breit gezähnte radialblütige Pflanze	ycheor	Y+CH+E+OR	OR	DIES · ENTNEHMEN · KURZ · ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Vom laufenden Ansatz kurz entnehmen; den Posten bereitet halten, den Ansatz nach Sollmass weiterbearbeiten und als aktuellen Posten verfuegbar lassen.
E017	f10r	H2	H2-S001	abgebildete breit gezähnte radialblütige Pflanze	chor	OR	OR	ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Vom laufenden Ansatz kurz entnehmen; den Posten bereitet halten, den Ansatz nach Sollmass weiterbearbeiten und als aktuellen Posten verfuegbar lassen.
E024	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	qotchor	OT+CH+OR	OR	DANACH · ENTNEHMEN · ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Danach vom Ansatz entnehmen; denselben Ansatz in mehreren weiteren Arbeitsschritten nach Sollmass aus der Quelle weiterfuehren.
E025	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	chor	OR	OR	ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Danach vom Ansatz entnehmen; denselben Ansatz in mehreren weiteren Arbeitsschritten nach Sollmass aus der Quelle weiterfuehren.
E028	f10r	H2	H2-S002	abgebildete breit gezähnte radialblütige Pflanze	cholor	OL+OR	OR	WEITER · ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Danach vom Ansatz entnehmen; denselben Ansatz in mehreren weiteren Arbeitsschritten nach Sollmass aus der Quelle weiterfuehren.
E032	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	oykchor	O+Y+K+OR	OR	VORGANG · DIES · ZUGEBEN · ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Im Arbeitsgang den aktuellen Ansatz zugeben; denselben Ansatz als laufenden Posten beibehalten, bis zur Arbeitsstufe weiter zugeben und anschliessend im Arbeitsgang nach Sollmass entnehmen.
E033	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	shor	OR	OR	ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Im Arbeitsgang den aktuellen Ansatz zugeben; denselben Ansatz als laufenden Posten beibehalten, bis zur Arbeitsstufe weiter zugeben und anschliessend im Arbeitsgang nach Sollmass entnehmen.
E034	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	chor	OR	OR	ANSATZ	Bei der breiten gezahnten Bluetenpflanze: Im Arbeitsgang den aktuellen Ansatz zugeben; denselben Ansatz als laufenden Posten beibehalten, bis zur Arbeitsstufe weiter zugeben und anschliessend im Arbeitsgang nach Sollmass entnehmen.
E071	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	or	OR	OR	ANSATZ	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter anwenden, als Ansatz beibehalten und als Ansatzportion fuehren.
E073	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	orain	OR+AIN	OR	ANSATZ · PORTION	Bei der breitblaettrigen rispigen Pflanze: Nach Sollmass an der Zielstelle ansetzen, den laufenden Posten weiter anwenden, als Ansatz beibehalten und als Ansatzportion fuehren.
E074	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	chochor	HO+CH+OR	OR+HO	ZUTAT · ENTNEHMEN · ANSATZ	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.
E075	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	cho	HO	HO	ZUTAT	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.
E076	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	chodaly	HO+AL+Y	HO	ZUTAT · ZIELSTELLE · DIES	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.
E078	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	sho	HO	HO	ZUTAT	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.
E080	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	otchor	OT+CH+OR	OR	DANACH · ENTNEHMEN · ANSATZ	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz entnehmen, zur Zielstelle bringen und nach Sollmass weiter zugeben; danach vom Ansatz entnehmen und den Posten an der Zielstelle ansetzen.
E084	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	choy	HO+Y	HO	ZUTAT · DIES	Bei der mehrkoepfigen stacheligen Pflanze: Den vorigen Vorgang wiederaufnehmen, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Arbeitsgang durch den Durchlass entnehmen und schliessen.
E088	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	cho	HO	HO	ZUTAT	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat halten, dem laufenden Posten kurz zugeben und ihn zweimal ansetzen.
E094	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	sho	HO	HO	ZUTAT	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereiten, den laufenden Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.
E096	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	kchoar	K+HO+AR	HO	ZUGEBEN · ZUTAT · QUELLE	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereiten, den laufenden Posten ansetzen und die Zutat aus der Quelle zugeben; danach eine Portion in den Arbeitsgang nehmen.
E103	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	kair	K+AIR	AIR	ZUGEBEN · WASSER	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E113	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	olor	OL+OR	OR	WEITER · ANSATZ	Am gemeinsamen zweireihigen Becken: Nach Sollmass ansetzen und die laufende Fluessigkeit zugeben. An der Zielstelle aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zugeben, weiter kuehlen und leiten. Den Ansatz weiterarbeiten, kurz am Durchlass der Zielstelle halten, erneut nach Sollmass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.
E254	f83r	B3	B3-S012	untere Randfigur im korbartigen Gefäß	sor	OR	OR	ANSATZ	Am unteren Korbgefaess: Den Ansatz stehen lassen und den Schritt schliessen.
E260	f83r	B3	B3-S014	untere Randfigur im korbartigen Gefäß	okair	OK+AIR	AIR	ANSETZEN · WASSER	Am unteren Korbgefaess: Die laufende Fluessigkeit ansetzen; dann laenger halten; den Schritt schliessen.
E290	f83r	B3	B3-S026	unverbundener Zwischenbereich	chealror	AL+R+OR	OR	ZIELSTELLE · KUEHLEN · ANSATZ	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Sollmass leiten, den Posten umsetzen, eine Portion ansetzen und bereitet halten; den Ansatz an der Zielstelle kuehlen, laenger an der Sammelstelle halten und schliessen.
E300	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	schedair	CHD+AIR	AIR	UMSETZEN · WASSER	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Sollmass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.
E348	f83r	B4	B4-S014	linke Hauptstation mit offenem Fransenlauf	or	OR	OR	ANSATZ	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.
E351	f83r	B4	B4-S014	linke Hauptstation mit offenem Fransenlauf	dairydy	AIR+Y+DY	AIR	WASSER · DIES · SCHLUSS	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Arbeitsgang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.
E381	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	ldalor	L+AL+OR	OR	LEITEN · ZIELSTELLE · ANSATZ	An der rechten S-Lauf-Nebenstation: Den Posten laenger an der Sammelstelle halten, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.
