frame_id	page	physical_folio	locus	window_start_ordinal	window_end_ordinal	window_length	target_ordinal	target_position_in_window	target_window_slot	target_surface	target_reader_exact	target_source_before	target_render_before_de	target_axes_before	retired_literal_withheld	known_card_count	distinct_known_surfaces	known_surfaces	known_signed_offsets	known_source_classes	minimum_whole_edit_distance	known_wholes_within_edit1	known_wholes_within_edit2	whole_form_bridge_tier	known_card_axes	known_card_values_de	shared_all_axes	predicted_quality_stage_axes	known_union_axes	contrast_dimensions	all_reader_exact	frame_tier	gdt747_prior_axes	gdt747_prior_value_de	gdt747_prior_comparison	eva_window	literal_identity	confirmed_lexeme	component_export_credit
G748-F00001	f100r	f100	f100r.13	2	4	3	2	1	FIRST	cthey	1	WITHHELD_RETIRED_LITERAL_TARGET	[cthey: zurückgehaltene Altidentität]	NONE	1	2	2	oteey|qokeey	1|2	GDT734_W23_SAFE_WHOLE	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	qokeey=HOT|END_STAGE || oteey=COLD|PREPARATION|END_STAGE	qokeey=heiß am Ende des Grades || oteey=kalter Ansatz am Ende des Grades	END_STAGE	END_STAGE	HOT|COLD|PREPARATION|END_STAGE	THERMAL	1	F2_TWO_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	cthey qokeey oteey	OPEN	0	0
G748-F00002	f100r	f100	f100r.13	3	5	3	5	3	LAST	ykeeodain	1	OPEN_TARGET	[ykeeodain:?]	NONE	0	2	2	oteey|qokeey	-1|-2	GDT734_W23_SAFE_WHOLE	7	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeey=HOT|END_STAGE || oteey=COLD|PREPARATION|END_STAGE	qokeey=heiß am Ende des Grades || oteey=kalter Ansatz am Ende des Grades	END_STAGE	END_STAGE	HOT|COLD|PREPARATION|END_STAGE	THERMAL	1	F2_TWO_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	qokeey oteey ykeeodain	OPEN	0	0
G748-F00005	f100r	f100	f100r.26	6	8	3	6	1	FIRST	olchor	1	OPEN_TARGET	[olchor:?]	NONE	0	2	2	okeeol|qokeol	1|2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || okeeol=HOT|MATERIAL|PREPARATION|END_STAGE	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || okeeol=vollständig erhitzter Ansatzstoff	HOT|MATERIAL	HOT	HOT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	olchor qokeol okeeol	OPEN	0	0
G748-F00006	f100r	f100	f100r.26	7	9	3	9	3	LAST	cheols	1	OPEN_TARGET	[cheols:?]	NONE	0	2	2	okeeol|qokeol	-1|-2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || okeeol=HOT|MATERIAL|PREPARATION|END_STAGE	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || okeeol=vollständig erhitzter Ansatzstoff	HOT|MATERIAL	HOT	HOT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	qokeol okeeol cheols	OPEN	0	0
G748-F00011	f100v	f100	f100v.16	7	9	3	8	2	INNER	ches	1	GDT734_WEAK_AXIS_TARGET	[trockenes Drogenmaterial, Mittelstufe; schwach]	DRY|MATERIAL|MIDDLE_STAGE	0	2	2	okeol|okeor	-1|1	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	okeol=HOT|PREPARATION|MIDDLE_STAGE || okeor=HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	okeol=Grundansatz bis zur mittleren Heizstufe erwärmt || okeor=eine Portion Ansatz bis zur Mittelstufe erhitzen	HOT|PREPARATION|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	okeol ches okeor	OPEN	0	0
G748-F00012	f100v	f100	f100v.16	8	10	3	8	1	FIRST	ches	1	GDT734_WEAK_AXIS_TARGET	[trockenes Drogenmaterial, Mittelstufe; schwach]	DRY|MATERIAL|MIDDLE_STAGE	0	2	2	okeol|okeor	1|2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	okeor=HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE || okeol=HOT|PREPARATION|MIDDLE_STAGE	okeor=eine Portion Ansatz bis zur Mittelstufe erhitzen || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	HOT|PREPARATION|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	ches okeor okeol	OPEN	0	0
G748-F00013	f100v	f100	f100v.16	9	11	3	11	3	LAST	dy	1	GDT734_WEAK_AXIS_TARGET	[Qualitäts-/Wertfeld geschlossen; schwach]	CLOSE	0	2	2	okeol|okeor	-1|-2	GDT734_W23_SAFE_WHOLE	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	okeor=HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE || okeol=HOT|PREPARATION|MIDDLE_STAGE	okeor=eine Portion Ansatz bis zur Mittelstufe erhitzen || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	HOT|PREPARATION|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	1	F2_TWO_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	okeor okeol dy	OPEN	0	0
G748-F00015	f100v	f100	f100v.16	7	10	4	8	2	INNER	ches	1	GDT734_WEAK_AXIS_TARGET	[trockenes Drogenmaterial, Mittelstufe; schwach]	DRY|MATERIAL|MIDDLE_STAGE	0	3	2	okeol|okeor	-1|1|2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	okeol=HOT|PREPARATION|MIDDLE_STAGE || okeor=HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE || okeol=HOT|PREPARATION|MIDDLE_STAGE	okeol=Grundansatz bis zur mittleren Heizstufe erwärmt || okeor=eine Portion Ansatz bis zur Mittelstufe erhitzen || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	HOT|PREPARATION|MIDDLE_STAGE	HOT|MIDDLE_STAGE	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	1	F3_THREE_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	okeol ches okeor okeol	OPEN	0	0
G748-F00016	f100v	f100	f100v.17	1	3	3	2	2	INNER	sholkcheol	0	OPEN_TARGET	[sholkcheol:?]	NONE	0	2	2	chockhey|qokeol	-1|1	GDT734_W23_SAFE_WHOLE	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	chockhey=DRY|PREPARATION|MIDDLE_STAGE || qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE	chockhey=Arzneikompositum im Trockenansatz in der Gradmitte || qokeol=erhitze den Drogenstoff bis zur Mittelstufe	MIDDLE_STAGE	MIDDLE_STAGE	HOT|DRY|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	chockhey sholkcheol qokeol	OPEN	0	0
G748-F00017	f100v	f100	f100v.18	3	5	3	3	1	FIRST	ol	0	GDT734_WEAK_AXIS_TARGET	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	MATERIAL|PREPARATION	0	2	2	cheeor|cheo	1|2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	cheo=DRY|PREPARATION || cheeor=DRY|AMOUNT|MATERIAL|END_STAGE	cheo=trocken angesetzte Zubereitung || cheeor=eine Portion vollständig getrocknete Droge	DRY	DRY	DRY|AMOUNT|MATERIAL|PREPARATION|END_STAGE	NONE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	ol cheo cheeor	OPEN	0	0
