evidence_id	page	physical_folio	locus	target_ordinal	target_position_in_window	target_window_slot	target_surface	target_reader_exact	target_source_before	target_render_before_de	target_axes_before	retired_literal_withheld	overlapping_predictive_frames	frame_ids	best_frame_id	best_frame_tier	best_window_length	best_known_card_count	best_known_surfaces	best_known_signed_offsets	minimum_whole_edit_distance	known_wholes_within_edit1	known_wholes_within_edit2	whole_form_bridge_tier	whole_form_bridge_weight	best_known_card_axes	best_known_card_values_de	predicted_axes_intersection_across_frames	predicted_axes_union_across_frames	best_predicted_axes	best_contrast_dimensions	gdt747_prior_axes	gdt747_prior_value_de	gdt747_prior_comparison	eva_window	working_prediction_de	literal_identity	confirmed_lexeme	component_export_credit
G748-E0001	f100r	f100	f100r.13	2	1	FIRST	cthey	1	WITHHELD_RETIRED_LITERAL_TARGET	[cthey: zurückgehaltene Altidentität]	NONE	1	1	G748-F00001	G748-F00001	F2_TWO_EXACT_CARDS	3	2	oteey|qokeey	1|2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qokeey=HOT|END_STAGE || oteey=COLD|PREPARATION|END_STAGE	qokeey=heiß am Ende des Grades || oteey=kalter Ansatz am Ende des Grades	END_STAGE	END_STAGE	END_STAGE	THERMAL	NONE	NONE	NO_GDT747_PRIOR	cthey qokeey oteey	End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0031	f103r	f103	f103r.27	10	2	INNER	okeey	0	GDT734_WEAK_AXIS_TARGET	[heißer Ansatz am Ende des Grades; schwach]	HOT|PREPARATION|END_STAGE	0	1	G748-F00113	G748-F00113	F1_READER_VARIABLE_CARDS	3	2	qokaly|qokeey	-1|1	1	1	1	B2_DIRECT_EDIT1_WHOLE_BRIDGE	2	qokeey=HOT|END_STAGE || qokaly=HOT|MATERIAL|PROCESS	qokeey=heiß am Ende des Grades || qokaly=erhitze Rohdroge I leicht und schließe ab	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	qokeey okeey qokaly	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0032	f103r	f103	f103r.29	3	2	INNER	qochey	1	OPEN_TARGET	[qochey:?]	NONE	0	1	G748-F00116	G748-F00116	F2_TWO_EXACT_CARDS	3	2	qokeey|shokeey	-1|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	shokeey=HOT|MOIST|PREPARATION|END_STAGE || qokeey=HOT|END_STAGE	shokeey=heiß-feuchter Ansatz am Gradende || qokeey=heiß am Ende des Grades	HOT|END_STAGE	HOT|END_STAGE	HOT|END_STAGE	NONE	DRY	trocken; Mittelstufe wahrscheinlich, Funktion offen	GDT747_PRIOR_CONFLICT	shokeey qochey qokeey	heiß/warm; End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0034	f103r	f103	f103r.36	4	2	INNER	qokeedy	1	GDT734_WEAK_AXIS_TARGET	[heiß am Ende des Grades, abgeschlossen; schwach]	HOT|CLOSE|END_STAGE	0	1	G748-F00123	G748-F00123	F2_TWO_EXACT_CARDS	3	2	okeedy|qokeey	-1|1	1	2	2	B3_MULTIPLE_EDIT2_WHOLE_BRIDGES	3	okeedy=HOT|PREPARATION|CLOSE|END_STAGE || qokeey=HOT|END_STAGE	okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || qokeey=heiß am Ende des Grades	HOT|END_STAGE	HOT|END_STAGE	HOT|END_STAGE	NONE	NONE	NONE	NO_GDT747_PRIOR	okeedy qokeedy qokeey	heiß/warm; End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0038	f103r	f103	f103r.4	3	1	FIRST	okedy	1	GDT734_WEAK_AXIS_TARGET	[heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]	HOT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	0	1	G748-F00132	G748-F00132	F2_TWO_EXACT_CARDS	3	2	okey|qokeey	1|2	1	1	2	B3_MULTIPLE_EDIT2_WHOLE_BRIDGES	3	qokeey=HOT|END_STAGE || okey=HOT|PREPARATION|MIDDLE_STAGE	qokeey=heiß am Ende des Grades || okey=heißer Ansatz in der Mitte des Grades	HOT	HOT	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	okedy qokeey okey	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0040	f103r	f103	f103r.44	3	1	FIRST	shey	1	GDT734_WEAK_AXIS_TARGET	[feucht in der Mitte des Grades; schwach]	MOIST|MIDDLE_STAGE	0	1	G748-F00137	G748-F00137	F2_TWO_EXACT_CARDS	3	2	otshedy|sheal	1|2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	sheal=MOIST|MATERIAL|MIDDLE_STAGE || otshedy=COLD|MOIST|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	sheal=Rohstoffklasse I, feucht in der Gradmitte || otshedy=kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	MOIST|MIDDLE_STAGE	MOIST|MIDDLE_STAGE	MOIST|MIDDLE_STAGE	STAGE	NONE	NONE	NO_GDT747_PRIOR	shey sheal otshedy	feucht; Mittelstufe; genaue Funktion und Identität offen	OPEN	0	0
G748-E0046	f103r	f103	f103r.6	6	4	LAST	shedy	1	GDT734_WEAK_AXIS_TARGET	[feucht in der Mitte des Grades, abgeschlossen; schwach]	MOIST|CLOSE|MIDDLE_STAGE|END_STAGE	0	2	G748-F00154|G748-F00156	G748-F00156	F4_THREE_DISTINCT_EXACT_CARDS	4	3	okeedy|okey|shek	-1|-2|-3	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	shek=HOT|MOIST|PROCESS|MIDDLE_STAGE || okeedy=HOT|PREPARATION|CLOSE|END_STAGE || okey=HOT|PREPARATION|MIDDLE_STAGE	shek=bis zur Mittelstufe einweichen und erhitzen || okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || okey=heißer Ansatz in der Mitte des Grades	HOT	HOT	HOT	STAGE	NONE	NONE	NO_GDT747_PRIOR	shek okeedy okey shedy	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0048	f103r	f103	f103r.8	6	3	LAST	okechy	0	OPEN_TARGET	[okechy:?]	NONE	0	1	G748-F00158	G748-F00158	F1_READER_VARIABLE_CARDS	3	2	okey|rain	-1|-2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	okey=HOT|PREPARATION|MIDDLE_STAGE || rain=HOT|PREPARATION|LEVEL_II	okey=heißer Ansatz in der Mitte des Grades || rain=Heißgrad II der Zubereitung; interner Rückbezug	HOT	HOT	HOT	NONE	NONE	NONE	NO_GDT747_PRIOR	okey rain okechy	heiß/warm; genaue Funktion und Identität offen	OPEN	0	0
G748-E0053	f103v	f103	f103v.14	1	1	FIRST	teeol	1	OPEN_TARGET	[teeol:?]	NONE	0	1	G748-F00171	G748-F00171	F2_TWO_EXACT_CARDS	3	2	sheol|sho	1|2	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	sheol=MOIST|MATERIAL || sho=MOIST|PREPARATION	sheol=feuchtes Material || sho=feuchter Ansatz	MOIST	MOIST	MOIST	NONE	NONE	NONE	NO_GDT747_PRIOR	teeol sheol sho	feucht; genaue Funktion und Identität offen	OPEN	0	0
G748-E0079	f104v	f104	f104v.20	5	2	INNER	qochey	1	OPEN_TARGET	[qochey:?]	NONE	0	1	G748-F00268	G748-F00268	F2_TWO_EXACT_CARDS	3	2	qokeey|qotcheedy	-1|1	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	1	qokeey=HOT|END_STAGE || qotcheedy=COLD|DRY|CLOSE|END_STAGE	qokeey=heiß am Ende des Grades || qotcheedy=kalt und trocken am Ende des Grades, abgeschlossen	END_STAGE	END_STAGE	END_STAGE	THERMAL	DRY	trocken; Mittelstufe wahrscheinlich, Funktion offen	GDT747_PRIOR_CONFLICT	qokeey qochey qotcheedy	End-/Vollstufe; genaue Funktion und Identität offen	OPEN	0	0
