frame_id	page	physical_folio	locus	window_start_ordinal	window_end_ordinal	window_length	target_ordinal	target_position_in_window	target_window_slot	target_surface	target_reader_exact	target_source_before	target_render_before_de	target_axes_before	retired_literal_withheld	known_card_count	distinct_known_surfaces	known_surfaces	known_signed_offsets	known_source_classes	minimum_whole_edit_distance	known_wholes_within_edit1	known_wholes_within_edit2	whole_form_bridge_tier	known_card_axes	known_card_values_de	shared_all_axes	predicted_quality_stage_axes	known_union_axes	contrast_dimensions	all_reader_exact	frame_tier	gdt747_prior_axes	gdt747_prior_value_de	gdt747_prior_comparison	eva_window	literal_identity	confirmed_lexeme	component_export_credit
G748-F00001	f100r	f100	f100r.13	2	4	3	2	1	FIRST	cthey	1	WITHHELD_RETIRED_LITERAL_TARGET	[cthey: zurückgehaltene Altidentität]	NONE	1	2	2	oteey|qokeey	1|2	GDT734_W23_SAFE_WHOLE	2	0	1	B1_DIRECT_EDIT2_WHOLE_BRIDGE	qokeey=HOT|END_STAGE || oteey=COLD|PREPARATION|END_STAGE	qokeey=heiß am Ende des Grades || oteey=kalter Ansatz am Ende des Grades	END_STAGE	END_STAGE	HOT|COLD|PREPARATION|END_STAGE	THERMAL	1	F2_TWO_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	cthey qokeey oteey	OPEN	0	0
G748-F00002	f100r	f100	f100r.13	3	5	3	5	3	LAST	ykeeodain	1	OPEN_TARGET	[ykeeodain:?]	NONE	0	2	2	oteey|qokeey	-1|-2	GDT734_W23_SAFE_WHOLE	7	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeey=HOT|END_STAGE || oteey=COLD|PREPARATION|END_STAGE	qokeey=heiß am Ende des Grades || oteey=kalter Ansatz am Ende des Grades	END_STAGE	END_STAGE	HOT|COLD|PREPARATION|END_STAGE	THERMAL	1	F2_TWO_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	qokeey oteey ykeeodain	OPEN	0	0
G748-F00003	f100r	f100	f100r.22	3	5	3	3	1	FIRST	fchod	0	OPEN_TARGET	[fchod:?]	NONE	0	2	2	cphol|ycheol	1|2	GDT734_W23_SAFE_WHOLE	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	ycheol=DRY|MATERIAL || cphol=MATERIAL	ycheol=trockener Drogenstoff dieser Droge || cphol=zusammengesetzter Drogenstoff	MATERIAL	NONE	DRY|MATERIAL	NONE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	fchod ycheol cphol	OPEN	0	0
G748-F00004	f100r	f100	f100r.22	4	6	3	6	3	LAST	qotees	1	OPEN_TARGET	[qotees:?]	NONE	0	2	2	cphol|ycheol	-1|-2	GDT734_W23_SAFE_WHOLE	5	0	0	B0_NO_WHOLE_FORM_BRIDGE	ycheol=DRY|MATERIAL || cphol=MATERIAL	ycheol=trockener Drogenstoff dieser Droge || cphol=zusammengesetzter Drogenstoff	MATERIAL	NONE	DRY|MATERIAL	NONE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	ycheol cphol qotees	OPEN	0	0
G748-F00005	f100r	f100	f100r.26	6	8	3	6	1	FIRST	olchor	1	OPEN_TARGET	[olchor:?]	NONE	0	2	2	okeeol|qokeol	1|2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || okeeol=HOT|MATERIAL|PREPARATION|END_STAGE	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || okeeol=vollständig erhitzter Ansatzstoff	HOT|MATERIAL	HOT	HOT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	olchor qokeol okeeol	OPEN	0	0
G748-F00006	f100r	f100	f100r.26	7	9	3	9	3	LAST	cheols	1	OPEN_TARGET	[cheols:?]	NONE	0	2	2	okeeol|qokeol	-1|-2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || okeeol=HOT|MATERIAL|PREPARATION|END_STAGE	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || okeeol=vollständig erhitzter Ansatzstoff	HOT|MATERIAL	HOT	HOT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	qokeol okeeol cheols	OPEN	0	0
G748-F00007	f100v	f100	f100v.15	8	10	3	8	1	FIRST	cheey	1	GDT734_WEAK_AXIS_TARGET	[trocken am Ende des Grades; schwach]	DRY|END_STAGE	0	2	2	chotol|qokeol	1|2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || chotol=COLD|DRY|MATERIAL|PREPARATION	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || chotol=Trockenansatz aus kaltem Material	MATERIAL	NONE	HOT|COLD|DRY|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	THERMAL	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	cheey qokeol chotol	OPEN	0	0
G748-F00008	f100v	f100	f100v.15	9	11	3	11	3	LAST	s	0	WITHHELD_RETIRED_LITERAL_TARGET	[s: zurückgehaltene Altidentität]	NONE	1	2	2	chotol|qokeol	-1|-2	GDT734_W23_SAFE_WHOLE	6	0	0	B0_NO_WHOLE_FORM_BRIDGE	qokeol=HOT|MATERIAL|PROCESS|MIDDLE_STAGE || chotol=COLD|DRY|MATERIAL|PREPARATION	qokeol=erhitze den Drogenstoff bis zur Mittelstufe || chotol=Trockenansatz aus kaltem Material	MATERIAL	NONE	HOT|COLD|DRY|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	THERMAL	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	qokeol chotol s	OPEN	0	0
G748-F00009	f100v	f100	f100v.16	5	7	3	5	1	FIRST	s	0	WITHHELD_RETIRED_LITERAL_TARGET	[s: zurückgehaltene Altidentität]	NONE	1	2	2	okeol|sheeo	1|2	GDT734_W23_SAFE_WHOLE	4	0	0	B0_NO_WHOLE_FORM_BRIDGE	sheeo=PREPARATION|END_STAGE || okeol=HOT|PREPARATION|MIDDLE_STAGE	sheeo=vollständig eingeweichter Ansatz || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	PREPARATION	NONE	HOT|PREPARATION|MIDDLE_STAGE|END_STAGE	STAGE	0	F1_READER_VARIABLE_CARDS	NONE	NONE	NO_GDT747_PRIOR	s sheeo okeol	OPEN	0	0
G748-F00010	f100v	f100	f100v.16	6	8	3	8	3	LAST	ches	1	GDT734_WEAK_AXIS_TARGET	[trockenes Drogenmaterial, Mittelstufe; schwach]	DRY|MATERIAL|MIDDLE_STAGE	0	2	2	okeol|sheeo	-1|-2	GDT734_W23_SAFE_WHOLE	3	0	0	B0_NO_WHOLE_FORM_BRIDGE	sheeo=PREPARATION|END_STAGE || okeol=HOT|PREPARATION|MIDDLE_STAGE	sheeo=vollständig eingeweichter Ansatz || okeol=Grundansatz bis zur mittleren Heizstufe erwärmt	PREPARATION	NONE	HOT|PREPARATION|MIDDLE_STAGE|END_STAGE	STAGE	1	F2_TWO_EXACT_CARDS	NONE	NONE	NO_GDT747_PRIOR	sheeo okeol ches	OPEN	0	0
