edition_id	record_id	physical_page	register	page_record_ordinal	record_start_role	bundle_count	event_count	bundle_ids	surface_sequence	working_recipe_sequence	active_model_sequence	literal_component_trace_de	normalized_component_trace_de	technical_reading_de	fluent_reading_de	transformation_codes	transformation_count	order_occurrence_count	exact_order_scope_trace_de	order_root_sequences_by_event	state_operation_sequences_by_event	literal_name_slot_count	literal_name_slots	technical_guillemet_values	fluent_guillemet_values	backprojection_event_ids	support_tier_rank	support_tier	support_tier_label_de	support_explanation_de	technical_reading_byte_preserved	literal_backprojection_complete	order_trace_preserved	distinct_named_values_preserved_in_fluent	meaning_inventory_preserved
G485-R001	G475-R001	f17r	HERBAL	1	PAGE_START	1	2	G474-B001	oteeeon|oiil	OT|NONE	CATALOGUE	DANACH · [PFLANZENNAME:eeeon] || [PFLANZENNAME:oiil]	DANACH · {N1} || {N1}	1. Pflanzenname »eeeon« — Folgevermerk. 2. Pflanzenname »oiil«. Reihenfolge konkret: OT — danach Pflanze »eeeon«.	Katalogfolge: Pflanzenname »eeeon« mit Folgevermerk; Pflanzenname »oiil«.	LIST_COMPACTED|ORDER_TRACE_SEPARATED	2	1	OT:danach Pflanze »eeeon«	OT || NONE	START_FRESH_SIBLING || NONE	2	PFLANZENNAME:eeeon || PFLANZENNAME:oiil	eeeon|oiil|eeeon	eeeon|oiil	P1003-E0079|P1003-E0080	4	PARTIAL_STRICT_EVENT_RECURRENT	mindestens ein striktes Parallelevent	1/2 Events besitzen strikte Bedeutungsparallelen.	YES	YES	YES	YES	YES
G485-R002	G475-R002	f71v	CELESTIAL	1	PAGE_START	1	2	G474-B002	char|arom	AR|AR	CATALOGUE	AUSGANG || AUSGANG · [STERNSTELLENNAME:om]	AUSGANG || AUSGANG · {N1}	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »om« — Ausgangszuordnung.	Katalogfolge: Eintrag »char« mit Ausgangszuordnung; Sternstelle »om« mit Ausgangszuordnung.	LIST_COMPACTED	1	0	NONE	NONE || NONE	NONE || NONE	1	STERNSTELLENNAME:om	char|om	char|om	P1003-E0595|P1003-E0596	2	RECURRENT_ROLE_WHOLE_RECORD	vollständige Rollenform wiederholt sich	Rollenform G480-S002 trägt 2 Records; der genaue Inhalt bleibt lokal.	YES	YES	YES	YES	YES
G485-R003	G475-R003	f71v	CELESTIAL	2	UNMARKED_NEW_LOCUS	1	1	G474-B003	chfaly	AL+Y	CATALOGUE	[STERNSTELLENNAME:chf] · ZIELORT · POSTEN	{N1} · ZIELORT · POSTEN	Sternstelle »chf« — Zielzuordnung, Postenangabe.	Sternstelle »chf« mit Zielzuordnung und Postenangabe.	CATALOGUE_PROSE	1	0	NONE	NONE	NONE	1	STERNSTELLENNAME:chf	chf	chf	P1003-E0597	1	RECURRENT_STRICT_WHOLE_RECORD	vollständiger Record wiederholt sich bedeutungsgleich	Striktes Ganzrecord-Template G480-T003 trägt 2 Records.	YES	YES	YES	YES	YES
G485-R004	G475-R004	f71v	CELESTIAL	3	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	G474-B004	okolar	OK+OL+AR	INSTRUCTION	SETZEN · FORTSETZEN · AUSGANG	SETZEN · FORTSETZEN · AUSGANG	Weiter setze den Eintrag von der Ausgangsposition. Reihenfolge konkret: OL — Setzen in Ausgang weiterführen.	Führe das Setzen des Eintrags von der Ausgangsposition aus fort.	CONTINUATION_SMOOTHED|ORDER_TRACE_SEPARATED	2	1	OL:Setzen in Ausgang weiterführen	OL	KEEP_ACTIVE_UNIT	0	NONE	NONE	NONE	P1003-E0598	7	SAME_MODEL_COMPONENT_TILE	vollständig aus Komponenten desselben Modells gebaut	Alle Bedeutungsbausteine haben andere Träger im selben Koordinaten-, Anweisungs- oder Katalogmodell.	YES	YES	YES	YES	YES
G485-R005	G475-R005	f71v	CELESTIAL	4	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B005	otchody	OT	CATALOGUE	DANACH · [STERNSTELLENNAME:chody]	DANACH · {N1}	Sternstelle »chody« — Folgevermerk. Reihenfolge konkret: OT — danach Sternstelle »chody«.	Sternstelle »chody« mit Folgevermerk.	CATALOGUE_PROSE|ORDER_TRACE_SEPARATED	2	1	OT:danach Sternstelle »chody«	OT	START_FRESH_SIBLING	1	STERNSTELLENNAME:chody	chody|chody	chody	P1003-E0599	1	RECURRENT_STRICT_WHOLE_RECORD	vollständiger Record wiederholt sich bedeutungsgleich	Striktes Ganzrecord-Template G480-T005 trägt 4 Records.	YES	YES	YES	YES	YES
G485-R006	G475-R006	f71v	CELESTIAL	5	UNMARKED_NEW_LOCUS	1	1	G474-B006	alcphy	AL+CH+P+Y	INSTRUCTION	ZIELORT · NEHMEN · EINSETZEN · POSTEN	ZIELORT · NEHMEN · EINSETZEN · POSTEN	Nimm den Positionsposten auf und setze den Positionsposten ein zur Zielposition.	Nimm den Positionsposten auf und setze ihn zur Zielposition ein.	OBJECT_REFERENCE_SMOOTHED	1	0	NONE	NONE	NONE	0	NONE	NONE	NONE	P1003-E0600	7	SAME_MODEL_COMPONENT_TILE	vollständig aus Komponenten desselben Modells gebaut	Alle Bedeutungsbausteine haben andere Träger im selben Koordinaten-, Anweisungs- oder Katalogmodell.	YES	YES	YES	YES	YES
G485-R007	G475-R007	f71v	CELESTIAL	6	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B007	otaiin	OT+AIIN	COORDINATE	DANACH · WERT	DANACH · WERT	Adressspur: danach → Positionswert. Reihenfolge konkret: OT — danach Wert.	Die Adressspur führt danach zum Positionswert.	COORDINATE_PROSE|ORDER_TRACE_SEPARATED	2	1	OT:danach Wert	OT	START_FRESH_SIBLING	0	NONE	NONE	NONE	P1003-E0601	3	ALL_EVENTS_STRICT_RECURRENT	alle Events besitzen strikte Parallelträger	Alle 1 Events besitzen strikte Bedeutungsparallelen.	YES	YES	YES	YES	YES
G485-R008	G475-R008	f71v	CELESTIAL	7	UNMARKED_NEW_LOCUS	1	1	G474-B008	okaraiin	OK+AR+AIIN	INSTRUCTION	SETZEN · AUSGANG · WERT	SETZEN · AUSGANG · WERT	Setze den Positionswert von der Ausgangsposition.	Setze den Positionswert von der Ausgangsposition aus.	QUALIFIER_REORDERED	1	0	NONE	NONE	NONE	0	NONE	NONE	NONE	P1003-E0602	2	RECURRENT_ROLE_WHOLE_RECORD	vollständige Rollenform wiederholt sich	Rollenform G480-S008 trägt 3 Records; der genaue Inhalt bleibt lokal.	YES	YES	YES	YES	YES
G485-R009	G475-R009	f71v	CELESTIAL	8	EXPLICIT_NEXT_SIBLING_OT	1	3	G474-B009	otar|ar|aly	OT+AR|AR|AL+Y	COORDINATE	DANACH · AUSGANG || AUSGANG || ZIELORT · POSTEN	DANACH · AUSGANG || AUSGANG || ZIELORT · POSTEN	1. Adressspur: danach → Ausgangsposition. 2. Adressspur: Ausgangsposition. 3. Adressspur: Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	Die erste Adressspur weist danach zur Ausgangsposition. Die zweite bezeichnet die Ausgangsposition. Die dritte führt von der Zielposition zum Positionsposten.	COORDINATE_PROSE|LIST_COMPACTED|ORDER_TRACE_SEPARATED	3	1	OT:danach Ausgang	OT || NONE || NONE	START_FRESH_SIBLING || NONE || NONE	0	NONE	NONE	NONE	P1003-E0603|P1003-E0604|P1003-E0605	4	PARTIAL_STRICT_EVENT_RECURRENT	mindestens ein striktes Parallelevent	2/3 Events besitzen strikte Bedeutungsparallelen.	YES	YES	YES	YES	YES
G485-R010	G475-R010	f71v	CELESTIAL	9	UNMARKED_NEW_LOCUS	1	3	G474-B010	opalar|am|dan	AL+AR|AM_ADDR|AIN	COORDINATE	[STERNSTELLENNAME:op] · ZIELORT · AUSGANG || HIER || ANTEIL	{N1} · ZIELORT · AUSGANG || HIER || ANTEIL	1. Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition. 2. Adressspur: hier. 3. Adressspur: Sektoranteil.	Die erste Adressspur führt von Sternstelle »op« über die Zielposition zur Ausgangsposition. Die zweite bezeichnet die bezeichnete Stelle, die dritte den Sektoranteil.	COORDINATE_PROSE|LIST_COMPACTED	2	0	NONE	NONE || NONE || NONE	NONE || NONE || NONE	1	STERNSTELLENNAME:op	op	op	P1003-E0606|P1003-E0607|P1003-E0608	6	PARTIAL_ROLE_EVENT_RECURRENT	mindestens ein Rollenparallelevent	2/3 Events besitzen Rollenparallelen.	YES	YES	YES	YES	YES
G485-R011	G475-R011	f71v	CELESTIAL	10	UNMARKED_NEW_LOCUS	1	2	G474-B011	opalor|ar	AL+OR|AR	CATALOGUE	[STERNSTELLENNAME:op] · ZIELORT · EINHEIT || AUSGANG	{N1} · ZIELORT · EINHEIT || AUSGANG	1. Sternstelle »op« — Zielzuordnung, Einheitsangabe. 2. Eintrag »ar« — Ausgangszuordnung.	Katalogfolge: Sternstelle »op« mit Zielzuordnung und Einheitsangabe; Eintrag »ar« mit Ausgangszuordnung.	LIST_COMPACTED|CATALOGUE_PROSE	2	0	NONE	NONE || NONE	NONE || NONE	1	STERNSTELLENNAME:op	op|ar	op|ar	P1003-E0609|P1003-E0610	4	PARTIAL_STRICT_EVENT_RECURRENT	mindestens ein striktes Parallelevent	1/2 Events besitzen strikte Bedeutungsparallelen.	YES	YES	YES	YES	YES
G485-R012	G475-R012	f71v	CELESTIAL	11	UNMARKED_NEW_LOCUS	1	1	G474-B012	ofaom	O+LOCAL_CHAR_F	CATALOGUE	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	AUSFÜHRUNG · HIER · {N1}	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »aom« mit Ausführungs- und Hier-Vermerk.	CATALOGUE_PROSE	1	0	NONE	NONE	NONE	1	STERNSTELLENNAME:aom	aom	aom	P1003-E0641	1	RECURRENT_STRICT_WHOLE_RECORD	vollständiger Record wiederholt sich bedeutungsgleich	Striktes Ganzrecord-Template G480-T012 trägt 2 Records.	YES	YES	YES	YES	YES
G485-R013	G475-R013	f71v	CELESTIAL	12	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B013	otalody	OT+AL	CATALOGUE	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	DANACH · ZIELORT · {N1}	Sternstelle »ody« — Folgevermerk, Zielzuordnung. Reihenfolge konkret: OT — danach Zielort.	Sternstelle »ody« mit Folgevermerk und Zielzuordnung.	CATALOGUE_PROSE|ORDER_TRACE_SEPARATED	2	1	OT:danach Zielort	OT	START_FRESH_SIBLING	1	STERNSTELLENNAME:ody	ody	ody	P1003-E0642	7	SAME_MODEL_COMPONENT_TILE	vollständig aus Komponenten desselben Modells gebaut	Alle Bedeutungsbausteine haben andere Träger im selben Koordinaten-, Anweisungs- oder Katalogmodell.	YES	YES	YES	YES	YES
G485-R014	G475-R014	f71v	CELESTIAL	13	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B014	otalaiin	OT+AL+AIIN	COORDINATE	DANACH · ZIELORT · WERT	DANACH · ZIELORT · WERT	Adressspur: danach → Zielposition → Positionswert. Reihenfolge konkret: OT — danach Zielort.	Danach führt die Adressspur über die Zielposition zum Positionswert.	COORDINATE_PROSE|ORDER_TRACE_SEPARATED	2	1	OT:danach Zielort	OT	START_FRESH_SIBLING	0	NONE	NONE	NONE	P1003-E0643	2	RECURRENT_ROLE_WHOLE_RECORD	vollständige Rollenform wiederholt sich	Rollenform G480-S014 trägt 3 Records; der genaue Inhalt bleibt lokal.	YES	YES	YES	YES	YES
G485-R015	G475-R015	f71v	CELESTIAL	14	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B015	otar|shar	OT+AR|SH+AR	INSTRUCTION	DANACH · AUSGANG || HALTEN · AUSGANG	DANACH · AUSGANG || HALTEN · AUSGANG	1. Danach beziehe den Eintrag von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition. Reihenfolge konkret: OT — danach Ausgang.	Beziehe danach den Eintrag von der Ausgangsposition und halte ihn dort.	LIST_COMPACTED|OBJECT_REFERENCE_SMOOTHED|ORDER_TRACE_SEPARATED	3	1	OT:danach Ausgang	OT || NONE	START_FRESH_SIBLING || NONE	0	NONE	NONE	NONE	P1003-E0644|P1003-E0645	6	PARTIAL_ROLE_EVENT_RECURRENT	mindestens ein Rollenparallelevent	1/2 Events besitzen Rollenparallelen.	YES	YES	YES	YES	YES
G485-R016	G475-R016	f71v	CELESTIAL	15	UNMARKED_NEW_LOCUS_WITH_INTERNAL_CONTROL	1	1	G474-B016	sholshdy	SH+OL+SH	INSTRUCTION	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	HALTEN · FORTSETZEN · HALTEN · {N1}	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«. Reihenfolge konkret: OL — Halten in Halten weiterführen.	Halte den Sternstelleneintrag »dy« weiter und halte ihn ein zweites Mal.	CONTINUATION_SMOOTHED|OBJECT_REFERENCE_SMOOTHED|DUPLICATE_COLLAPSED|ORDER_TRACE_SEPARATED	4	1	OL:Halten in Halten weiterführen	OL	KEEP_ACTIVE_UNIT	1	STERNSTELLENNAME:dy	dy|dy	dy	P1003-E0646	7	SAME_MODEL_COMPONENT_TILE	vollständig aus Komponenten desselben Modells gebaut	Alle Bedeutungsbausteine haben andere Träger im selben Koordinaten-, Anweisungs- oder Katalogmodell.	YES	YES	YES	YES	YES
G485-R017	G475-R017	f72r	CELESTIAL	1	PAGE_START	1	1	G474-B017	oshodady	SH	INSTRUCTION	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	{N1} · HALTEN · {N2}	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	Halte die Sternstelleneinträge »o« und »odady«.	OBJECT_REFERENCE_SMOOTHED	1	0	NONE	NONE	NONE	2	STERNSTELLENNAME:o || STERNSTELLENNAME:odady	o|odady	o|odady	P1008-E0127	7	SAME_MODEL_COMPONENT_TILE	vollständig aus Komponenten desselben Modells gebaut	Alle Bedeutungsbausteine haben andere Träger im selben Koordinaten-, Anweisungs- oder Katalogmodell.	YES	YES	YES	YES	YES
G485-R018	G475-R018	f72r	CELESTIAL	2	UNMARKED_NEW_LOCUS	1	1	G474-B018	chdaiirdainy	AIN+Y	CATALOGUE	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	{N1} · ANTEIL · POSTEN	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	Sternstelle »chdaiird« mit Anteils- und Postenangabe.	CATALOGUE_PROSE	1	0	NONE	NONE	NONE	1	STERNSTELLENNAME:chdaiird	chdaiird	chdaiird	P1008-E0128	5	ALL_EVENTS_ROLE_RECURRENT	alle Events besitzen Rollenparallelen	Alle 1 Events besitzen Rollenparallelen.	YES	YES	YES	YES	YES
G485-R019	G475-R019	f72r	CELESTIAL	3	UNMARKED_NEW_LOCUS	1	3	G474-B019	oaiin|ar|ary	O+AIIN|AR|AR+Y	COORDINATE	AUSFÜHRUNG · WERT || AUSGANG || AUSGANG · POSTEN	AUSFÜHRUNG · WERT || AUSGANG || AUSGANG · POSTEN	1. Adressspur: Ausführungspunkt → Positionswert. 2. Adressspur: Ausgangsposition. 3. Adressspur: Ausgangsposition → Positionsposten.	Drei Adressspuren: vom Ausführungspunkt zum Positionswert; die Ausgangsposition; von der Ausgangsposition zum Positionsposten.	COORDINATE_PROSE|LIST_COMPACTED	2	0	NONE	NONE || NONE || NONE	NONE || NONE || NONE	0	NONE	NONE	NONE	P1008-E0129|P1008-E0130|P1008-E0131	4	PARTIAL_STRICT_EVENT_RECURRENT	mindestens ein striktes Parallelevent	1/3 Events besitzen strikte Bedeutungsparallelen.	YES	YES	YES	YES	YES
G485-R020	G475-R020	f72r	CELESTIAL	4	UNMARKED_NEW_LOCUS	1	1	G474-B020	okalam	OK+AL+AM_ADDR	INSTRUCTION	SETZEN · ZIELORT · HIER	SETZEN · ZIELORT · HIER	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	Setze den Eintrag an der bezeichneten Stelle zur Zielposition.	QUALIFIER_REORDERED	1	0	NONE	NONE	NONE	0	NONE	NONE	NONE	P1008-E0132	2	RECURRENT_ROLE_WHOLE_RECORD	vollständige Rollenform wiederholt sich	Rollenform G480-S020 trägt 3 Records; der genaue Inhalt bleibt lokal.	YES	YES	YES	YES	YES
G485-R021	G475-R021	f72r	CELESTIAL	5	UNMARKED_NEW_LOCUS	1	1	G474-B021	ytalshdy	AL+SH	INSTRUCTION	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	{N1} · ZIELORT · HALTEN · {N2}	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	Halte die Sternstelleneinträge »yt« und »dy« zur Zielposition.	OBJECT_REFERENCE_SMOOTHED|QUALIFIER_REORDERED	2	0	NONE	NONE	NONE	2	STERNSTELLENNAME:yt || STERNSTELLENNAME:dy	yt|dy	yt|dy	P1008-E0133	2	RECURRENT_ROLE_WHOLE_RECORD	vollständige Rollenform wiederholt sich	Rollenform G480-S021 trägt 2 Records; der genaue Inhalt bleibt lokal.	YES	YES	YES	YES	YES
G485-R022	G475-R022	f72r	CELESTIAL	6	UNMARKED_NEW_LOCUS	1	2	G474-B022	char|alif	AR|AL	CATALOGUE	AUSGANG || ZIELORT · [STERNSTELLENNAME:if]	AUSGANG || ZIELORT · {N1}	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »if« — Zielzuordnung.	Katalogfolge: Eintrag »char« mit Ausgangszuordnung; Sternstelle »if« mit Zielzuordnung.	LIST_COMPACTED|CATALOGUE_PROSE	2	0	NONE	NONE || NONE	NONE || NONE	1	STERNSTELLENNAME:if	char|if	char|if	P1008-E0134|P1008-E0135	2	RECURRENT_ROLE_WHOLE_RECORD	vollständige Rollenform wiederholt sich	Rollenform G480-S002 trägt 2 Records; der genaue Inhalt bleibt lokal.	YES	YES	YES	YES	YES
G485-R023	G475-R023	f72r	CELESTIAL	7	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B023	otaraldy	OT+AR+AL+Y	COORDINATE	DANACH · AUSGANG · ZIELORT · POSTEN	DANACH · AUSGANG · ZIELORT · POSTEN	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten. Reihenfolge konkret: OT — danach Ausgang.	Danach führt die Adressspur von der Ausgangsposition über die Zielposition zum Positionsposten.	COORDINATE_PROSE|ORDER_TRACE_SEPARATED	2	1	OT:danach Ausgang	OT	START_FRESH_SIBLING	0	NONE	NONE	NONE	P1008-E0136	1	RECURRENT_STRICT_WHOLE_RECORD	vollständiger Record wiederholt sich bedeutungsgleich	Striktes Ganzrecord-Template G480-T023 trägt 2 Records.	YES	YES	YES	YES	YES
G485-R024	G475-R024	f72r	CELESTIAL	8	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B024	otaiin|otain	OT+AIIN|OT+AIN	COORDINATE	DANACH · WERT || DANACH · ANTEIL	DANACH · WERT || DANACH · ANTEIL	1. Adressspur: danach → Positionswert. 2. Adressspur: danach → Sektoranteil. Reihenfolge konkret: OT — danach Wert; OT — danach Anteil.	Die erste Adressspur führt danach zum Positionswert, die zweite danach zum Sektoranteil.	COORDINATE_PROSE|LIST_COMPACTED|ORDER_TRACE_SEPARATED	3	2	OT:danach Wert | OT:danach Anteil	OT || OT	START_FRESH_SIBLING || START_FRESH_SIBLING	0	NONE	NONE	NONE	P1008-E0137|P1008-E0138	4	PARTIAL_STRICT_EVENT_RECURRENT	mindestens ein striktes Parallelevent	1/2 Events besitzen strikte Bedeutungsparallelen.	YES	YES	YES	YES	YES
