edition	seed	word	before_seed_line	in_seed_line	after_seed_line	row_status
ZL3b	f15v.12	chor	4	1	0	recorded
ZL3b	f15v.12	ykchor	0	0	0	recorded
ZL3b	f15v.12	chordy	0	0	0	recorded
ZL3b	f15v.12	cthor	1	1	0	recorded
ZL3b	f15v.12	chol	3	1	0	recorded
ZL3b	f15v.12	daiin	3	1	0	recorded
ZL3b	f19r.10	chor	3	0	1	recorded
ZL3b	f19r.10	ykchor	0	1	1	recorded
ZL3b	f19r.10	chordy	1	1	0	recorded
ZL3b	f19r.10	cthor	0	1	0	recorded
ZL3b	f19r.10	chol	2	1	0	recorded
ZL3b	f19r.10	daiin	6	1	1	recorded
IT2a	f15v.12	chor	4	1	0	recorded
IT2a	f15v.12	ykchor	0	0	0	recorded
IT2a	f15v.12	chordy	0	0	0	recorded
IT2a	f15v.12	cthor	1	1	0	recorded
IT2a	f15v.12	chol	3	1	0	recorded
IT2a	f15v.12	daiin	3	1	0	recorded
IT2a	f19r.10	chor	3	0	1	recorded
IT2a	f19r.10	ykchor	0	1	1	recorded
IT2a	f19r.10	chordy	1	1	0	recorded
IT2a	f19r.10	cthor	0	1	0	recorded
IT2a	f19r.10	chol	2	1	0	recorded
IT2a	f19r.10	daiin	6	1	1	recorded
RF1b	f15v.12	chor	3	1	0	recorded
RF1b	f15v.12	ykchor	0	0	0	recorded
RF1b	f15v.12	chordy	0	0	0	recorded
RF1b	f15v.12	cthor	1	1	0	recorded
RF1b	f15v.12	chol	3	1	0	recorded
RF1b	f15v.12	daiin	2	1	0	recorded
RF1b	f19r.10	chor	3	0	1	recorded
RF1b	f19r.10	ykchor	0	1	1	recorded
RF1b	f19r.10	chordy	1	1	0	recorded
RF1b	f19r.10	cthor	0	1	0	recorded
RF1b	f19r.10	chol	2	1	0	recorded
RF1b	f19r.10	daiin	5	1	0	recorded
