surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	working_revision_class	candidate_count_capped	old_base_surface_count	gdt524_rank	gdt524_top1	gdt525_rank	gdt524_revised_rank	gdt525_revised_rank	gdt525_top1	gdt525_top5	truth_gdt524_score	truth_chain_feature	truth_gdt525_score	truth_chain_trace	top1_gdt524_score	top1_chain_feature	top1_gdt525_score	top1_chain_trace	top1_alignment_trace	decision_change_class	working_policy
aiicthy	1	f31r	A_ADDR+LOCAL_CHAR_I+LOCAL_CHAR_I+CH+T+Y	A_ADDR+LOCAL_CHAR_I+LOCAL_CHAR_I+CH+T+Y	INHERITED_RECIPE_RETAINED	48	5	9	AIIN+CH+T+Y	9	9	9	AIIN+CH+T+Y	AIIN+CH+T+Y | IIN+CH+T+Y | AIIN+LOCAL_C+T+Y | A_ADDR+LOCAL_CHAR_I+CH+T+Y | A_ADDR+IIN+CH+T+Y	10.745123160	0.000000000	10.745123160	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	5.733798402	0.000000000	5.733798402	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	aii=>aiin~AIIN@edit2+alias0.000 | cthy=>cthy~CH+T+Y@edit0+alias0.501	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
chady	1	f66r	CH+A_ADDR+DY	CH+A_ADDR+DY	INHERITED_RECIPE_RETAINED	23	7	3	CH+DY	3	3	3	CH+DY	CH+DY | CH+A_ADDR+Y | CH+A_ADDR+DY | CH+D_ADDR+Y | CH+Y	6.072581093	0.000000000	6.072581093	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.887151731	0.000000000	4.887151731	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	cha=>cha~CH@edit0+alias0.268 | dy=>dy~DY@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
chap	1	f66r	CH+A_ADDR+P	CH+A_ADDR+P	INHERITED_RECIPE_RETAINED	5	1	2	CH+P	2	2	2	CH+P	CH+P | CH+A_ADDR+P | LOCAL_C+A_ADDR+P | LOCAL_C+SH+A_ADDR+P | CH+SH+A_ADDR+P	4.394574143	0.000000000	4.394574143	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.642233122	0.000000000	3.642233122	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	cha=>cha~CH@edit0+alias0.268 | p=>p~P@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
chekchy	1	f66r	CH+K+CH+Y	CH+K+CH+Y	INHERITED_RECIPE_RETAINED	100	13	2	CH+K+Y	2	2	2	CH+K+Y	CH+K+Y | CH+K+CH+Y | CH+K+LOCAL_C+Y | CH+E+K+CH+Y | CH+E+K+Y	5.952739492	0.000000000	5.952739492	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	4.646258486	0.000000000	4.646258486	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
cthom	1	f4r	CH+T+O+M_LOCAL	CH+T+O+M_LOCAL	INHERITED_RECIPE_RETAINED	14	6	2	CH+T+O+AM_ADDR	2	2	2	CH+T+O+AM_ADDR	CH+T+O+AM_ADDR | CH+T+O+M_LOCAL | O+CH+T+AM_ADDR | O+CH+T+M_LOCAL | LOCAL_C+T+O+AM_ADDR	5.632512435	0.000000000	5.632512435	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	4.396763863	0.000000000	4.396763863	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dairykodas	1	f66r	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	INHERITED_RECIPE_RETAINED	100	2	2	D_ADDR+AIR+Y+K+O+DA+S	2	2	2	D_ADDR+AIR+Y+K+O+DA+S	D_ADDR+AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S | AIR+Y+K+O+DA+S | D_ADDR+AIR+Y+K+O+D_ADDR+S | AIR+Y+K+O+D_ADDR+A_ADDR+S	9.725419816	0.000000000	9.725419816	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	7.144267724	0.000000000	7.144267724	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dalcheeeky	1	f66r	AL+CH+EEE+K+Y	AL+CH+EEE+K+Y	INHERITED_RECIPE_RETAINED	100	10	2	AL+EEE+K+Y	2	2	2	AL+EEE+K+Y	AL+EEE+K+Y | AL+CH+EEE+K+Y | AL+CH+E+EE+K+Y | AL+LOCAL_C+EEE+K+Y | AL+CH+EE+E+K+Y	9.629385859	0.000000000	9.629385859	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	7.380002282	0.000000000	7.380002282	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	dal=>dal~AL@edit0+alias0.273 | cheee=>heee~EEE@edit1+alias0.250 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+D_ADDR+IIN+R	INHERITED_RECIPE_RETAINED	100	3	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	2	2	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+IIN+R	8.588737521	0.000000000	8.588737521	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	8.489519376	0.000000000	8.489519376	NO_POSITIVE_DISTINCT_TWO_HOP_CHANNELS	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
kcheody	1	f66r	K+CH+E+O+Y	K+CH+E+O+D_ADDR+Y	K_BASE_STEM_CLOSURE_REVISED	52	23	1	K+CH+E+O+Y	2	3	1	K+CH+E+O+D_ADDR+Y	K+CH+E+O+D_ADDR+Y | K+CH+E+O+Y | K+CH+E+O+DY | K+CH+E+O+R | K+LOCAL_C+E+O+DY	5.169289301	0.000000000	5.169289301	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	5.745326619	1.945910149	3.799416470	kchod+y=>Y@RIGHT/RIGHT;n=69/72;b=1.021265 -> kchody+e=>E@INNER/INNER;n=78/117;b=0.626747;pair_n=6;pair_examples=cth>cthy>cthey|ok>oky>okey|ot>oty>otey|qot>qoty>qotey|chcth>chcthy>chcthey|k>ky>key	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT524_CORRECT_LOST	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
keeol	1	f31r	K+EE+O+L	K+EE+O+L	INHERITED_RECIPE_RETAINED	14	7	2	K+EE+OL	2	2	2	K+EE+OL	K+EE+OL | K+EE+O+L | K+E+E+OL | OL+K+EE | K+EE+O+AL	7.713413406	0.000000000	7.713413406	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	3.519453544	0.000000000	3.519453544	NO_REPEATED_K_BASE_Y_THEN_E_CHAIN	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT524_ERROR_UNCHANGED	TWO_LICENSED_EDITS_MAY_COMPOSE_THROUGH_ONE_EXPLICIT_INTERMEDIATE_STEM
