scope	model_stage	chain_feature	chain_weight	target_count	truth_generated_count	top1_exact_count	top2_exact_count	top3_exact_count	top5_exact_count	rank_sum	deepest_truth_rank
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GDT524_BASE	BASE	0.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM_W025	SUM_TWO	0.25	1558	1441	1096	1325	1388	1417	2114	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM_W050	SUM_TWO	0.5	1558	1441	1090	1326	1385	1415	2120	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM_W075	SUM_TWO	0.75	1558	1441	1083	1322	1384	1415	2131	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM_W100	SUM_TWO	1.0	1558	1441	1084	1318	1385	1416	2138	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM_W125	SUM_TWO	1.25	1558	1441	1075	1318	1382	1416	2153	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM_W150	SUM_TWO	1.5	1558	1441	1065	1317	1378	1414	2175	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM_W200	SUM_TWO	2.0	1558	1441	1045	1306	1371	1412	2218	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN_W050	MIN_TWO	0.5	1558	1441	1100	1324	1388	1417	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN_W075	MIN_TWO	0.75	1558	1441	1097	1324	1387	1417	2114	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN_W100	MIN_TWO	1.0	1558	1441	1094	1323	1385	1417	2121	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN_W125	MIN_TWO	1.25	1558	1441	1094	1323	1382	1417	2124	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN_W150	MIN_TWO	1.5	1558	1441	1091	1321	1382	1417	2127	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN_W200	MIN_TWO	2.0	1558	1441	1087	1319	1383	1415	2134	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN_W250	MIN_TWO	2.5	1558	1441	1084	1319	1384	1416	2137	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GEO_W050	GEOMETRIC	0.5	1558	1441	1097	1325	1389	1417	2112	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GEO_W075	GEOMETRIC	0.75	1558	1441	1093	1325	1386	1417	2118	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GEO_W100	GEOMETRIC	1.0	1558	1441	1091	1326	1384	1417	2120	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GEO_W125	GEOMETRIC	1.25	1558	1441	1085	1322	1383	1417	2131	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GEO_W150	GEOMETRIC	1.5	1558	1441	1091	1321	1383	1416	2126	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GEO_W200	GEOMETRIC	2.0	1558	1441	1083	1321	1384	1415	2135	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	NOV_W050	NOVEL_EVIDENCE	0.5	1558	1441	1095	1326	1387	1414	2115	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	NOV_W075	NOVEL_EVIDENCE	0.75	1558	1441	1089	1323	1386	1414	2126	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	NOV_W100	NOVEL_EVIDENCE	1.0	1558	1441	1085	1321	1386	1413	2135	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	NOV_W125	NOVEL_EVIDENCE	1.25	1558	1441	1083	1320	1385	1414	2139	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	NOV_W150	NOVEL_EVIDENCE	1.5	1558	1441	1080	1318	1381	1413	2151	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	NOV_W200	NOVEL_EVIDENCE	2.0	1558	1441	1061	1307	1374	1411	2193	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	PLOG_W050	PAIR_LOG	0.5	1558	1441	1090	1322	1385	1418	2126	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	PLOG_W100	PAIR_LOG	1.0	1558	1441	1086	1325	1381	1418	2132	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	PLOG_W150	PAIR_LOG	1.5	1558	1441	1073	1319	1380	1417	2151	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	PLOG_W200	PAIR_LOG	2.0	1558	1441	1062	1314	1380	1414	2171	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	PLOG_W250	PAIR_LOG	2.5	1558	1441	1052	1308	1379	1412	2192	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	PLOG_W300	PAIR_LOG	3.0	1558	1441	1045	1300	1372	1413	2215	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	PLOG_W400	PAIR_LOG	4.0	1558	1441	1023	1284	1366	1411	2269	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2LOG_W050	PAIR2_LOG	0.5	1558	1441	1090	1326	1384	1418	2122	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2LOG_W100	PAIR2_LOG	1.0	1558	1441	1086	1328	1383	1418	2125	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2LOG_W150	PAIR2_LOG	1.5	1558	1441	1073	1320	1383	1418	2147	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2LOG_W200	PAIR2_LOG	2.0	1558	1441	1063	1314	1381	1417	2168	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2LOG_W250	PAIR2_LOG	2.5	1558	1441	1056	1308	1380	1415	2185	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2LOG_W300	PAIR2_LOG	3.0	1558	1441	1041	1297	1375	1415	2218	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2LOG_W400	PAIR2_LOG	4.0	1558	1441	1018	1285	1370	1414	2261	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2CNT_W010	PAIR2_COUNT	0.1	1558	1441	1097	1327	1385	1418	2112	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2CNT_W020	PAIR2_COUNT	0.2	1558	1441	1094	1328	1384	1418	2116	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2CNT_W030	PAIR2_COUNT	0.3	1558	1441	1093	1326	1384	1418	2119	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2CNT_W040	PAIR2_COUNT	0.4	1558	1441	1091	1327	1383	1417	2122	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2CNT_W050	PAIR2_COUNT	0.5	1558	1441	1082	1328	1382	1418	2131	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2CNT_W075	PAIR2_COUNT	0.75	1558	1441	1068	1321	1383	1418	2152	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	P2CNT_W100	PAIR2_COUNT	1.0	1558	1441	1056	1310	1380	1416	2182	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	KYE_W025	K_BASE_Y_THEN_E	0.25	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	KYE_W030	K_BASE_Y_THEN_E	0.3	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	KYE_W040	K_BASE_Y_THEN_E	0.4	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	KYE_W050	K_BASE_Y_THEN_E	0.5	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	KYE_W075	K_BASE_Y_THEN_E	0.75	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	KYE_W085	K_BASE_Y_THEN_E	0.85	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	KYE_W100	K_BASE_Y_THEN_E	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	KYE_W125	K_BASE_Y_THEN_E	1.25	1558	1441	1098	1328	1386	1418	2109	22
CURRENT_159_OLD26_TO_NEW4	GDT524_BASE	BASE	0.0	159	159	144	154	158	158	185	9
CURRENT_159_OLD26_TO_NEW4	SUM_W025	SUM_TWO	0.25	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	SUM_W050	SUM_TWO	0.5	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	SUM_W075	SUM_TWO	0.75	159	159	138	154	158	158	191	9
CURRENT_159_OLD26_TO_NEW4	SUM_W100	SUM_TWO	1.0	159	159	136	153	158	158	194	9
CURRENT_159_OLD26_TO_NEW4	SUM_W125	SUM_TWO	1.25	159	159	136	153	158	158	194	9
CURRENT_159_OLD26_TO_NEW4	SUM_W150	SUM_TWO	1.5	159	159	134	152	158	158	197	9
CURRENT_159_OLD26_TO_NEW4	SUM_W200	SUM_TWO	2.0	159	159	135	152	157	158	198	9
CURRENT_159_OLD26_TO_NEW4	MIN_W050	MIN_TWO	0.5	159	159	141	154	158	158	188	9
CURRENT_159_OLD26_TO_NEW4	MIN_W075	MIN_TWO	0.75	159	159	140	154	158	158	189	9
CURRENT_159_OLD26_TO_NEW4	MIN_W100	MIN_TWO	1.0	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	MIN_W125	MIN_TWO	1.25	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	MIN_W150	MIN_TWO	1.5	159	159	138	154	158	158	191	9
CURRENT_159_OLD26_TO_NEW4	MIN_W200	MIN_TWO	2.0	159	159	136	154	158	158	193	9
CURRENT_159_OLD26_TO_NEW4	MIN_W250	MIN_TWO	2.5	159	159	136	153	158	158	194	9
CURRENT_159_OLD26_TO_NEW4	GEO_W050	GEOMETRIC	0.5	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	GEO_W075	GEOMETRIC	0.75	159	159	139	154	158	158	190	9
CURRENT_159_OLD26_TO_NEW4	GEO_W100	GEOMETRIC	1.0	159	159	139	154	158	158	190	9
