unit_kind	unit	attachment_count	selector_levels	head_cores	r_topologies	factorized_pass_count	factorized_fail_count	result
PAGE	f10r	82	EXACT_PAYLOAD_SELECTOR	CH|K|OK|P|S|SH|T	NONE	82	0	PASS
PAGE	f11r	54	EXACT_PAYLOAD_SELECTOR	CH|K|OK|P|S|SH|T	NONE	54	0	PASS
PAGE	f13r	68	EXACT_PAYLOAD_SELECTOR	CH|K|OK|P|S|SH|T	NONE	68	0	PASS
PAGE	f17r	62	EXACT_PAYLOAD_SELECTOR	CH|K|OK|P|R|S|SH|T	R_POSITIONAL_HEAD	62	0	PASS
PAGE	f18r	75	EXACT_PAYLOAD_SELECTOR	CH|K|OK|OWNER|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_NESTED	75	0	PASS
PAGE	f55v	120	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|R|S|SH|T	R_POSITIONAL_HEAD	120	0	PASS
PAGE	f56r	94	EXACT_PAYLOAD_SELECTOR	CH|CHD|K|OK|P|R|S|T	R_POSITIONAL_HEAD	94	0	PASS
PAGE	f67r2	145	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_TAIL	145	0	PASS
PAGE	f68r1	44	EXACT_PAYLOAD_SELECTOR	CH|K|OK|P|R|SH|T	R_POSITIONAL_HEAD	44	0	PASS
PAGE	f71v	105	EXACT_PAYLOAD_SELECTOR	CH|K|OK|P|S|SH|T	NONE	105	0	PASS
PAGE	f72r	352	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_TAIL	352	0	PASS
PAGE	f75r	433	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD	433	0	PASS
PAGE	f76r	652	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD	652	0	PASS
PAGE	f77r	359	BASE_SELECTOR|EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD	359	0	PASS
PAGE	f81v	282	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD	282	0	PASS
PAGE	f82r	353	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_TAIL	353	0	PASS
PAGE	f83r	389	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD	389	0	PASS
PAGE	f88r	151	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|K|OK|P|R|S|SH|T	R_POSITIONAL_HEAD	151	0	PASS
PAGE	f88v	176	EXACT_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_TAIL	176	0	PASS
PAGE	f89r	378	EXACT_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_TAIL	378	0	PASS
REGISTER	BIOLOGICAL	2468	BASE_SELECTOR|EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_TAIL	2468	0	PASS
REGISTER	CELESTIAL	646	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_TAIL	646	0	PASS
REGISTER	HERBAL	555	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_NESTED	555	0	PASS
REGISTER	PHARMA	705	EXACT_PAYLOAD_SELECTOR|TYPED_PAYLOAD_SELECTOR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	R_POSITIONAL_HEAD|R_POSITIONAL_TAIL	705	0	PASS
PAGE	f69v	0	ADDRESS_ONLY	ADDRESS_ONLY	ADDRESS_ONLY	0	0	ADDRESS_ONLY
PAGE	f70v	0	ADDRESS_ONLY	ADDRESS_ONLY	ADDRESS_ONLY	0	0	ADDRESS_ONLY
