axis	value	occurrences	page_count	pages	register_count	registers	focus_cores	action_cores	attachment_classes	portability_note
SCOPE_SELECTOR	AL_AR_ORDERED_FALLBACK	570	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AL|AR	CH|CHD|K|OK|OWNER|P|R|S|SH|T	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|OWNER_ONLY|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
SCOPE_SELECTOR	INHERITED_ACTION_STACK	246	19	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|E|EE|EEE|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	INHERITED_ACTION	DIRECT_WHERE_USED
SCOPE_SELECTOR	L_AIR_RIGHT_FALLBACK	287	18	f10r|f11r|f17r|f18r|f55v|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIR|L	CH|CHD|K|OK|OWNER|P|R|S|SH|T	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|OWNER_ONLY|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
SCOPE_SELECTOR	NEAREST_HEAD_LEFT_TIE	2627	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|E|EE|EEE|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
SCOPE_SELECTOR	ONE_CARD_FORWARD	61	14	f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|E|EE|OR|Y	CH|CHD|K|OK|R|S|SH|T	BOUNDED_NEXT_CARD_ACTION	DIRECT_WHERE_USED
SCOPE_SELECTOR	OWNER_CONTEXT	80	10	f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	3	BIOLOGICAL|CELESTIAL|PHARMA	AIIN|AIN|E|EE|EEE|OR|Y	OWNER	OWNER_ONLY	DIRECT_WHERE_USED
SCOPE_SELECTOR	PREVIOUS_CARD_STACK	465	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|E|EE|EEE|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	PREVIOUS_CARD_ACTION	DIRECT_WHERE_USED
SCOPE_SELECTOR	Q_OT_PACKAGE_FORWARD	38	10	f55v|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|E|EE|OR|Y	CH|CHD|K|OK|P|R|S|SH|T	BOUNDED_NEXT_CARD_ACTION	DIRECT_WHERE_USED
ACTION_HEAD	CH	676	20	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|EEE|L|OR|Y	CH	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
ACTION_HEAD	CHD	290	12	f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88v|f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	AIIN|AIN|AIR|AL|AR|E|EE|L|OR|Y	CHD	BOUNDED_NEXT_CARD_ACTION|INHERITED_ACTION|PREVIOUS_CARD_ACTION|SAME_CARD_LEFT_ACTION|SAME_CARD_RIGHT_ACTION	DIRECT_WHERE_USED
