visible_order	domain	item_id	page	locus	owner_or_namespace	visible_form_or_opaque_id	compiler_track	operation_or_loop	semantic_mode
1	PROSE	E001	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dchey	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
2	PROSE	E002	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthoor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
3	PROSE	E003	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	char	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
4	PROSE	E004	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chty	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
5	PROSE	E005	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	os	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	TARGET_HANDOFF	WORKSHOP_ACTION_WITH_LOCAL_OWNER
6	PROSE	E006	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chair	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
7	PROSE	E007	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otytchol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
8	PROSE	E008	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oky	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
9	PROSE	E009	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
10	PROSE	E010	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	etyd	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
11	PROSE	E011	f10r	f10r.5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qokchy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
12	PROSE	E012	f10r	f10r.5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
13	PROSE	E013	f10r	f10r.5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
14	PROSE	E014	f10r	f10r.5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
15	PROSE	E015	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ycheor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
16	PROSE	E016	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
17	PROSE	E017	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
18	PROSE	E018	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthaiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
19	PROSE	E019	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qoctholy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
20	PROSE	E020	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	MOVE_PASS	WORKSHOP_ACTION_WITH_LOCAL_OWNER
21	PROSE	E021	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
22	PROSE	E022	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	taiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
23	PROSE	E023	f10r	f10r.6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	TARGET_HANDOFF	WORKSHOP_ACTION_WITH_LOCAL_OWNER
24	PROSE	E024	f10r	f10r.8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
25	PROSE	E025	f10r	f10r.8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
26	PROSE	E026	f10r	f10r.8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
27	PROSE	E027	f10r	f10r.8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
28	PROSE	E028	f10r	f10r.8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
29	PROSE	E029	f10r	f10r.8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
30	PROSE	E030	f10r	f10r.8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
31	PROSE	E031	f10r	f10r.8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dar	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
32	PROSE	E032	f10r	f10r.9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
33	PROSE	E033	f10r	f10r.9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
34	PROSE	E034	f10r	f10r.9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
35	PROSE	E035	f10r	f10r.9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
36	PROSE	E036	f10r	f10r.9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
37	PROSE	E037	f10r	f10r.9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
38	PROSE	E038	f10r	f10r.9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chodaiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
39	PROSE	E039	f11r	f11r.1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tshol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
40	PROSE	E040	f11r	f11r.1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	TARGET_HANDOFF	WORKSHOP_ACTION_WITH_LOCAL_OWNER
41	PROSE	E041	f11r	f11r.1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cfhy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
42	PROSE	E042	f11r	f11r.1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shfydaiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
43	PROSE	E043	f11r	f11r.1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cphy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	MOVE_PASS	WORKSHOP_ACTION_WITH_LOCAL_OWNER
44	PROSE	E044	f11r	f11r.1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shey	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
45	PROSE	E045	f11r	f11r.1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	tchody	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW>CLOSE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
46	PROSE	E046	f11r	f11r.1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	shoyty	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
47	PROSE	E047	f11r	f11r.4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dchol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
48	PROSE	E048	f11r	f11r.4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	chy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
49	PROSE	E049	f11r	f11r.4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	kchy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
50	PROSE	E050	f11r	f11r.4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
51	PROSE	E051	f11r	f11r.4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	daiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
52	PROSE	E052	f11r	f11r.7	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	qotchy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
53	PROSE	E053	f11r	f11r.7	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	okchol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
54	PROSE	E054	f11r	f11r.7	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cthy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
55	PROSE	E055	f11r	f11r.7	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
56	PROSE	E056	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	qokaiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
57	PROSE	E057	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chaiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
58	PROSE	E058	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykain	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
59	PROSE	E059	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykan	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
60	PROSE	E060	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ody	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE>CLOSE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
61	PROSE	E061	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	daiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
62	PROSE	E062	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
63	PROSE	E063	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	talam	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
64	PROSE	E064	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	ykaiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
65	PROSE	E065	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheoar	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	SOURCE_DRAW	WORKSHOP_ACTION_WITH_LOCAL_OWNER
66	PROSE	E066	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	cheeky	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
67	PROSE	E067	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oldy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE>CLOSE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
68	PROSE	E068	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	aiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
69	PROSE	E069	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	okal	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	TARGET_HANDOFF	WORKSHOP_ACTION_WITH_LOCAL_OWNER
70	PROSE	E070	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oltchy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
71	PROSE	E071	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	or	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
72	PROSE	E072	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	y	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
73	PROSE	E073	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	orain	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
74	PROSE	E074	f56r	f56r.5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chochor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
75	PROSE	E075	f56r	f56r.5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
76	PROSE	E076	f56r	f56r.5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chodaly	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	TARGET_HANDOFF	WORKSHOP_ACTION_WITH_LOCAL_OWNER
77	PROSE	E077	f56r	f56r.5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	METER_CHECK	WORKSHOP_ACTION_WITH_LOCAL_OWNER
78	PROSE	E078	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
79	PROSE	E079	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	MOVE_PASS	WORKSHOP_ACTION_WITH_LOCAL_OWNER
80	PROSE	E080	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	otchor	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
81	PROSE	E081	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
82	PROSE	E082	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	dal	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	TARGET_HANDOFF	WORKSHOP_ACTION_WITH_LOCAL_OWNER
83	PROSE	E083	f56r	f56r.8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	schol	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	CONTINUE_USE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
84	PROSE	E084	f56r	f56r.8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
85	PROSE	E085	f56r	f56r.8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
86	PROSE	E086	f56r	f56r.8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cheeckhody	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE>CLOSE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
87	PROSE	E087	f56r	f56r.12	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sh	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
88	PROSE	E088	f56r	f56r.12	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	cho	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
89	PROSE	E089	f56r	f56r.12	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchey	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	HOLD_STATE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
90	PROSE	E090	f56r	f56r.12	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	qokokchy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
91	PROSE	E091	f56r	f56r.13	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	okchy	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
92	PROSE	E092	f56r	f56r.13	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chokcheo	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
93	PROSE	E093	f56r	f56r.13	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	kchal	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	TARGET_HANDOFF	WORKSHOP_ACTION_WITH_LOCAL_OWNER
94	PROSE	E094	f56r	f56r.18	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sho	OWNER>REGISTER>PRIMITIVE>CARD>RENDER	ACTIVATE_CHARGE	WORKSHOP_ACTION_WITH_LOCAL_OWNER
