relation_id	query_locus	representation	edition	query_value	exact_match	best_target_value	best_similarity	matched_rank	matched_denominator	ownership_state	interpretation
F96V_TO_F99R_FRAGMENT94	f99r.46	DIPLOMATIC_SURFACE	ZL3b	tolsasy	0	sosar	0.500000000000	22	26	SINGULAR	NEGATIVE
F96V_TO_F99R_FRAGMENT94	f99r.46	DIPLOMATIC_SURFACE	IT2a	tolsasy	0	chcthosy	0.533333333333	24	26	SINGULAR	NEGATIVE
F96V_TO_F99R_FRAGMENT94	f99r.46	DIPLOMATIC_SURFACE	RF1b	tolsasy	0	chcthosy	0.533333333333	24	26	SINGULAR	NEGATIVE
F96V_TO_F99R_FRAGMENT94	f99r.46	CONSENSUS_FAMILY	ALL_READING_CONSENSUS	QABCACA	0	QJABAC	0.769230769231	15	26	SINGULAR	NEGATIVE
F96V_TO_F100R_FRAGMENT116	f100r.2	DIPLOMATIC_SURFACE	ZL3b	sochorcfhy	0	socthh	0.625000000000	3	5	AMBIGUOUS_CANDIDATE	DESCRIPTIVE_ONLY
F96V_TO_F100R_FRAGMENT116	f100r.3	DIPLOMATIC_SURFACE	ZL3b	otear	0	ytear	0.800000000000	1	5	AMBIGUOUS_CANDIDATE	DESCRIPTIVE_ONLY
F96V_TO_F100R_FRAGMENT116	f100r.2	DIPLOMATIC_SURFACE	IT2a	sochorcfhy	0	socthh	0.625000000000	3	5	AMBIGUOUS_CANDIDATE	DESCRIPTIVE_ONLY
F96V_TO_F100R_FRAGMENT116	f100r.3	DIPLOMATIC_SURFACE	IT2a	otear	0	ytear	0.800000000000	1	5	AMBIGUOUS_CANDIDATE	DESCRIPTIVE_ONLY
F96V_TO_F100R_FRAGMENT116	f100r.2	DIPLOMATIC_SURFACE	RF1b	sochorcfhy	0	socthh	0.625000000000	3	5	AMBIGUOUS_CANDIDATE	DESCRIPTIVE_ONLY
F96V_TO_F100R_FRAGMENT116	f100r.3	DIPLOMATIC_SURFACE	RF1b	otear	0	ytear	0.800000000000	1	5	AMBIGUOUS_CANDIDATE	DESCRIPTIVE_ONLY
F96V_TO_F100R_FRAGMENT116	f100r.2	CONSENSUS_FAMILY	ALL_READING_CONSENSUS	CAKACTA	0	CAACAC	0.769230769231	2	5	AMBIGUOUS_CANDIDATE	DESCRIPTIVE_ONLY
F96V_TO_F100R_FRAGMENT116	f100r.3	CONSENSUS_FAMILY	ALL_READING_CONSENSUS	AQJAC	1	AQJAC	1.000000000000	1	5	AMBIGUOUS_CANDIDATE	AMBIGUOUS_COMMON_FORM_LEAD
