candidate	case_id	edition	partition	locus	operator_id	result_id	operator_raw	result_raw	operation	named_result	required_phase	named_phase	outcome
M001	C001	ZL3b	DISCOVERY	f77r.11	ZL3b|f77r.11|G001	ZL3b|f77r.11|G002	qoteedy	qokaiin	FREEZE	SNOW	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M001	C002	ZL3b	DISCOVERY	f77r.14	ZL3b|f77r.14|G004	ZL3b|f77r.14|G005	qoteedy	qokaiin	FREEZE	SNOW	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M001	C003	ZL3b	DISCOVERY	f77r.14	ZL3b|f77r.14|G007	ZL3b|f77r.14|G008	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M001	C004	ZL3b	DISCOVERY	f77r.26	ZL3b|f77r.26|G002	ZL3b|f77r.26|G003	qokeedy	qokaiin	CONDENSE	SNOW	LIQUID	SOLID	CONTRADICTION
M001	C005	ZL3b	DISCOVERY	f77r.27	ZL3b|f77r.27|G005	ZL3b|f77r.27|G006	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M001	C006	ZL3b	DISCOVERY	f77r.42	ZL3b|f77r.42|G001	ZL3b|f77r.42|G002	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M001	C007	ZL3b	DISCOVERY	f77r.43	ZL3b|f77r.43|G006	ZL3b|f77r.43|G007	qoteedy	qotedy	FREEZE	DEW	SOLID	LIQUID	CONTRADICTION
M001	C008	IT2a	DISCOVERY	f77r.11	IT2a|f77r.11|G001	IT2a|f77r.11|G002	qoteedy	qokaiin	FREEZE	SNOW	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M001	C009	IT2a	DISCOVERY	f77r.14	IT2a|f77r.14|G004	IT2a|f77r.14|G005	qoteedy	qokaiin	FREEZE	SNOW	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M001	C010	IT2a	DISCOVERY	f77r.14	IT2a|f77r.14|G007	IT2a|f77r.14|G008	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M001	C011	IT2a	DISCOVERY	f77r.26	IT2a|f77r.26|G002	IT2a|f77r.26|G003	qokeedy	qokaiin	CONDENSE	SNOW	LIQUID	SOLID	CONTRADICTION
M001	C012	IT2a	DISCOVERY	f77r.27	IT2a|f77r.27|G005	IT2a|f77r.27|G006	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M001	C013	IT2a	DISCOVERY	f77r.42	IT2a|f77r.42|G001	IT2a|f77r.42|G002	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M001	C014	IT2a	DISCOVERY	f77r.43	IT2a|f77r.43|G005	IT2a|f77r.43|G006	qoteedy	qotedy	FREEZE	DEW	SOLID	LIQUID	CONTRADICTION
M001	C015	RF1b	DISCOVERY	f77r.11	RF1b|f77r.11|G001	RF1b|f77r.11|G002	qoteedy	qokaiin	FREEZE	SNOW	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M001	C016	RF1b	DISCOVERY	f77r.14	RF1b|f77r.14|G004	RF1b|f77r.14|G005	qoteedy	qokaiin	FREEZE	SNOW	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M001	C017	RF1b	DISCOVERY	f77r.27	RF1b|f77r.27|G005	RF1b|f77r.27|G006	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M002	C001	ZL3b	DISCOVERY	f77r.11	ZL3b|f77r.11|G001	ZL3b|f77r.11|G002	qoteedy	qokaiin	FREEZE	HAIL	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M002	C002	ZL3b	DISCOVERY	f77r.14	ZL3b|f77r.14|G004	ZL3b|f77r.14|G005	qoteedy	qokaiin	FREEZE	HAIL	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M002	C003	ZL3b	DISCOVERY	f77r.14	ZL3b|f77r.14|G007	ZL3b|f77r.14|G008	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M002	C004	ZL3b	DISCOVERY	f77r.26	ZL3b|f77r.26|G002	ZL3b|f77r.26|G003	qokeedy	qokaiin	CONDENSE	HAIL	LIQUID	SOLID	CONTRADICTION
M002	C005	ZL3b	DISCOVERY	f77r.27	ZL3b|f77r.27|G005	ZL3b|f77r.27|G006	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M002	C006	ZL3b	DISCOVERY	f77r.42	ZL3b|f77r.42|G001	ZL3b|f77r.42|G002	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M002	C007	ZL3b	DISCOVERY	f77r.43	ZL3b|f77r.43|G006	ZL3b|f77r.43|G007	qoteedy	qotedy	FREEZE	DEW	SOLID	LIQUID	CONTRADICTION
M002	C008	IT2a	DISCOVERY	f77r.11	IT2a|f77r.11|G001	IT2a|f77r.11|G002	qoteedy	qokaiin	FREEZE	HAIL	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M002	C009	IT2a	DISCOVERY	f77r.14	IT2a|f77r.14|G004	IT2a|f77r.14|G005	qoteedy	qokaiin	FREEZE	HAIL	SOLID	SOLID	COMPATIBLE_ASSUMPTIONS
M002	C010	IT2a	DISCOVERY	f77r.14	IT2a|f77r.14|G007	IT2a|f77r.14|G008	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M002	C011	IT2a	DISCOVERY	f77r.26	IT2a|f77r.26|G002	IT2a|f77r.26|G003	qokeedy	qokaiin	CONDENSE	HAIL	LIQUID	SOLID	CONTRADICTION
M002	C012	IT2a	DISCOVERY	f77r.27	IT2a|f77r.27|G005	IT2a|f77r.27|G006	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M002	C013	IT2a	DISCOVERY	f77r.42	IT2a|f77r.42|G001	IT2a|f77r.42|G002	qokeedy	qotedy	CONDENSE	DEW	LIQUID	LIQUID	COMPATIBLE_ASSUMPTIONS
M002	C014	IT2a	DISCOVERY	f77r.43	IT2a|f77r.43|G005	IT2a|f77r.43|G006	qoteedy	qotedy	FREEZE	DEW	SOLID	LIQUID	CONTRADICTION
