edition	grammar	paragraph	operation	form	mention	state_form	assumed_meaning	composition_discriminator	reason	row_status
ZL3b	B	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
ZL3b	J	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
ZL3b	M	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
ZL3b	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
ZL3b	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
ZL3b	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
IT2a	B	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
IT2a	J	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
IT2a	M	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
IT2a	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
IT2a	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
IT2a	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
RF1b	B	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
RF1b	J	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
RF1b	M	f6v|f6v.6-f6v.21	f6v.10:2	ychear	f6v.13:5	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
RF1b	B	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
RF1b	J	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
RF1b	M	f24r|f24r.1-f24r.20	f24r.12:1	qokchy	f24r.13:1	oees	gemischt	False	NO_COMPOSITION_OR_PRODUCT_IDENTITY_BOUND	recorded
