dataset	model	folds	sampled_units	balanced_bits_per_unit	gain_vs_uniform_bits	positive_folds_vs_uniform	selection_eligible
COREMA	UNIFORM_PRIOR	6	22394	2.321928094887	0.000000000000	0	NO
COREMA	FREQUENCY_DEGREE	6	22394	2.694761662694	-8349.234917457537	2	YES
COREMA	TOPOLOGY_ONLY	6	22394	2.288841653056	740.937778371105	2	YES
COREMA	FULL_INCIDENCE	6	22394	2.594205333809	-6097.376488420578	3	YES
COREMA	OPAQUE_ID_LOOKUP	6	22394	0.716393115037	35954.350338763972	6	NO
NUREMBERG	UNIFORM_PRIOR	4	40465	1.584962500721	0.000000000000	0	NO
NUREMBERG	FREQUENCY_DEGREE	4	40465	1.536658466485	1954.622745359486	4	YES
NUREMBERG	TOPOLOGY_ONLY	4	40465	1.601371597776	-663.994112314732	1	YES
NUREMBERG	FULL_INCIDENCE	4	40465	1.555292247562	1200.606794099523	3	YES
NUREMBERG	OPAQUE_ID_LOOKUP	4	40465	2.404892205088	-33178.455487209270	0	NO
