world	permuted_class_gain_bits
0	-115.595617893625
1	-65.852623676874
2	-153.833544315501
3	-69.928597635917
4	-117.186940641368
5	-177.023774140747
6	-64.899343245736
7	-101.494842741682
8	-134.056812935873
9	-100.764480978462
10	-101.745716550176
11	-194.824259544730
12	-50.449113405135
13	-147.727046439803
14	-84.020873805326
15	-59.423390039796
16	-57.473173509876
17	-59.289642073774
18	-158.506747771382
19	-63.453274842956
20	-169.296983686516
21	-74.786624874840
22	-107.912356301291
23	-109.973977390953
24	-5.896637037607
25	-109.926297816717
26	-100.136550275900
27	-89.168029050030
28	95.274968328420
29	-112.000852163990
30	-76.826622542656
31	-98.323707062380
32	-163.058445220784
33	-57.959135260928
34	-42.995918410226
35	-86.851664333270
36	-105.668938886258
37	-83.676837852814
38	-64.465730478216
39	-32.138324992200
40	-102.590986859861
41	-206.633498953961
42	-232.115998255875
43	-112.998276869563
44	-9.292815686153
45	-160.525671619886
46	-35.294154780451
47	-58.614208024381
48	-138.055169210151
49	-62.204633630230
50	-90.119917364274
51	-104.684683411171
52	-121.810876486066
53	-34.207970608833
54	-168.168504753274
55	-73.736636285845
56	-80.010966431328
57	-77.315611991085
58	-148.931329935447
59	-108.927079692250
60	-94.485522436153
61	-15.063718969010
62	-134.275347745199
63	-119.291714561135
64	-12.184152838898
65	-222.326988440880
66	-85.195293943827
67	-93.752257074484
68	-107.476900746951
69	-149.511007317764
70	-91.274272775656
71	-64.330177933909
72	-19.370382608526
73	-62.199751519664
74	-135.954668887076
75	-75.204903854559
76	-82.097055764425
77	-135.844609446081
78	-140.969250650916
79	-18.825628249047
80	-125.108559362183
81	-128.804169892035
82	-117.751216909353
83	-165.099495495953
84	-127.139001858719
85	-31.905308584675
86	-84.121307963120
87	-72.809165120125
88	-114.539281437406
89	-177.792046682138
90	-79.493045971787
91	-157.595849718142
92	-40.455607743192
93	-171.850022703562
94	-97.124372359147
95	-45.846207254865
96	-139.742237658786
97	-160.287996720355
98	-77.187632800305
99	-162.364175605937
100	-124.203433411632
101	-82.803923128537
102	-52.373983878810
103	-135.507477186940
104	-137.211614607098
105	-130.671919271939
106	-69.370055023035
107	-58.868574727341
108	-97.317076324078
109	-143.033833892892
110	-210.286117350966
111	-80.462640946724
112	-14.073313714805
113	-163.250082356215
114	-77.263528548581
115	-107.088132186924
116	-53.402209631633
117	-160.929643415751
118	-77.386931180539
119	-140.268286102182
120	-112.566626376996
121	-108.517465148536
122	-160.999456854370
123	-208.690938485714
124	-43.890545579852
125	-95.846428539051
126	-131.219488918476
127	-73.548248533603
128	-84.197001129221
129	-96.179682317816
130	-192.785425204493
131	-81.875286809191
132	-19.691041145568
133	-156.583146902543
134	-150.672216348656
135	-85.933250489092
136	-115.274709030607
137	-26.910146956783
138	-160.439408745850
139	-144.658940586072
140	-67.656617148190
141	-120.447903693392
142	-129.278645316022
143	-98.971344149890
144	-130.379109882379
145	-99.067318725029
146	-114.679772721211
147	-106.277306093441
148	-119.377317754275
149	-152.854877815640
150	-116.676428285020
151	-147.609972552928
152	-80.414296594332
153	-117.983597323684
154	-83.559800475159
155	-185.349105034882
156	-117.802945014897
157	-166.905553948563
158	-77.437465528528
159	-132.652948483214
160	-194.774885567393
161	-103.960475406071
162	-102.539109484060
163	-112.812842963656
164	-126.473777997795
165	-128.756052639794
166	-116.163013207355
167	-191.840922558564
168	28.886660913515
169	-116.865685758465
170	-201.625392458081
171	-106.065274618966
172	-81.719087570767
173	-67.619938680094
174	-117.388722628377
175	-186.915479542840
176	-103.856258025451
177	-180.197511585182
178	-109.777458763710
179	-83.623214420186
180	-153.743094730402
181	-174.427033007400
182	-10.181869922832
183	-56.762456786615
184	-113.779307911900
185	-37.543160971763
186	-150.985412545117
187	-84.118328318335
188	-102.009953338515
189	-61.521117779092
190	-70.773718916840
191	-64.298684133399
192	-87.090128076030
193	-107.494806366987
194	-210.718485282443
195	-106.882889503111
196	-87.019656637720
197	-65.489427786983
198	-133.969903695870
199	-67.216223393967
200	-62.285287535327
201	-65.304286096696
202	-76.060738365799
203	-135.581395591267
204	-170.836821233039
205	-131.144677848089
206	-136.494914005256
207	-106.747891057843
208	-38.990458174398
209	-118.531233411624
210	-162.144729788641
211	-171.143271673449
212	-136.643882015902
213	-64.865699814261
214	-101.941844049077
215	-60.075645451077
216	-128.979559644766
217	-60.214819277287
218	-103.853546907441
219	-166.433375401619
220	-112.766347717516
221	-86.713824435501
222	-127.404910939862
223	-103.154830393883
224	-49.759858757126
225	-25.271139752687
226	-112.411013936275
227	-65.736806590932
228	-83.699643246313
229	-101.269265658637
230	-90.324484575591
231	-74.817371873520
232	0.894168732782
233	-165.178166643760
234	-95.051853337827
235	-86.536988680600
236	-70.109319451185
237	-157.117675231231
238	-141.919415779732
239	-37.768538393197
240	-68.947443183635
241	-51.069441227948
242	-240.781604098214
243	-24.896249292658
244	-182.784735544745
245	-148.965895636502
246	-168.771295336817
247	-191.854145792102
248	-111.474910819801
249	-85.497368317432
250	-143.793025070678
251	-122.764544328107
252	-170.524324292921
253	-120.481547285090
254	-143.983386011081
255	-103.409988974956
256	-164.575059891082
257	-81.290605567592
258	-121.352944149927
259	-54.444526029671
260	18.454319899836
261	-48.024922482182
262	-126.696726788126
263	-145.071119133332
264	-173.243924178823
265	-134.564383223820
266	0.008584180847
267	-191.717995240848
268	-91.309669526825
269	-104.030121684555
270	-60.951960208200
271	-107.355223063896
272	-99.176060591730
273	-124.010180355457
274	-121.202708128782
275	-130.680324613604
276	-79.765040628379
277	-160.294856690220
278	-114.301662603495
279	-141.958183735958
280	-34.412820947466
281	-162.069295962327
282	-94.541960789022
283	-154.982861584918
284	-153.593877852247
285	-115.747498909281
286	-64.600339287485
287	-113.167715461117
288	-132.062580567035
289	-138.306492303949
290	-67.977476851935
291	-115.049112492896
292	-162.410403821465
293	-129.515680144941
294	-60.889836277252
295	-127.843716131792
296	-4.296129204893
297	-114.109661570124
298	-189.402250074883
299	-107.170812290082
300	-170.073681673282
301	-80.955065928378
302	-144.332518180025
303	-153.809125157066
304	-104.158772347939
305	-90.214641551218
306	-66.384799999105
307	-98.836847283063
308	-169.038458536044
309	-216.310195251943
310	-98.841880346081
311	-244.464003838555
312	-155.123583973756
313	-131.593665975641
314	-132.180997056828
315	-48.081633799891
316	-180.604981143166
317	-64.230075011961
318	-79.123968269916
319	-68.708605429703
320	-139.309308538293
321	-153.581579672646
322	-108.554133627717
323	-93.202362359429
324	-51.821047028294
325	-131.341612926182
326	-90.649040568562
327	-134.552190152033
328	-142.940600871974
329	-140.942615374406
330	-106.152530051739
331	-93.961549140353
