occurrence_id	surface	page	locus	section	language	hand	paragraph_line_index	paragraph_start	paragraph_end	line_token_count	written_line_eva	written_body_eva	independent_body_axes	content_present	amount_or_level_present	process_present	quality_or_stage_present	recipe_content_amount_process_triad	reader_exact_body_tokens	independent_axis_body_tokens	suspect_axis_tokens_excluded	primary_role_id	working_candidate_de	alternate_1_de	alternate_2_de	formula_only_render_de	exact_whole_only	body_translation_claimed	confirmed_lexeme
G757-O001	pchor	f9v	f9v.5	H	A	1	1	1	0	9	pchor ypcheey qotor ypchy olcfholy to ar chty daiiin	ypcheey qotor ypchy olcfholy to ar chty daiiin	COLD|AMOUNT|MATERIAL	1	1	0	1	0	7	1	0	RECIPE_OPENING	nimm	Zubereitung / Rezept	für / gegen	nimm: [ypcheey qotor ypchy olcfholy to ar chty daiiin]	1	0	0
G757-O002	pchor	f19r	f19r.1	H	A	1	1	1	0	9	pchor qodchy qotshy dy tchy qotchy qoky daiin dchydy	qodchy qotshy dy tchy qotchy qoky daiin dchydy	COLD|DRY|MOIST|AMOUNT|MATERIAL|PROCESS|BEGIN_STAGE	1	1	1	1	1	6	4	0	RECIPE_OPENING	nimm	Zubereitung / Rezept	für / gegen	nimm: [qodchy qotshy dy tchy qotchy qoky daiin dchydy]	1	0	0
G757-O003	pchor	f21r	f21r.1	H	A	1	1	1	0	9	pchor o eeockhy o fychey ypchey qopcheody otaiin chan	o eeockhy o fychey ypchey qopcheody otaiin chan	NONE	0	0	0	0	0	4	0	0	RECIPE_OPENING	nimm	Zubereitung / Rezept	für / gegen	nimm: [o eeockhy o fychey ypchey qopcheody otaiin chan]	1	0	0
G757-O004	pchor	f52v	f52v.1	H	A	1	1	1	0	7	pchor chcphol cphaiiin otcheor ytor kol chocphar	chcphol cphaiiin otcheor ytor kol chocphar	COLD|DRY|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	1	1	1	1	1	2	1	0	RECIPE_OPENING	nimm	Zubereitung / Rezept	für / gegen	nimm: [chcphol cphaiiin otcheor ytor kol chocphar]	1	0	0
G757-O005	pchor	f83r	f83r.9	B	B	2	1	1	0	9	pchor checphedy qokedy lsheedy qokchdy r shedkedy qopshdy qopy	checphedy qokedy lsheedy qokchdy r shedkedy qopshdy qopy	NONE	0	0	0	0	0	7	0	0	RECIPE_OPENING	nimm	Zubereitung / Rezept	für / gegen	nimm: [checphedy qokedy lsheedy qokchdy r shedkedy qopshdy qopy]	1	0	0
G757-O006	pchor	f86v5	f86v5.27	T	B	2	2	0	0	11	pchor ypchor aiin otar shody pchykar ytar odar oeees aral om	ypchor aiin otar shody pchykar ytar odar oeees aral om	AMOUNT|PART|MATERIAL|PREPARATION|PROCESS|END_STAGE	1	1	1	1	1	10	5	0	RECIPE_OPENING	nimm	Zubereitung / Rezept	für / gegen	nimm: [ypchor aiin otar shody pchykar ytar odar oeees aral om]	1	0	0
G757-O007	pchor	f105v	f105v.18	S	B	3	1	1	0	10	pchor chedaiin okaiin cholkal qolkaiin oltchdy qopchsd opair orair karaim	chedaiin okaiin cholkal qolkaiin oltchdy qopchsd opair orair karaim	NONE	0	0	0	0	0	9	0	0	RECIPE_OPENING	nimm	Zubereitung / Rezept	für / gegen	nimm: [chedaiin okaiin cholkal qolkaiin oltchdy qopchsd opair orair karaim]	1	0	0
G757-O008	ychor	f6v	f6v.8	H	A	1	3	0	0	4	ychor chor okchey qokom	chor okchey qokom	HOT|DRY|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	1	1	1	1	1	3	2	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [chor okchey qokom]	1	0	0
G757-O009	ychor	f9v	f9v.11	H	A	1	7	0	0	4	ychor chshoty oky kaiin	chshoty oky kaiin	NONE	0	0	0	0	0	1	0	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [chshoty oky kaiin]	1	0	0
G757-O010	ychor	f17v	f17v.15	H	A	1	15	0	0	6	ychor cthy cheeky cheo otor oteol	cthy cheeky cheo otor oteol	HOT|COLD|DRY|AMOUNT|MATERIAL|PREPARATION|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	1	1	1	1	1	5	5	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [cthy cheeky cheo otor oteol]	1	0	0
G757-O011	ychor	f19v	f19v.9	H	A	1	2	0	0	7	ychor oky chor ytol chol oky ddor	oky chor ytol chol oky ddor	NONE	0	0	0	0	0	3	0	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [oky chor ytol chol oky ddor]	1	0	0
G757-O012	ychor	f22v	f22v.7	H	A	1	2	0	0	4	ychor chor qokchol chory	chor qokchol chory	HOT|DRY|PART|MATERIAL|BEGIN_STAGE	1	1	0	1	0	3	2	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [chor qokchol chory]	1	0	0
G757-O013	ychor	f23r	f23r.5	H	A	1	2	0	1	11	ychor qokchol ytym chol dair chol ar ol ol dol dain	qokchol ytym chol dair chol ar ol ol dol dain	HOT|DRY|MATERIAL	1	0	0	1	0	9	1	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [qokchol ytym chol dair chol ar ol ol dol dain]	1	0	0
G757-O014	ychor	f24r	f24r.8	H	A	1	8	0	0	6	ychor s om qoear daiin qokeol	s om qoear daiin qokeol	NONE	0	0	0	0	0	5	0	1	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [s om qoear daiin qokeol]	1	0	0
G757-O015	ychor	f45v	f45v.9	H	A	1	5	0	0	7	ychor cthy chol qokom sy sa ykchom	cthy chol qokom sy sa ykchom	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS	1	1	1	1	1	5	2	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [cthy chol qokom sy sa ykchom]	1	0	0
G757-O016	ychor	f86v5	f86v5.20	T	B	2	3	0	0	10	ychor ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil	ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil	PART|MATERIAL	1	1	0	0	0	7	1	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [ar aiin ytaly otaiin ykaiin otal ytar aiin ytaiiil]	1	0	0
G757-O017	ychor	f93r	f93r.28	H	A	1	28	0	0	4	ychor odol chodaiin s	odol chodaiin s	AMOUNT|MATERIAL|PREPARATION|PROCESS	1	1	1	0	1	2	1	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [odol chodaiin s]	1	0	0
G757-O018	ychor	f99r	f99r.52	P	A	1	6	0	1	4	ychor ols or agairom	ols or agairom	MATERIAL	1	0	0	0	0	1	1	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [ols or agairom]	1	0	0
G757-O019	ychor	f102v2	f102v2.35	P	A	1	6	0	0	10	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	sheol por sheeor shekeey qoky cheo teody qokeol daiin	HOT|MOIST|MATERIAL|BEGIN_STAGE	1	0	0	1	0	6	2	1	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [sheol por sheeor shekeey qoky cheo teody qokeol daiin]	1	0	0
G757-O020	ychor	f106r	f106r.9	S	B	3	2	0	1	7	ychor chol qokain chocphol lchedy qocheo qokar	chol qokain chocphol lchedy qocheo qokar	NONE	0	0	0	0	0	6	0	0	ITEM_CONTINUATION	ferner / ebenso	ferner: nimm	nimm	ferner / ebenso: [chol qokain chocphol lchedy qocheo qokar]	1	0	0
G757-O021	polaiin	f79r	f79r.26	B	B	2	1	1	0	8	polaiin olteedy qotchey dykeedy qokchdy opchedy shol ory	olteedy qotchey dykeedy qokchdy opchedy shol ory	COLD|DRY|MATERIAL|CLOSE|MIDDLE_STAGE|END_STAGE	1	0	1	1	0	6	2	0	ENTRY_HEADING	Zubereitung / Rezept	nimm	für / gegen	Zubereitung / Rezept: [olteedy qotchey dykeedy qokchdy opchedy shol ory]	1	0	0
G757-O022	polaiin	f102r1	f102r1.3	P	A	1	1	1	0	7	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	shocthy qoteol loiiin oteeor cpheodar sholdaiin	NONE	0	0	0	0	0	6	0	0	ENTRY_HEADING	Zubereitung / Rezept	nimm	für / gegen	Zubereitung / Rezept: [shocthy qoteol loiiin oteeor cpheodar sholdaiin]	1	0	0
G757-O023	polaiin	f108v	f108v.5	S	B	3	1	1	0	11	polaiin okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam	okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam	COLD|DRY|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	1	0	1	1	0	6	1	0	ENTRY_HEADING	Zubereitung / Rezept	nimm	für / gegen	Zubereitung / Rezept: [okedain okal otchedy qokeedy raraiin o keedy qokar qokal dam]	1	0	0
G757-O024	polaiin	f113v	f113v.10	S	B	3	1	1	0	14	polaiin oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro	COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	1	1	1	1	1	7	2	0	ENTRY_HEADING	Zubereitung / Rezept	nimm	für / gegen	Zubereitung / Rezept: [oteol otedyar aral kedy qokeedy olar aiin kchey dal otor ar opchey ro]	1	0	0
G757-O025	polaiin	f113v	f113v.21	S	B	3	1	1	0	12	polaiin otar qotain chtol tarol cheol kaiin chp kcheos okar aar lo	otar qotain chtol tarol cheol kaiin chp kcheos okar aar lo	HOT|COLD|DRY|MATERIAL|LEVEL_III	1	1	0	1	0	8	2	0	ENTRY_HEADING	Zubereitung / Rezept	nimm	für / gegen	Zubereitung / Rezept: [otar qotain chtol tarol cheol kaiin chp kcheos okar aar lo]	1	0	0
G757-O026	polaiin	f113v	f113v.45	S	B	3	1	1	0	11	polaiin arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram	MOIST|AMOUNT|PART|MATERIAL|PROCESS|MIDDLE_STAGE	1	1	1	1	1	7	2	1	ENTRY_HEADING	Zubereitung / Rezept	nimm	für / gegen	Zubereitung / Rezept: [arol shear okeeeody ls ar lkeey opchedy qokchdy ota aram]	1	0	0
G757-O027	polaiin	f113v	f113v.47	S	B	3	1	1	0	11	polaiin ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy	NONE	0	0	0	0	0	8	0	0	ENTRY_HEADING	Zubereitung / Rezept	nimm	für / gegen	Zubereitung / Rezept: [ksheeol lkaiin tair shey qotain ar akal shey qopchedy ldy]	1	0	0
G757-O028	pol	f22r	f22r.1	H	A	1	1	1	0	11	pol olshy fcholy shol dpchy oty okoly daiin opchy s ocphy	olshy fcholy shol dpchy oty okoly daiin opchy s ocphy	MOIST|MATERIAL|PROCESS	1	0	1	1	0	8	1	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [olshy fcholy shol dpchy oty okoly daiin opchy s ocphy]	1	0	0
G757-O029	pol	f77r	f77r.38	B	B	2	1	1	0	9	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	HOT|DRY|MOIST|MATERIAL|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE|LEVEL_III	1	1	1	1	1	6	5	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [shedy qoeedy qokaiin chcphey qol ltaiin shedy qol]	1	0	0
G757-O030	pol	f79r	f79r.21	B	B	2	1	1	0	8	pol shar sharpchey otshey okaos aiin okshey dalkeeeyry	shar sharpchey otshey okaos aiin okshey dalkeeeyry	HOT|MOIST|PREPARATION|MIDDLE_STAGE	1	0	0	1	0	4	1	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [shar sharpchey otshey okaos aiin okshey dalkeeeyry]	1	0	0
G757-O031	pol	f79r	f79r.38	B	B	2	4	0	1	4	pol olkeeey sheol qokeey	olkeeey sheol qokeey	HOT|MOIST|MATERIAL|END_STAGE	1	0	0	1	0	3	2	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [olkeeey sheol qokeey]	1	0	0
G757-O032	pol	f79v	f79v.37	B	B	2	1	1	0	9	pol ol shal kain okeey lkeey qokal otchsdy okeshdy	ol shal kain okeey lkeey qokal otchsdy okeshdy	NONE	0	0	0	0	0	7	0	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [ol shal kain okeey lkeey qokal otchsdy okeshdy]	1	0	0
G757-O033	pol	f80v	f80v.42	B	B	2	5	0	0	11	pol ol aiin olkal shar shedy qokol chdy ldol dar al	ol aiin olkal shar shedy qokol chdy ldol dar al	HOT|MOIST|PART|MATERIAL|PROCESS	1	1	1	1	1	7	2	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [ol aiin olkal shar shedy qokol chdy ldol dar al]	1	0	0
G757-O034	pol	f82v	f82v.30	B	B	2	3	0	0	10	pol olor chey qokain shedy qokaiin olchesy ol r aindar	olor chey qokain shedy qokaiin olchesy ol r aindar	NONE	0	0	0	0	0	5	0	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [olor chey qokain shedy qokaiin olchesy ol r aindar]	1	0	0
G757-O035	pol	f86v6	f86v6.19	T	B	2	7	0	1	7	pol sheopchey pchecfhey or aiiin qokaiin cholkar	sheopchey pchecfhey or aiiin qokaiin cholkar	HOT|DRY|PART	0	1	0	1	0	5	1	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [sheopchey pchecfhey or aiiin qokaiin cholkar]	1	0	0
G757-O036	pol	f103v	f103v.20	S	B	3	1	1	0	11	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain	char otar okaiin shay oteal okain qotal shedy qokeey lolain	HOT|COLD|MATERIAL|PREPARATION|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	1	0	0	1	0	7	3	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [char otar okaiin shay oteal okain qotal shedy qokeey lolain]	1	0	0
G757-O037	pol	f107v	f107v.43	S	B	3	1	1	0	11	pol keeeo kaiisr qokeey chckhy lkchaly lkeey opchey rar aiin cheokaly	keeeo kaiisr qokeey chckhy lkchaly lkeey opchey rar aiin cheokaly	HOT|END_STAGE	0	0	0	1	0	9	1	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [keeeo kaiisr qokeey chckhy lkchaly lkeey opchey rar aiin cheokaly]	1	0	0
G757-O038	pol	f113v	f113v.42	S	B	3	1	1	0	13	pol keeo dy qoeees aiin or aiin oteol fchedy otchey dar otakeol ol	keeo dy qoeees aiin or aiin oteol fchedy otchey dar otakeol ol	COLD|AMOUNT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	1	1	1	1	1	8	2	0	ENTRY_HEADING	Zubereitung / Eintrag	für / gegen	nimm	Zubereitung / Eintrag: [keeo dy qoeees aiin or aiin oteol fchedy otchey dar otakeol ol]	1	0	0
G757-O039	ycheol	f17v	f17v.9	H	A	1	9	0	0	5	ycheol shol kchol choltaiin ol	shol kchol choltaiin ol	HOT|DRY	0	0	0	1	0	4	1	0	PROCESS_CONTINUATION	danach	ferner	zum Schluss	danach: [shol kchol choltaiin ol]	1	0	0
G757-O040	ycheol	f24v	f24v.7	H	A	1	2	0	0	4	ycheol daid dar olom	daid dar olom	NONE	0	0	0	0	0	3	0	0	PROCESS_CONTINUATION	danach	ferner	zum Schluss	danach: [daid dar olom]	1	0	0
