damage_id	intended_case	candidate_case	visible_cards	card_overlap	unexplained_visible_cards	testable_precedence_edges	supported_precedence_edges	violated_precedence_edges	score_key	complete_subset_fit
C1_PRIMARY_CUE_REMOVED	C1	C1	5	5	0	4	4	0	0|-5|0|-4	YES
C1_PRIMARY_CUE_REMOVED	C1	C2	5	1	4	0	0	0	4|-1|0|0	NO
C1_PRIMARY_CUE_REMOVED	C1	C3	5	4	1	3	3	0	1|-4|0|-3	NO
C1_PRIMARY_CUE_REMOVED	C1	C4	5	2	3	0	0	0	3|-2|0|0	NO
C1_PRIMARY_CUE_REMOVED	C1	C5	5	2	3	0	0	0	3|-2|0|0	NO
C1_FULL_CUE_FAMILY_REMOVED	C1	C1	5	5	0	4	4	0	0|-5|0|-4	YES
C1_FULL_CUE_FAMILY_REMOVED	C1	C2	5	1	4	0	0	0	4|-1|0|0	NO
C1_FULL_CUE_FAMILY_REMOVED	C1	C3	5	4	1	3	3	0	1|-4|0|-3	NO
C1_FULL_CUE_FAMILY_REMOVED	C1	C4	5	2	3	0	0	0	3|-2|0|0	NO
C1_FULL_CUE_FAMILY_REMOVED	C1	C5	5	2	3	0	0	0	3|-2|0|0	NO
C2_PRIMARY_CUE_REMOVED	C2	C1	5	1	4	0	0	0	4|-1|0|0	NO
C2_PRIMARY_CUE_REMOVED	C2	C2	5	5	0	4	4	0	0|-5|0|-4	YES
C2_PRIMARY_CUE_REMOVED	C2	C3	5	1	4	0	0	0	4|-1|0|0	NO
C2_PRIMARY_CUE_REMOVED	C2	C4	5	1	4	0	0	0	4|-1|0|0	NO
C2_PRIMARY_CUE_REMOVED	C2	C5	5	0	5	0	0	0	5|0|0|0	NO
C2_FULL_CUE_FAMILY_REMOVED	C2	C1	3	1	2	0	0	0	2|-1|0|0	NO
C2_FULL_CUE_FAMILY_REMOVED	C2	C2	3	3	0	2	2	0	0|-3|0|-2	YES
C2_FULL_CUE_FAMILY_REMOVED	C2	C3	3	1	2	0	0	0	2|-1|0|0	NO
C2_FULL_CUE_FAMILY_REMOVED	C2	C4	3	1	2	0	0	0	2|-1|0|0	NO
C2_FULL_CUE_FAMILY_REMOVED	C2	C5	3	0	3	0	0	0	3|0|0|0	NO
C3_PRIMARY_CUE_REMOVED	C3	C1	5	4	1	2	2	0	1|-4|0|-2	NO
C3_PRIMARY_CUE_REMOVED	C3	C2	5	1	4	0	0	0	4|-1|0|0	NO
C3_PRIMARY_CUE_REMOVED	C3	C3	5	5	0	4	4	0	0|-5|0|-4	YES
C3_PRIMARY_CUE_REMOVED	C3	C4	5	2	3	0	0	0	3|-2|0|0	NO
C3_PRIMARY_CUE_REMOVED	C3	C5	5	2	3	0	0	0	3|-2|0|0	NO
C3_FULL_CUE_FAMILY_REMOVED	C3	C1	5	4	1	2	2	0	1|-4|0|-2	NO
C3_FULL_CUE_FAMILY_REMOVED	C3	C2	5	1	4	0	0	0	4|-1|0|0	NO
C3_FULL_CUE_FAMILY_REMOVED	C3	C3	5	5	0	4	4	0	0|-5|0|-4	YES
C3_FULL_CUE_FAMILY_REMOVED	C3	C4	5	2	3	0	0	0	3|-2|0|0	NO
C3_FULL_CUE_FAMILY_REMOVED	C3	C5	5	2	3	0	0	0	3|-2|0|0	NO
C4_PRIMARY_CUE_REMOVED	C4	C1	5	2	3	0	0	0	3|-2|0|0	NO
C4_PRIMARY_CUE_REMOVED	C4	C2	5	1	4	0	0	0	4|-1|0|0	NO
C4_PRIMARY_CUE_REMOVED	C4	C3	5	2	3	1	1	0	3|-2|0|-1	NO
C4_PRIMARY_CUE_REMOVED	C4	C4	5	5	0	3	3	0	0|-5|0|-3	YES
C4_PRIMARY_CUE_REMOVED	C4	C5	5	1	4	0	0	0	4|-1|0|0	NO
C4_FULL_CUE_FAMILY_REMOVED	C4	C1	5	2	3	0	0	0	3|-2|0|0	NO
C4_FULL_CUE_FAMILY_REMOVED	C4	C2	5	1	4	0	0	0	4|-1|0|0	NO
C4_FULL_CUE_FAMILY_REMOVED	C4	C3	5	2	3	1	1	0	3|-2|0|-1	NO
C4_FULL_CUE_FAMILY_REMOVED	C4	C4	5	5	0	3	3	0	0|-5|0|-3	YES
C4_FULL_CUE_FAMILY_REMOVED	C4	C5	5	1	4	0	0	0	4|-1|0|0	NO
C5_PRIMARY_CUE_REMOVED	C5	C1	5	2	3	0	0	0	3|-2|0|0	NO
C5_PRIMARY_CUE_REMOVED	C5	C2	5	0	5	0	0	0	5|0|0|0	NO
C5_PRIMARY_CUE_REMOVED	C5	C3	5	2	3	0	0	0	3|-2|0|0	NO
C5_PRIMARY_CUE_REMOVED	C5	C4	5	1	4	0	0	0	4|-1|0|0	NO
C5_PRIMARY_CUE_REMOVED	C5	C5	5	5	0	4	4	0	0|-5|0|-4	YES
C5_FULL_CUE_FAMILY_REMOVED	C5	C1	3	2	1	0	0	0	1|-2|0|0	NO
C5_FULL_CUE_FAMILY_REMOVED	C5	C2	3	0	3	0	0	0	3|0|0|0	NO
C5_FULL_CUE_FAMILY_REMOVED	C5	C3	3	2	1	0	0	0	1|-2|0|0	NO
C5_FULL_CUE_FAMILY_REMOVED	C5	C4	3	1	2	0	0	0	2|-1|0|0	NO
C5_FULL_CUE_FAMILY_REMOVED	C5	C5	3	3	0	1	1	0	0|-3|0|-1	YES
