joint_tuple_id	surfaces	events	event_ids	latest_source_deck	fixed_value_de
0275fbf14e07935b0a45	qokeey	2	E317|E322	B3	länger ansetzen
1645e612504fcef59ced	okain|qokain	2	E341|E352	B3	eine Portion zugeben
276a7c2d74d1143446f4	qoky	1	E323	B3	verwende dies
2f1c5e56e8f0ff459065	saiin	2	E332|E338	B3	Mass
6f7ff8287eddf4da9fdb	chdy|chedy	3	E319|E328|E342	B3	dies umsetzen
7a4bb8136330ee4e6e56	or	1	E348	B3	Ansatz
7d25241b0e56c836372a	qokeedy	2	E315|E329	B3	länger ansetzen; Schluss
7db18b2f0fb7ed0fcfd3	qokedy	2	E318|E335	B3	kurz ansetzen; Schluss
90bcf0a9ec0ef56399e6	otal	1	E320	B3	Folgestelle
94df4847b7b16c98394a	qolkain	1	E358	B1	weitere Portion
9da1b6ac2c929daea697	kain	1	E354	B3	eine Portion
b5df9126607030b95175	shey	1	E353	B2	Klarauszug
b921a237be883a820352	chey	1	E349	B3	dies
bc4f1f5c006c74a4d26d	shedy	4	E325|E336|E347|E361	B3	kurz absetzen; Schluss
d68bc8de3bcee09db23c	shckhedy	2	E330|E331	B1	seihen; Schluss
d904bf7b044dd3922781	cheky	1	E339	B1	kurz wärmen
dcda95c81a5460feb191	sol|tol	2	E324|E343	B3	fortsetzen
dd0ecaf5e27d81befffc	dal	1	E359	B3	Stelle
de7321bface5628e35d6	lchedy	2	E345|E357	B3	hinausführen; Schluss
