joint_tuple_id	surface	events	event_ids	value_de
1b1ffdd869fb1429ad03	oldy	1	E337	fortsetzen; Schluss
21ed2873b71e57269c08	chckhal	1	E355	Dauer
232195d6ff2f326322f7	qokol	1	E346	Fortsetzung einsetzen
2c1a5fd92b9e3c762242	cheeky	1	E333	länger wärmen
42cdc187d5b9ffc60063	solkey	1	E356	kurz auffangen
53cd0637c6820ba5e91f	dain	1	E327	Tuch
883a6708116c342cb10b	skar	1	E360	Warmausguss
8aedd154964a78e555d6	dairydy	1	E351	Wasserlauf schließen; Schluss
92e43836d82f98bf02d3	sheey	1	E334	erste Öffnung
b958a512ca6a3559e86e	lkedy	1	E344	zweite Waschung; Schluss
daf32e6db9e04413ce7f	okeeol	1	E340	mit Vorigem länger fortsetzen
e2eb77ca9d9e1a8ba29a	qolchey	1	E316	Arbeitsbecken
eb2e4bc143f623ee03ac	qokylddy	1	E326	Posten befestigen; Schluss
ecce30bc8dcc400bf2c8	qockhey	1	E350	über der Stelle
faf321940aed922846a9	otchey	1	E321	Folgeposten
