page	locus	target_surfaces	zl3b_line	v25_tokenwise_de	v26_tokenwise_de	v26_working_reading_de	complete_v26
f100v	f100v.15	dair	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	Samenportion | trocken am Ende des Grades | [dair:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qoolkeey:?] | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | [qokeol:?] | [chotol:?] | [s:?]	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | [qoolkeey:?] | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | [qokeol:?] | [chotol:?] | [s:?]	Samenportion; trocken am Ende des Grades; abgemessene Fraktion II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trockener Drogenstoff; [qoolkeey:?]; trocken; nominal trockenes Gut/Material; trocken am Ende des Grades; [qokeol:?]; [chotol:?]; [s:?]	False
f100v	f100v.19	chckhey	sain cheokeos chockhy chocthey keody choor chckhey du	[sain:?] | [cheokeos:?] | [chockhy:?] | [chocthey:?] | [keody:?] | [choor:?] | [chckhey:?] | [du:?]	[sain:?] | [cheokeos:?] | [chockhy:?] | [chocthey:?] | [keody:?] | [choor:?] | trockene Arzneimischung in der Gradmitte | [du:?]	[sain:?]; [cheokeos:?]; [chockhy:?]; [chocthey:?]; [keody:?]; [choor:?]; trockene Arzneimischung in der Gradmitte; [du:?]	False
f102v1	f102v1.13	toiin	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	[toiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Portion | Ansatzmenge III | trocken am Ende des Grades | Samendroge: Mengenklasse III	kalte Zubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Portion | Ansatzmenge III | trocken am Ende des Grades | Samendroge: Mengenklasse III	kalte Zubereitung, Form III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; [qkol:?]; trockener Drogenstoff; Qualitätsgrad III; heiße Portion; Ansatzmenge III; trocken am Ende des Grades; Samendroge: Mengenklasse III	False
f102v1	f102v1.19	dair	foidaiin dair or sheol okeeol qoteol oroey olkey	[foidaiin:?] | [dair:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | feuchtes Material | [okeeol:?] | [qoteol:?] | [oroey:?] | [olkey:?]	[foidaiin:?] | abgemessene Fraktion II | Teil-/Nominalträger; genaue Basisbedeutung offen | feuchtes Material | [okeeol:?] | [qoteol:?] | [oroey:?] | [olkey:?]	[foidaiin:?]; abgemessene Fraktion II; Teil-/Nominalträger; genaue Basisbedeutung offen; feuchtes Material; [okeeol:?]; [qoteol:?]; [oroey:?]; [olkey:?]	False
f102v1	f102v1.9	dar	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	[teody:?] | [ckheey:?] | [qokeol:?] | [sheky:?] | [qockheor:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | [dar:?]	[teody:?] | [ckheey:?] | [qokeol:?] | [sheky:?] | [qockheor:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | abgemessene Fraktion I	[teody:?]; [ckheey:?]; [qokeol:?]; [sheky:?]; [qockheor:?]; Teil-/Nominalträger; genaue Basisbedeutung offen; trocken angesetzte Zubereitung; trockener Wurzel/Wurzeldrogestoff/Trockengut; [qoteor:?]; abgemessene Fraktion I	False
f102v2	f102v2.32	dar	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	[dar:?] | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	abgemessene Fraktion I | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	abgemessene Fraktion I; trockener Drogenteil; [shoar:?]; [okeol:?]; [shoy:?]; [s:?]; [ar:?]; heißer Ansatz am Anfang des Grades; [cheeor:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; Saatgut in Grundform	False
f102v2	f102v2.38	dar	dar cheey ckheey qokeor okey chos sho ykeey okeeo rain	[dar:?] | trocken am Ende des Grades | [ckheey:?] | [qokeor:?] | heißer Ansatz in der Mitte des Grades | [chos:?] | feuchter Ansatz | [ykeey:?] | [okeeo:?] | [rain:?]	abgemessene Fraktion I | trocken am Ende des Grades | [ckheey:?] | [qokeor:?] | heißer Ansatz in der Mitte des Grades | [chos:?] | feuchter Ansatz | [ykeey:?] | [okeeo:?] | [rain:?]	abgemessene Fraktion I; trocken am Ende des Grades; [ckheey:?]; [qokeor:?]; heißer Ansatz in der Mitte des Grades; [chos:?]; feuchter Ansatz; [ykeey:?]; [okeeo:?]; [rain:?]	False
f103r	f103r.11	dar	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky	[dar:?] | kalter Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | [lolshedy:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | [qorain:?] | feucht in der Mitte des Grades | [otoy:?] | [qokeol:?] | heiß in der Mitte des Grades | [dayky:?]	abgemessene Fraktion I | kalter Ansatz am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | [lolshedy:?] | heiß im Zubereitungsrahmen, Grad II | trocken in der Mitte des Grades | [qorain:?] | feucht in der Mitte des Grades | [otoy:?] | [qokeol:?] | heiß in der Mitte des Grades | [dayky:?]	abgemessene Fraktion I; kalter Ansatz am Ende des Grades; kalt im Zubereitungsrahmen, Grad II; [lolshedy:?]; heiß im Zubereitungsrahmen, Grad II; trocken in der Mitte des Grades; [qorain:?]; feucht in der Mitte des Grades; [otoy:?]; [qokeol:?]; heiß in der Mitte des Grades; [dayky:?]	False
f103r	f103r.17	chckhy	sar shey qokey keedy qokeey chckhy qokal oty or aiin	Samenfraktion I | feucht in der Mitte des Grades | heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | [chckhy:?] | heiße Substanz | kalter Ansatz am Anfang des Grades | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III	Samenfraktion I | feucht in der Mitte des Grades | heiß in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades | trockene Arzneimischung am Gradanfang | heiße Substanz | kalter Ansatz am Anfang des Grades | Teil-/Nominalträger; genaue Basisbedeutung offen | Menge III	Samenfraktion I; feucht in der Mitte des Grades; heiß in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades; trockene Arzneimischung am Gradanfang; heiße Substanz; kalter Ansatz am Anfang des Grades; Teil-/Nominalträger; genaue Basisbedeutung offen; Menge III	True
f103r	f103r.23	chckhy	daiin sheckhy lchedy chckhy shol	Grad-/Maßwert III | [sheckhy:?] | getrocknetes Drogenholz | [chckhy:?] | feucht; nominal feuchtes Gut/Material	Grad-/Maßwert III | [sheckhy:?] | getrocknetes Drogenholz | trockene Arzneimischung am Gradanfang | feucht; nominal feuchtes Gut/Material	Grad-/Maßwert III; [sheckhy:?]; getrocknetes Drogenholz; trockene Arzneimischung am Gradanfang; feucht; nominal feuchtes Gut/Material	False
