audit_id	round	surface	tier	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_support	reader_exact	split_normalized	before_gloss_de	after_gloss_de	known_other_tokens	clean_known_other_tokens	local_before_de	local_after_de	hard_collision	verdict
G649-A01-001	1	shoiin	STRONG_FAMILY_DEFAULT	f10v	f10v.4	H	A	1	2	MEDIAL	qotchytor	daiin	qotchytor shoiin daiin qotchey shy ytor dain	qotchytor shoiin daiin qotchey shcthey ytor dain	qotchytor shoiin daiin qotchey shy ytor dain	ALL_THREE_EXACT	1	1	[shoiin:?]	Feuchtansatz, Form III	4	3	[qotchytor:?] | [shoiin:?] | Grad-/Maßwert III | kalt und trocken in der Mitte des Grades | feucht am Anfang des Grades | [ytor:?] | Menge/Portion II	[qotchytor:?] | Feuchtansatz, Form III | Grad-/Maßwert III | kalt und trocken in der Mitte des Grades | feucht am Anfang des Grades | [ytor:?] | Menge/Portion II	0	FAMILY_CONTEXT_COMPATIBLE
G649-A01-002	1	shoiin	STRONG_FAMILY_DEFAULT	f10v	f10v.6	H	A	1	1	INITIAL	<BOS>	chor	shoiin chor shcthy qoty qotoiin qokol chor aiin	shoiin chor shcthy qoty qotoiin qokol choraiin	shoiin chor shcthy qoty qotoiin qokol choraiin	ALL_THREE_EXACT	1	1	[shoiin:?]	Feuchtansatz, Form III	5	3	[shoiin:?] | Pflanzen-/Reproduktionsteil | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt am Anfang des Grades | [qotoiin:?] | [qokol:?] | Pflanzen-/Reproduktionsteil | Menge III	Feuchtansatz, Form III | Pflanzen-/Reproduktionsteil | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kalt am Anfang des Grades | [qotoiin:?] | [qokol:?] | Pflanzen-/Reproduktionsteil | Menge III	0	FAMILY_CONTEXT_COMPATIBLE
G649-A01-003	1	shoiin	STRONG_FAMILY_DEFAULT	f14r	f14r.1	H	A	1	4	MEDIAL	chopol	daiin	pcho daiin chopol shoiin daiin dain	pchodaiin chopol shoiin daiin dain	pchodaiin chopol shoiin daiin dain	ALL_THREE_EXACT	1	1	[shoiin:?]	Feuchtansatz, Form III	3	2	[pcho:?] | Grad-/Maßwert III | [chopol:?] | [shoiin:?] | Grad-/Maßwert III | Grad-/Maßwert II	[pcho:?] | Grad-/Maßwert III | [chopol:?] | Feuchtansatz, Form III | Grad-/Maßwert III | Grad-/Maßwert II	0	FAMILY_CONTEXT_COMPATIBLE
G649-A01-004	1	shoiin	STRONG_FAMILY_DEFAULT	f20r	f20r.12	H	A	1	1	INITIAL	<BOS>	cheody	shoiin cheody otchey otchy tchy qoteey daiin dar	shoiin cheody otchey otchy tchy qoteey daiin dar	shoiin cheody otchey otchy tchy qoteey daiin dar	ALL_THREE_EXACT	1	1	[shoiin:?]	Feuchtansatz, Form III	6	6	[shoiin:?] | getrockneter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt am Ende des Grades | Grad-/Maßwert III | [dar:?]	Feuchtansatz, Form III | getrockneter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt am Ende des Grades | Grad-/Maßwert III | [dar:?]	0	FAMILY_CONTEXT_COMPATIBLE
G649-A01-005	1	shoiin	STRONG_FAMILY_DEFAULT	f28v	f28v.5	H	A	1	5	MEDIAL	chkaiin	qotchey	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	ALL_THREE_EXACT	1	1	[shoiin:?]	Feuchtansatz, Form III	7	7	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | heiß-trocken, Grad III | [shoiin:?] | kalt und trocken in der Mitte des Grades | kalt und feucht in der Mitte des Grades | Grad-/Maßwert IV	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | heiß-trocken, Grad III | Feuchtansatz, Form III | kalt und trocken in der Mitte des Grades | kalt und feucht in der Mitte des Grades | Grad-/Maßwert IV	0	FAMILY_CONTEXT_COMPATIBLE
G649-A01-006	1	shoiin	STRONG_FAMILY_DEFAULT	f85r1	f85r1.16	T	B	2	1	INITIAL	<BOS>	qokar	shoiin qokar okar y cheey	shoiin qokar okary cheey	shoiin qok r okar y cheey	ALL_THREE_EXACT	1	1	[shoiin:?]	Feuchtansatz, Form III	2	1	[shoiin:?] | heiße Portion | [okar:?] | [y:?] | trocken am Ende des Grades	Feuchtansatz, Form III | heiße Portion | [okar:?] | [y:?] | trocken am Ende des Grades	0	SHORT_OR_OPAQUE_CONTEXT
G649-A02-001	2	toiin	PROVISIONAL_LOW_N_FAMILY_DEFAULT	f102v1	f102v1.13	P	A	1	1	INITIAL	<BOS>	ol	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	toiin ol aiin qkol cheol daiin qokar oaiin cheey saiim	ALL_THREE_EXACT	1	1	[toiin:?]	kalte Zubereitung, Form III	8	6	[toiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Portion | Ansatzmenge III | trocken am Ende des Grades | Samendroge: Mengenklasse III	kalte Zubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Portion | Ansatzmenge III | trocken am Ende des Grades | Samendroge: Mengenklasse III	0	FAMILY_CONTEXT_COMPATIBLE
G649-A02-002	2	toiin	PROVISIONAL_LOW_N_FAMILY_DEFAULT	f9r	f9r.3	H	A	1	1	INITIAL	<BOS>	cphy	toiin cphy qotod otaiin cthy okor chey ctho d ram	toiin cphy qotod otaiin cthy okor chey cthod ram	toiin cphy qotod otaiin cthy okor chey cthod ram	ALL_THREE_EXACT	1	1	[toiin:?]	kalte Zubereitung, Form III	4	4	[toiin:?] | [cphy:?] | [qotod:?] | kalt im Zubereitungsrahmen, Grad III | CTH-Drogenmaterial | [okor:?] | trocken in der Mitte des Grades | [ctho:?] | [d:?] | Wurzel/Wurzeldroge: Maß-/Einheitsform I	kalte Zubereitung, Form III | [cphy:?] | [qotod:?] | kalt im Zubereitungsrahmen, Grad III | CTH-Drogenmaterial | [okor:?] | trocken in der Mitte des Grades | [ctho:?] | [d:?] | Wurzel/Wurzeldroge: Maß-/Einheitsform I	0	FAMILY_CONTEXT_COMPATIBLE
G649-A03-001	3	dar	STRONG_FAMILY_DEFAULT	f102v1	f102v1.9	P	A	1	10	FINAL	qoteor	<EOS>	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor os cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor or cheo r chol qoteor dar	ALL_THREE_EXACT	1	1	[dar:?]	abgemessene Fraktion I	3	1	[teody:?] | [ckheey:?] | [qokeol:?] | [sheky:?] | [qockheor:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | [dar:?]	[teody:?] | [ckheey:?] | [qokeol:?] | [sheky:?] | [qockheor:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | abgemessene Fraktion I	0	SHORT_OR_OPAQUE_CONTEXT
G649-A03-002	3	dar	STRONG_FAMILY_DEFAULT	f102v2	f102v2.32	P	A	1	1	INITIAL	<BOS>	cheor	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	dar cheor sheor okeol shoy s ar oky cheeor ol daiin sy	dor cheos sho r okeol shoy s ar oky cheeor ol daiin sy	READER_VARIANT	0	0	[dar:?]	abgemessene Fraktion I	5	3	[dar:?] | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	abgemessene Fraktion I | trockener Drogenteil | [shoar:?] | [okeol:?] | [shoy:?] | [s:?] | [ar:?] | heißer Ansatz am Anfang des Grades | [cheeor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | Saatgut in Grundform	0	READER_VARIANT_WARNING
