introduced_round	enabled_by_surface	rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
1	shoiin	35	7209200	1	f20r	f20r.12	H	A	1	8	7	1	0	0	1	0.875000	8	8	1	1	shoiin cheody otchey otchy tchy qoteey daiin dar	Feuchtansatz, Form III | getrockneter Ansatz | kalt-trockener Ansatz in der Mitte des Grades | kalt-trockener Ansatz am Anfang des Grades | kalt und trocken am Anfang des Grades | kalt am Ende des Grades | Grad-/Maßwert III | [dar:?]	GDT649:STRONG_FAMILY_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE	8	dar	8	dar	daiin	<EOS>	Fraktion	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Feuchtansatz, Form III; getrockneter Ansatz; kalt-trockener Ansatz in der Mitte des Grades; kalt-trockener Ansatz am Anfang des Grades; kalt und trocken am Anfang des Grades; kalt am Ende des Grades; Grad-/Maßwert III; Fraktion
2	toiin	13	9199000	0	f102v1	f102v1.13	P	A	1	10	9	1	1	1	1	0.900000	9	9	1	0	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	kalte Zubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Portion | Ansatzmenge III | trocken am Ende des Grades | Samendroge: Mengenklasse III	GDT649:PROVISIONAL_LOW_N_FAMILY_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | V13:CONTEXTUAL_VALUE_SERIES | OPEN | GDT642:ROUND_01 | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT637:ATTESTED_LADDER_CELL	KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	4	qkol	4	qkol	daiin	cheol	Material/Zubereitungsstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	kalte Zubereitung, Form III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; Material/Zubereitungsstoff; trockener Drogenstoff; Qualitätsgrad III; heiße Portion; Ansatzmenge III; trocken am Ende des Grades; Samendroge: Mengenklasse III
3	dar	32	7309200	1	f10r	f10r.8	H	A	1	8	7	4	0	0	1	0.875000	8	8	1	1	qotchor chor otol chol cholor chol daiin dar	kalt-trockene Drogenportion | Pflanzen-/Reproduktionsteil | kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [cholor:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | abgemessene Fraktion I	GDT639:ROUND_01 | V13:PART_OR_FORM | GDT648:STRICT_WHOLE_COMPLETION | V13:DRY_OL_FORM | OPEN | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | GDT649:STRONG_FAMILY_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	5	cholor	5	cholor	chol	chol	trocken, Material/Zubereitungsstoff	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt-trockene Drogenportion; Pflanzen-/Reproduktionsteil; kaltes Zubereitungsgut; trocken; nominal trockenes Gut/Material; trocken, Material/Zubereitungsstoff; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; abgemessene Fraktion I
3	dar	70	5199400	0	f18r	f18r.13	H	A	1	6	5	1	1	0	1	0.833333	6	6	1	1	or shaiin cthar cthal okal dar	Teil-/Nominalträger; genaue Basisbedeutung offen | feucht, Grad III | CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I | [cthal:?] | Ansatz aus heißem Rohstoff, Form I | abgemessene Fraktion I	V13:NOMINAL_PART_CARRIER | V13:QUALITY_DEGREE_SERIES | GDT639:ROUND_04 | OPEN | GDT640:ROUND_03 | GDT649:STRONG_FAMILY_DEFAULT	AMBIGUOUS_ACTIVE_RIVAL | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	4	cthal	4	cthal	cthar	okal	Blatt-/Krautgut	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Teil-/Nominalträger; genaue Basisbedeutung offen; feucht, Grad III; CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I; Blatt-/Krautgut; Ansatz aus heißem Rohstoff, Form I; abgemessene Fraktion I
3	dar	46	6199300	0	f75r	f75r.40	B	B	2	7	6	0	0	1	1	0.857143	6	6	1	0	dar shedy qokain shedy dal keedy rshedy	abgemessene Fraktion I | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | feucht in der Mitte des Grades, abgeschlossen | [dal:?] | heiß am Ende des Grades, abgeschlossen | eingeweichte Wurzel	GDT649:STRONG_FAMILY_DEFAULT | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	5	dal	5	dal	shedy	keedy	Rohstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	abgemessene Fraktion I; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad II; feucht in der Mitte des Grades, abgeschlossen; Rohstoff; heiß am Ende des Grades, abgeschlossen; eingeweichte Wurzel
3	dar	2	11198800	0	f77v	f77v.13	B	B	2	12	11	0	0	2	1	0.916667	10	10	1	0	sor sheol chdy qokeedy dar shedy chedy qokal chedy qokey lshedy dal	Samenportion | feuchtes Material | trocken am Anfang des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | abgemessene Fraktion I | feucht in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | heiße Substanz | trocken in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades | eingeweichtes Drogenholz | [dal:?]	V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	12	dal	12	dal	lshedy	<EOS>	Rohstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Samenportion; feuchtes Material; trocken am Anfang des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; abgemessene Fraktion I; feucht in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; heiße Substanz; trocken in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades; eingeweichtes Drogenholz; Rohstoff
3	dar	149	1299800	0	f78r	f78r.44	B	B	2	2	1	0	0	1	1	0.500000	0	0	1	0	dar aloy	abgemessene Fraktion I | [aloy:?]	GDT649:STRONG_FAMILY_DEFAULT | OPEN	READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	2	aloy	2	aloy	dar	<EOS>	Rohstoff, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	abgemessene Fraktion I; Rohstoff, Grundform
3	dar	26	8199100	0	f78v	f78v.8	B	B	2	9	8	1	0	2	1	0.888889	7	7	1	0	qokedy otedy qokain oteedy qokeedy dar okedy dkedy dain	heiß in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | kalter Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | abgemessene Fraktion I | heißer Ansatz in der Mitte des Grades, abgeschlossen | [dkedy:?] | Grad-/Maßwert II	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | GDT647:FAMILY_MIGRATION | OPEN | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED	8	dkedy	8	dkedy	okedy	dain	fertig aufbereitete Form	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	heiß in der Mitte des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad II; kalter Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; abgemessene Fraktion I; heißer Ansatz in der Mitte des Grades, abgeschlossen; fertig aufbereitete Form; Grad-/Maßwert II
3	dar	152	1299800	0	f99v	f99v.5	P	A	1	2	1	0	0	1	1	0.500000	1	1	1	0	dar ary	abgemessene Fraktion I | [ary:?]	GDT649:STRONG_FAMILY_DEFAULT | OPEN	READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	2	ary	2	ary	dar	<EOS>	Fraktion, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	abgemessene Fraktion I; Fraktion, Grundform
4	dair	98	4109500	1	f85r2	f85r2.4	C	B	2	5	4	2	0	0	1	0.800000	5	5	1	1	dair sheo oraiin chol daiin	abgemessene Fraktion II | [sheo:?] | Portion III | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	GDT649:STRONG_FAMILY_DEFAULT | OPEN | V13:TARGET_SURFACE_DEFAULT | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	2	sheo	2	sheo	dair	oraiin	sheo: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	abgemessene Fraktion II; sheo: ungeklärt; Portion III; trocken; nominal trockenes Gut/Material; Qualitätsgrad III
