surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	working_meaning_de	decision
dar	f102v2	f102v2.32	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	dar cheor sheor okeol shoy s ar oky cheeor ol daiin sy	dor cheos sho r okeol shoy s ar oky cheeor ol daiin sy	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f102v2	f102v2.38	dar cheey ckheey qokeor okey chos sho ykeey okeeo rain	dor cheey ckheey qokeor okey chos sho ykeey okeeo raiin	dor cheey ckheey qokeor okey chos sho ykeey okeeo rain	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f103v	f103v.1	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal	pol dar olfchey qoky dy qokeey qokeey daiin okeedaky qotear shedy dal	poldar olfchey qoky dy qokeey qokeey daiin okeedaky qoteiir shedy dal	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f105r	f105r.1	aiin dar chcphy qokeey qopaiin ypcheeey saraisl aiin cheedy aiin arody	paiin dar chcphy qokeey qopaiin ypcheeey saraisl in cheedy kaiin arody	paiindar chcphy qokeey qopaiin ypcheeey saraisl aiin chee aiin arod	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f105v	f105v.33	lsheody tair oteey oteeo o l otaiin okeey qokaiin or aiir al dar	lsheody tair oteey oteeo ol otaiin okeey qokaiin ar aiir al dal	lsheody tair oteey oteeo o l otaiin okeey qokaiin or aiir al dar	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f107v	f107v.22	dar alol olaiin olkal chol chdar	dor alol olaiin olkal chol chdar	dar alol olaiin olkal chol ch ar	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f108v	f108v.9	qokeeo dar chedam chlal okaldain sheed lchedy l keedy ched kel cthdy	qokeeo dal chedam chlal okaldain sheed lchedy lkeedy chedkel cthdy	qokeeo dar chedam chlal okal dain sheed lchedy lkee y che kel cth y	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f115r	f115r.7	dar chedy qotchy chedy chedar shey otain chorar	darchedy qotchy chedy chedar shey otain chorar	dar chedy qotchy chedy chedar shey otain chorar	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f116r	f116r.10	chdin checkhy dar shedy qokeedy shdy rain sheedy cphol r teol chcpham	chdain checkhy dar shedy qokeedy shdy rain sheedy cphol rteol chcpham	chd in checkhy d r shedy qokeedy shdy rain sheedy cphol r teol chcpham	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dar	f116r	f116r.16	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam	ar che y ee y otal al lched shcthy qotey dain otar otarar pam	READER_VARIANT	abgemessene Fraktion I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
