target_surface	left_out_locus	left_out_is_strongest_support_locus	left_out_distinct_signature_channel_count	remaining_support_loci	remaining_channel_occurrence_counts	remaining_channel_locus_counts	channels_lost	all_observed_channels_survive	semantic_identity_credit	component_export_credit
ol	f100v.20	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":3,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":3,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f104r.5	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":6,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":6,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f107r.46	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":3,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":3,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f114r.14	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f116r.20	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f3r.19	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":3,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":3,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f48v.6	0	1	32	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f55v.10	0	1	32	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":7,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f58r.13	1	2	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":1,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":1,""PROCESS"":6,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f75v.41	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":12,""OLY"":2,""PROCESS"":6,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
ol	f75v.48	0	1	32	"{""AMOUNT"":9,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":8,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	"{""AMOUNT"":8,""BOUNDED_VALUE"":0,""CLOSE"":11,""OLY"":2,""PROCESS"":7,""STATE_DRY"":4,""STATE_MOIST"":2,""VALUE"":0}"	[]	1	0	0
