block_class	target_scope	surface	semantic_identity_credit	component_export_credit	note
TARGET_PANEL	ALL_FIVE_TARGETS	ol	0	0	five targets cannot donate meaning
TARGET_PANEL	ALL_FIVE_TARGETS	ckhy	0	0	five targets cannot donate meaning
TARGET_PANEL	ALL_FIVE_TARGETS	pcheey	0	0	five targets cannot donate meaning
TARGET_PANEL	ALL_FIVE_TARGETS	ols	0	0	five targets cannot donate meaning
TARGET_PANEL	ALL_FIVE_TARGETS	otar	0	0	five targets cannot donate meaning
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	acthy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	aiinal	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	air	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	alol	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	arol	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cfhar	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chcfhy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chckhes	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chdam	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cheain	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chean	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	checthey	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chees	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chekar	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chekody	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cheodar	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cheokain	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cheolkaiin	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cheotchey	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chery	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chkag	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chky	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	choar	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	choees	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chokan	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chokar	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chokokor	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chokolg	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chokor	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	choldar	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cholky	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chololy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	choltaiin	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chorar	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chot	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chotain	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chotchey	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chotor	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	chsy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cthd	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	ctheor	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cthody	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	ctholdy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	cthorchy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	daiidy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	daiindy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	daiiny	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	dainol	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	dalain	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	dalchd	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	dalky	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	darala	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	daram	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	darshy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	dchdy	0	0	source-composed wholes blocked before semantic scoring
GDT754_SOURCE_COMPOSED	ALL_FIVE_TARGETS	dcheoty	0	0	source-composed wholes blocked before semantic scoring
