identity_id	target_surface	required_role_model	candidate_class	candidate_label_de	candidate_renderer_de	candidate_status	required_two_axis_signature	required_frame_ids	required_role_won	required_signature_pass	minimum_independent_axis_families	observed_independent_axis_families	observed_independent_axis_count	supporting_pages_with_complete_signature	supporting_page_count	supporting_occurrence_ids_with_complete_signature	supporting_occurrence_count	strongest_support_locus	loo_supporting_pages_with_complete_signature	loo_supporting_page_count	loo_supporting_occurrence_ids_with_complete_signature	loo_supporting_occurrence_count	loo_independent_axis_families	loo_independent_axis_count	passes_total_page_gate	passes_strongest_locus_loo	passes_independent_axis_gate	fatal_counter_signature	fatal_counter_triggered	fatal_counter_reasons	historical_predictions	historical_prediction_count	historical_predictions_create_voynich_evidence	identity_score	identity_gate_pass	identity_selected	failure_reasons	evidence_rationale_de	counterevidence_de	tie_policy_de	default_is_translation	eva_latin_credit	substring_export_credit	confirmed_lexeme	confirmed_plaintext	component_export_credit	identity_rank
I35_CKHY_MIX	ckhy	R02_PROCESS_OPERATION	MIX_PROCESS	mischen oder vermengen	mischen	CURRENT_CONCRETE_DEFAULT	F05_PROCESS_SLOT_FINAL AND F07_LINE_FINAL_OR_CLOSE	"[""F05_PROCESS_SLOT_FINAL"",""F07_LINE_FINAL_OR_CLOSE""]"	0	0	2	"[""TERMINAL_GEOMETRY""]"	1	"[""f17v""]"	1	"[""G769-T0155""]"	1	f17v.5	[]	0	[]	0	[]	0	0	0	0	REPEATED_OWN_AMOUNT_OR_BOUNDED_VALUE_ROLE	0	[]	[]	0	0	0.050000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""REQUIRED_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED""]"	Sechs von 25 exakten Vorkommen stehen zeilenfinal, kein einziges zeileninitial; die Finalrate liegt in der frequenzgematchten 20-bis-30-Kohorte auf Rang 6 von 65, aber nur f17v.5 besitzt einen sauberen linken nominalen Zubereitungspatienten und keinen gebundenen Dosisrahmen	19 Stellen sind medial und das nominale Kompositum bleibt ernst; der Default ist deshalb konkret, aber ersetzbar	Mischen gewinnt nur bei mindestens zwei unabhängigen linken Patienten-/Dosisrahmen nach stärkstem-Locus-Ausschluss	0	0	0	0	0	0	1
I06_CKHY_MIXTURE	ckhy	R01_NOMINAL_SUBSTANCE_PREPARATION	PORTABLE_BASELINE	Mischung oder Kompositum	Mischung/Kompositum	CHALLENGER	ROLE_R01 AND (F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE)	"[""F01_AMOUNT_DIRECT"",""F02_VALUE_DIRECT"",""F11_H1_BOUNDED_VALUE""]"	0	0	1	[]	0	[]	0	[]	0	NONE	[]	0	[]	0	[]	0	0	0	0	NONE	0	[]	"[{""ablate_strongest_locus"":""1"",""candidate_label_de"":""Mischpräparat oder Kompositum"",""candidate_status"":""CURRENT_BASELINE"",""candidate_type"":""COMPOUND_PREPARATION"",""confirmed_lexeme"":0,""counterindications_de"":""Zwei gerichtete Prozessrahmen ohne eigenes Mengen-/Wertfeld nach Ablation."",""creates_voynich_evidence"":0,""eva_latin_credit"":0,""evidence_must_be_target_excluding"":""1"",""historical_analogy_only"":1,""historical_category_fit_credit"":0,""historical_source_id_list"":[""HSR76901"",""HSR76916""],""historical_source_ids"":""HSR76901|HSR76916"",""identity_candidate_class"":""PORTABLE_BASELINE"",""independent_observable_requirements"":[],""independent_voynich_discriminator"":0,""match_basis"":""DECLARED_TYPE_FAMILY"",""minimum_distinct_pages_total"":""2"",""minimum_remaining_support_pages"":""1"",""necessary_observable_frames"":""R01 AND (F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT OR F11_H1_BOUNDED_VALUE)"",""observable_frame_references"":[""F01_AMOUNT_DIRECT"",""F02_VALUE_DIRECT"",""F11_H1_BOUNDED_VALUE""],""prediction_id"":""HIP769009"",""renderer_de"":""Mischpräparat/Kompositum"",""required_role_model"":""R01_NOMINAL_SUBSTANCE_PREPARATION"",""specificity"":""1_BROAD_PREPARATION_CLASS"",""substring_export_credit"":0,""target_and_family_donors_blocked"":""1"",""target_surface"":""ckhy"",""tie_policy_de"":""Ein spezifisches Medium oder ein Vorgang muss eine zusätzliche unabhängige Achse erklären.""}]"	1	0	0.050000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""REQUIRED_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED""]"	Bewahrt den nominalen Anfangsstufen- und Mengenrahmen ohne Mediumbehauptung	Sechs von 25 Vorkommen sind zeilenfinal, keines zeileninitial; der gerichtete Mischvorgang ist daher derzeit stärker	Das Nomen bleibt Rivale, bis der Prozessslot auch die 19 medialen Stellen erklärt	0	0	0	0	0	0	2
I09_CKHY_SOAK	ckhy	R02_PROCESS_OPERATION	SOAK_PROCESS	Einweichen oder Mazerieren	Einweichen/Mazerieren	CHALLENGER	F05_PROCESS_SLOT_FINAL AND F04_MOIST_R2	"[""F04_MOIST_R2"",""F05_PROCESS_SLOT_FINAL""]"	0	0	2	"[""MOIST_STATE""]"	1	[]	0	[]	0	NONE	[]	0	[]	0	[]	0	0	0	0	REPEATED_AMOUNT_OR_BOUND_VALUE_WITHOUT_PROCESS_DIRECTION	0	[]	"[{""ablate_strongest_locus"":""1"",""candidate_label_de"":""Einweichen oder Mazerieren"",""candidate_status"":""CHALLENGER"",""candidate_type"":""SOAK_PROCESS"",""confirmed_lexeme"":0,""counterindications_de"":""Wiederholtes Mengen-, Wert- oder H1-Feld ohne gerichteten Patienten; kein Dauer-/Ruhefeld."",""creates_voynich_evidence"":0,""eva_latin_credit"":0,""evidence_must_be_target_excluding"":""1"",""historical_analogy_only"":1,""historical_category_fit_credit"":0,""historical_source_id_list"":[""HSR76907"",""HSR76908"",""HSR76915""],""historical_source_ids"":""HSR76907|HSR76908|HSR76915"",""identity_candidate_class"":""SOAK_PROCESS"",""independent_observable_requirements"":[""independent_patient_medium_duration_or_rest_frame""],""independent_voynich_discriminator"":0,""match_basis"":""EXACT_CANDIDATE_TYPE"",""minimum_distinct_pages_total"":""2"",""minimum_remaining_support_pages"":""1"",""necessary_observable_frames"":""F05_PROCESS_SLOT_FINAL AND F04_MOIST_R2 AND independent_patient_medium_duration_or_rest_frame"",""observable_frame_references"":[""F04_MOIST_R2"",""F05_PROCESS_SLOT_FINAL""],""prediction_id"":""HIP769013"",""renderer_de"":""Einweichen/Mazerieren"",""required_role_model"":""R02_PROCESS_OPERATION"",""specificity"":""2_PROCESS_IDENTITY"",""substring_export_credit"":0,""target_and_family_donors_blocked"":""1"",""target_surface"":""ckhy"",""tie_policy_de"":""Ohne Patient-Medium-Dauer-Kette bleibt ckhy nominal.""}]"	1	0	0.050000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""REQUIRED_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED""]"	Einweichvorgang braucht gerichteten Patienten und Feucht- oder Ergebnisbindung	Bestehende Evidenz beschreibt ckhy nominal, nicht als Vorgang	Bei Rollengleichstand bleibt ckhy nominal	0	0	0	0	0	0	3
I07_CKHY_WATER	ckhy	R01_NOMINAL_SUBSTANCE_PREPARATION	AQUEOUS_MEDIUM	Wasser	Wasser als Mischmedium	CHALLENGER	F01_AMOUNT_DIRECT AND F04_MOIST_R2	"[""F01_AMOUNT_DIRECT"",""F04_MOIST_R2""]"	0	0	2	"[""MOIST_STATE""]"	1	[]	0	[]	0	NONE	[]	0	[]	0	[]	0	0	0	0	NO_SECOND_PAGE_MOIST_SUPPORT_AFTER_ABLATION	1	"[""NO_SECOND_PAGE_SIGNATURE_AFTER_ABLATION""]"	"[{""ablate_strongest_locus"":""1"",""candidate_label_de"":""Wasser als Mischmedium"",""candidate_status"":""CHALLENGER"",""candidate_type"":""AQUEOUS_MEDIUM"",""confirmed_lexeme"":0,""counterindications_de"":""Außerhalb der Entdeckungsstellen keine wiederholte Feuchtauswahl; kein Quellen- oder Herstellungsrahmen."",""creates_voynich_evidence"":0,""eva_latin_credit"":0,""evidence_must_be_target_excluding"":""1"",""historical_analogy_only"":1,""historical_category_fit_credit"":0,""historical_source_id_list"":[""HSR76904"",""HSR76905""],""historical_source_ids"":""HSR76904|HSR76905"",""identity_candidate_class"":""AQUEOUS_MEDIUM"",""independent_observable_requirements"":[],""independent_voynich_discriminator"":0,""match_basis"":""EXACT_CANDIDATE_TYPE"",""minimum_distinct_pages_total"":""2"",""minimum_remaining_support_pages"":""1"",""necessary_observable_frames"":""F01_AMOUNT_DIRECT AND F04_MOIST_R2 AND F10_PART_OR_CONTENT_R2"",""observable_frame_references"":[""F01_AMOUNT_DIRECT"",""F04_MOIST_R2"",""F10_PART_OR_CONTENT_R2""],""prediction_id"":""HIP769011"",""renderer_de"":""Wasser als Mischmedium"",""required_role_model"":""R01_NOMINAL_SUBSTANCE_PREPARATION"",""specificity"":""3_SPECIFIC_SUBSTANCE"",""substring_export_credit"":0,""target_and_family_donors_blocked"":""1"",""target_surface"":""ckhy"",""tie_policy_de"":""Bei Gleichstand gewinnt Mischpräparat; F04 allein genügt nicht.""}]"	1	0	0.000000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""REQUIRED_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED"",""FATAL_COUNTER_SIGNATURE_TRIGGERED""]"	Ein Wasserwort sollte messbar sein und unabhängig wiederholt in Feuchtrahmen stehen	Der erweiterte GDT762-Pass fand außerhalb der Entdeckung keine Feuchtauswahl	Bei Gleichstand gewinnt I06_CKHY_MIXTURE	0	0	0	0	0	0	4
I08_CKHY_WINE_VINEGAR	ckhy	R01_NOMINAL_SUBSTANCE_PREPARATION	FERMENTED_MEDIUM	Wein oder Essig	Wein- oder Essigmedium	CHALLENGER	F01_AMOUNT_DIRECT AND F04_MOIST_R2 AND F10_PART_OR_CONTENT_R2	"[""F01_AMOUNT_DIRECT"",""F04_MOIST_R2"",""F10_PART_OR_CONTENT_R2""]"	0	0	2	"[""CONTENT_CONTACT"",""MOIST_STATE""]"	2	[]	0	[]	0	NONE	[]	0	[]	0	[]	0	0	0	0	NO_INDEPENDENT_ALCOHOL_OR_ACID_DISCRIMINATOR	1	"[""NO_INDEPENDENT_ALCOHOL_OR_ACID_DISCRIMINATOR""]"	"[{""ablate_strongest_locus"":""1"",""candidate_label_de"":""Wein- oder Essigmedium"",""candidate_status"":""CHALLENGER"",""candidate_type"":""FERMENTED_OR_ACID_MEDIUM"",""confirmed_lexeme"":0,""counterindications_de"":""Kein unabhängiger Alkohol-, Säure-, Geschmacks- oder Zweckanker; kein zweiter Mediumrahmen."",""creates_voynich_evidence"":0,""eva_latin_credit"":0,""evidence_must_be_target_excluding"":""1"",""historical_analogy_only"":1,""historical_category_fit_credit"":0,""historical_source_id_list"":[""HSR76908"",""HSR76913"",""HSR76915""],""historical_source_ids"":""HSR76908|HSR76913|HSR76915"",""identity_candidate_class"":""FERMENTED_MEDIUM"",""independent_observable_requirements"":[""independent_extraction_or_acid_purpose_frame""],""independent_voynich_discriminator"":0,""match_basis"":""DECLARED_TYPE_FAMILY"",""minimum_distinct_pages_total"":""2"",""minimum_remaining_support_pages"":""1"",""necessary_observable_frames"":""F01_AMOUNT_DIRECT AND F10_PART_OR_CONTENT_R2 AND independent_extraction_or_acid_purpose_frame"",""observable_frame_references"":[""F01_AMOUNT_DIRECT"",""F10_PART_OR_CONTENT_R2""],""prediction_id"":""HIP769012"",""renderer_de"":""Wein- oder Essigmedium"",""required_role_model"":""R01_NOMINAL_SUBSTANCE_PREPARATION"",""specificity"":""2_BOUND_SUBSTANCE_CLASS"",""substring_export_credit"":0,""target_and_family_donors_blocked"":""1"",""target_surface"":""ckhy"",""tie_policy_de"":""Wein und Essig bleiben gebunden; bei Gleichstand gewinnt Mischpräparat.""}]"	1	0	0.000000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""REQUIRED_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED"",""FATAL_COUNTER_SIGNATURE_TRIGGERED""]"	Fermentiertes Medium erwartet Menge, Feuchtbindung und Pflanzeninhalt	Kein Alkohol- oder Säureanker trennt Wein von Essig	Wein und Essig bleiben eine gemeinsame Rivalenklasse	0	0	0	0	0	0	5
I29_CKHY_INFUSION_DECOCTION	ckhy	R01_NOMINAL_SUBSTANCE_PREPARATION	INFUSION_OR_DECOCTION	Infusion oder Dekokt	Infusion/Dekokt	CHALLENGER	(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND (F04_MOIST_R2 OR F08_HOT_R2) AND F10_PART_OR_CONTENT_R2	"[""F01_AMOUNT_DIRECT"",""F02_VALUE_DIRECT"",""F04_MOIST_R2"",""F08_HOT_R2"",""F10_PART_OR_CONTENT_R2""]"	0	0	2	"[""CONTENT_CONTACT"",""HOT_STATE"",""MOIST_STATE""]"	3	[]	0	[]	0	NONE	[]	0	[]	0	[]	0	0	0	0	NO_SECOND_PAGE_CONTENT_PLUS_MOIST_OR_HEAT_SIGNATURE	1	"[""NO_SECOND_PAGE_SIGNATURE_AFTER_ABLATION""]"	"[{""ablate_strongest_locus"":""1"",""candidate_label_de"":""Infusion oder Dekokt als Zubereitungsnomen"",""candidate_status"":""CHALLENGER"",""candidate_type"":""INFUSION_DECOCTION_NOUN"",""confirmed_lexeme"":0,""counterindications_de"":""Kein zweiter Pflanzeninhalt-plus-Feucht/Hitze-Rahmen; nur Anfangsposition und Wertnähe."",""creates_voynich_evidence"":0,""eva_latin_credit"":0,""evidence_must_be_target_excluding"":""1"",""historical_analogy_only"":1,""historical_category_fit_credit"":0,""historical_source_id_list"":[""HSR76903"",""HSR76904"",""HSR76906"",""HSR76910""],""historical_source_ids"":""HSR76903|HSR76904|HSR76906|HSR76910"",""identity_candidate_class"":""INFUSION_OR_DECOCTION"",""independent_observable_requirements"":[],""independent_voynich_discriminator"":0,""match_basis"":""DECLARED_TYPE_FAMILY"",""minimum_distinct_pages_total"":""2"",""minimum_remaining_support_pages"":""1"",""necessary_observable_frames"":""(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND F10_PART_OR_CONTENT_R2 AND (F04_MOIST_R2 OR F08_HOT_R2)"",""observable_frame_references"":[""F01_AMOUNT_DIRECT"",""F02_VALUE_DIRECT"",""F04_MOIST_R2"",""F08_HOT_R2"",""F10_PART_OR_CONTENT_R2""],""prediction_id"":""HIP769010"",""renderer_de"":""Aufguss/Dekokt"",""required_role_model"":""R01_NOMINAL_SUBSTANCE_PREPARATION_OR_R03_PRODUCT_RESULT"",""specificity"":""2_PREPARATION_CLASS"",""substring_export_credit"":0,""target_and_family_donors_blocked"":""1"",""target_surface"":""ckhy"",""tie_policy_de"":""Hitze wählt Dekokt, Patient-Medium-Dauer ohne Hitze wählt Infusion; sonst Mischpräparat.""}]"	1	0	0.000000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""REQUIRED_SIGNATURE_FAILED"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED"",""FATAL_COUNTER_SIGNATURE_TRIGGERED""]"	Ein nominales Anfangspräparat kann historisch ein Aufguss oder Absud sein, wenn Menge, Pflanzeninhalt und Feucht- oder Hitzefeld zusammenkommen	GDT762 fand außerhalb der Entdeckungsstellen keine stabile Feuchtauswahl	Bei Scheitern gewinnt I06_CKHY_MIXTURE	0	0	0	0	0	0	6
I36_OL_FIELD_RELATOR	ol	R05_SEQUENCE_FIELD_LINKER	FIELD_RELATOR	Feldrelation oder Mengenanschluss	und/mit; nach einer Menge von/aus	CURRENT_CONCRETE_DEFAULT	F14_MEDIAL_TWO_SIDED_LINKER AND F16_RELATIONAL_AMOUNT_ORDER	"[""F14_MEDIAL_TWO_SIDED_LINKER"",""F16_RELATIONAL_AMOUNT_ORDER""]"	1	1	1	"[""RELATIONAL_AMOUNT_ORDER"",""TWO_SIDED_LINKER_GEOMETRY""]"	2	"[""f48v"",""f55v"",""f78v"",""f85r1"",""f86v6"",""f94v""]"	6	"[""G769-T0220"",""G769-T0232"",""G769-T0336"",""G769-T0451"",""G769-T0452"",""G769-T0473"",""G769-T0506""]"	7	f85r1.13	"[""f48v"",""f55v"",""f78v"",""f86v6"",""f94v""]"	5	"[""G769-T0220"",""G769-T0232"",""G769-T0336"",""G769-T0473"",""G769-T0506""]"	5	"[""RELATIONAL_AMOUNT_ORDER"",""TWO_SIDED_LINKER_GEOMETRY""]"	2	1	1	1	REPEATED_OWN_EXACT_VALUE_OR_BOUNDED_FIELD	0	[]	[]	0	0	1.000000	1	1	[]	Die neun exakten Mengenkontakte verteilen sich nahezu symmetrisch auf ol-vor-Menge und Menge-vor-ol über acht Seiten; wiederholte Folgen wie ol-shey-ol-shey und drei ol in einer Zeile fädeln selbständige Felder aneinander	Mehrfachwiederholung ist unter häufigen Formen nicht ungewöhnlich und beweist allein nichts; die konkrete Präposition muss aus der lokalen Reihenfolge kommen	Im normalen Feld liest der Renderer und oder mit, unmittelbar nach einer Menge von oder aus; I01 bleibt das nominale Gegenmodell	0	0	0	0	0	0	1
I02_OL_OIL	ol	R01_NOMINAL_SUBSTANCE_PREPARATION	LIQUID_OIL	Öl	Öl oder ölige Grundlage	CHALLENGER	F01_AMOUNT_DIRECT AND (F08_HOT_R2 OR F06_TARGET_BEFORE_PROCESS)	"[""F01_AMOUNT_DIRECT"",""F06_TARGET_BEFORE_PROCESS"",""F08_HOT_R2""]"	0	1	2	"[""HOT_STATE"",""MEASURE_VALUE"",""RIGHT_PROCESS_DIRECTION""]"	3	"[""f78v""]"	1	"[""G769-T0336""]"	1	f78v.29	[]	0	[]	0	[]	0	0	0	0	ONLY_ONE_AMOUNT_PLUS_PROCESS_LOCUS OR EVA_SPELLING_ONLY	1	"[""SPELLING_OR_SUBSTRING_ONLY_AFTER_STRUCTURAL_FAILURE""]"	"[{""ablate_strongest_locus"":""1"",""candidate_label_de"":""Öl"",""candidate_status"":""CHALLENGER"",""candidate_type"":""LIQUID_OIL"",""confirmed_lexeme"":0,""counterindications_de"":""Nur ein Mengen-plus-Prozess-Locus; keine zweite Hitze-, Wachs-/Harz-, Salben- oder Anwendungsbindung; EVA-Ähnlichkeit allein."",""creates_voynich_evidence"":0,""eva_latin_credit"":0,""evidence_must_be_target_excluding"":""1"",""historical_analogy_only"":1,""historical_category_fit_credit"":0,""historical_source_id_list"":[""HSR76911"",""HSR76912"",""HSR76913""],""historical_source_ids"":""HSR76911|HSR76912|HSR76913"",""identity_candidate_class"":""LIQUID_OIL"",""independent_observable_requirements"":[""independent_oily_product_or_application_frame""],""independent_voynich_discriminator"":0,""match_basis"":""EXACT_CANDIDATE_TYPE"",""minimum_distinct_pages_total"":""2"",""minimum_remaining_support_pages"":""1"",""necessary_observable_frames"":""F01_AMOUNT_DIRECT AND (F08_HOT_R2 OR F06_TARGET_BEFORE_PROCESS) AND independent_oily_product_or_application_frame"",""observable_frame_references"":[""F01_AMOUNT_DIRECT"",""F06_TARGET_BEFORE_PROCESS"",""F08_HOT_R2""],""prediction_id"":""HIP769006"",""renderer_de"":""Öl oder ölige Grundlage"",""required_role_model"":""R01_NOMINAL_SUBSTANCE_PREPARATION"",""specificity"":""3_SPECIFIC_SUBSTANCE"",""substring_export_credit"":0,""target_and_family_donors_blocked"":""1"",""target_surface"":""ol"",""tie_policy_de"":""Bei Gleichstand gewinnt Pflanzenauszug oder Zubereitungsbasis; sichtbares ol zählt null.""}]"	1	0	0.200000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED"",""FATAL_COUNTER_SIGNATURE_TRIGGERED""]"	Öl ist messbar, erhitzbar und filtrierbar; der Rahmen darf die Identität aber nur über vollständige unabhängige Anker tragen	Keine Feuchtauswahl und bislang nur ein besonders starker ol-s-aiin-oly-Beleg	Bei Gleichstand gewinnt I01_OL_BASE; EVA ol gegen lateinisch oleum zählt null	0	0	0	0	0	0	2
I03_OL_WATER	ol	R01_NOMINAL_SUBSTANCE_PREPARATION	AQUEOUS_SOLVENT	Wasser	Wasser als Ansatzmedium	CHALLENGER	F01_AMOUNT_DIRECT AND (F04_MOIST_R2 OR F09_COLD_R2)	"[""F01_AMOUNT_DIRECT"",""F04_MOIST_R2"",""F09_COLD_R2""]"	0	1	2	"[""COLD_STATE"",""MEASURE_VALUE"",""MOIST_STATE""]"	3	[]	0	[]	0	NONE	[]	0	[]	0	[]	0	0	0	0	NO_SECOND_PAGE_MOIST_OR_COLD_SUPPORT_AFTER_ABLATION	1	"[""NO_SECOND_PAGE_SIGNATURE_AFTER_ABLATION""]"	"[{""ablate_strongest_locus"":""1"",""candidate_label_de"":""Arzneiwasser"",""candidate_status"":""CHALLENGER"",""candidate_type"":""MEDICINAL_WATER"",""confirmed_lexeme"":0,""counterindications_de"":""Nur F04_MOIST_R2 oder F09_COLD_R2 ohne Quelle, Herstellungsprozess oder Stufe."",""creates_voynich_evidence"":0,""eva_latin_credit"":0,""evidence_must_be_target_excluding"":""1"",""historical_analogy_only"":1,""historical_category_fit_credit"":0,""historical_source_id_list"":[""HSR76904"",""HSR76905""],""historical_source_ids"":""HSR76904|HSR76905"",""identity_candidate_class"":""AQUEOUS_SOLVENT"",""independent_observable_requirements"":[""independent_source_or_stage_frame""],""independent_voynich_discriminator"":0,""match_basis"":""DECLARED_TYPE_FAMILY"",""minimum_distinct_pages_total"":""2"",""minimum_remaining_support_pages"":""1"",""necessary_observable_frames"":""(F01_AMOUNT_DIRECT OR F02_VALUE_DIRECT) AND F10_PART_OR_CONTENT_R2 AND (independent_source_or_stage_frame OR F06_TARGET_BEFORE_PROCESS)"",""observable_frame_references"":[""F01_AMOUNT_DIRECT"",""F02_VALUE_DIRECT"",""F06_TARGET_BEFORE_PROCESS"",""F10_PART_OR_CONTENT_R2""],""prediction_id"":""HIP769005"",""renderer_de"":""Arzneiwasser"",""required_role_model"":""R01_NOMINAL_SUBSTANCE_PREPARATION"",""specificity"":""2_PREPARATION_CLASS"",""substring_export_credit"":0,""target_and_family_donors_blocked"":""1"",""target_surface"":""ol"",""tie_policy_de"":""Bei Gleichstand mit Dekokt oder Auszug nur flüssige Zubereitungsbasis ausgeben.""}]"	1	0	0.200000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED"",""FATAL_COUNTER_SIGNATURE_TRIGGERED""]"	Wasser erwartet messbare Medium- und Feucht- oder Kälterahmen	Die bekannte Gesamtverteilung ist nicht feuchtselektiv	Bei Gleichstand mit Wein oder Essig bleibt nur wässriges oder fermentiertes Medium offen	0	0	0	0	0	0	3
I04_OL_WINE	ol	R01_NOMINAL_SUBSTANCE_PREPARATION	FERMENTED_SOLVENT	Wein	Wein als Ansatzmedium	CHALLENGER	F01_AMOUNT_DIRECT AND F04_MOIST_R2 AND F10_PART_OR_CONTENT_R2	"[""F01_AMOUNT_DIRECT"",""F04_MOIST_R2"",""F10_PART_OR_CONTENT_R2""]"	0	1	2	"[""CONTENT_CONTACT"",""MEASURE_VALUE"",""MOIST_STATE""]"	3	[]	0	[]	0	NONE	[]	0	[]	0	[]	0	0	0	0	NO_SECOND_PAGE_CONTENT_PLUS_MOIST_SUPPORT_AFTER_ABLATION	1	"[""NO_SECOND_PAGE_SIGNATURE_AFTER_ABLATION""]"	"[{""ablate_strongest_locus"":""1"",""candidate_label_de"":""Wein"",""candidate_status"":""CHALLENGER"",""candidate_type"":""WINE_SOLVENT"",""confirmed_lexeme"":0,""counterindications_de"":""Kein zweiter Inhalts-/Auszugsrahmen; keine unabhängige Zweckachse; nur allgemeine Feuchtnähe."",""creates_voynich_evidence"":0,""eva_latin_credit"":0,""evidence_must_be_target_excluding"":""1"",""historical_analogy_only"":1,""historical_category_fit_credit"":0,""historical_source_id_list"":[""HSR76908"",""HSR76913"",""HSR76915""],""historical_source_ids"":""HSR76908|HSR76913|HSR76915"",""identity_candidate_class"":""FERMENTED_SOLVENT"",""independent_observable_requirements"":[""independent_extraction_or_ingestion_purpose_frame""],""independent_voynich_discriminator"":0,""match_basis"":""DECLARED_TYPE_FAMILY"",""minimum_distinct_pages_total"":""2"",""minimum_remaining_support_pages"":""1"",""necessary_observable_frames"":""F01_AMOUNT_DIRECT AND F10_PART_OR_CONTENT_R2 AND independent_extraction_or_ingestion_purpose_frame"",""observable_frame_references"":[""F01_AMOUNT_DIRECT"",""F10_PART_OR_CONTENT_R2""],""prediction_id"":""HIP769007"",""renderer_de"":""Wein als Auszugsmedium"",""required_role_model"":""R01_NOMINAL_SUBSTANCE_PREPARATION"",""specificity"":""3_SPECIFIC_SUBSTANCE"",""substring_export_credit"":0,""target_and_family_donors_blocked"":""1"",""target_surface"":""ol"",""tie_policy_de"":""Bei Gleichstand mit Essig keine Einzelidentität ausgeben.""}]"	1	0	0.200000	0	0	"[""REQUIRED_ROLE_DID_NOT_WIN"",""TOTAL_PAGE_GATE_FAILED"",""STRONGEST_LOCUS_LOO_FAILED"",""INDEPENDENT_TWO_AXIS_GATE_FAILED"",""FATAL_COUNTER_SIGNATURE_TRIGGERED""]"	Wein ist als gemessenes Auszugs- oder Einweichmedium mit Pflanzeninhalt historisch plausibel	Kein unabhängiger Alkohol- oder Weinfelderanker vorhanden	Bei Gleichstand mit Essig keine Einzelidentität ausgeben	0	0	0	0	0	0	4
