edition	model	name_hypothesis	title_sector	title_locus	title_raw	definite_assignments	possible_assignments_upper	meaning_confirmed
ZL3b	LM_ONLY	Septentrio	1	f67r2.1	ykshy s aram	0	2112	False
ZL3b	LM_ONLY	Septentrio	2	f67r2.2	ykecho ols eesydy	0	480	False
ZL3b	LM_ONLY	Septentrio	3	f67r2.3	[{c'}:@164;]ey shs okar	0	960	False
ZL3b	LM_ONLY	Septentrio	4	f67r2.4	shekchy sykos	0	2112	False
ZL3b	LM_ONLY	Septentrio	5	f67r2.5	ykeody okchy	0	0	False
ZL3b	LM_ONLY	Septentrio	6	f67r2.6	dchetay	0	6240	False
ZL3b	LM_ONLY	Septentrio	7	f67r2.7	ykchy kchey ykchys	0	2112	False
ZL3b	LM_ONLY	Septentrio	8	f67r2.8	chkchdar	0	3360	False
ZL3b	LM_ONLY	Septentrio	9	f67r2.9	ykar ykaly	0	2112	False
ZL3b	LM_ONLY	Septentrio	10	f67r2.10	lkshy kchy okar	0	960	False
ZL3b	LM_ONLY	Septentrio	11	f67r2.11	chky chykchs chy	0	2112	False
ZL3b	LM_ONLY	Septentrio	12	f67r2.12	ykees ykchos	0	0	False
ZL3b	LM_ONLY	Aquilo	1	f67r2.1	ykshy s aram	0	3936	False
ZL3b	LM_ONLY	Aquilo	2	f67r2.2	ykecho ols eesydy	0	960	False
ZL3b	LM_ONLY	Aquilo	3	f67r2.3	[{c'}:@164;]ey shs okar	0	0	False
ZL3b	LM_ONLY	Aquilo	4	f67r2.4	shekchy sykos	0	3936	False
ZL3b	LM_ONLY	Aquilo	5	f67r2.5	ykeody okchy	0	0	False
ZL3b	LM_ONLY	Aquilo	6	f67r2.6	dchetay	0	960	False
ZL3b	LM_ONLY	Aquilo	7	f67r2.7	ykchy kchey ykchys	0	3936	False
ZL3b	LM_ONLY	Aquilo	8	f67r2.8	chkchdar	0	960	False
ZL3b	LM_ONLY	Aquilo	9	f67r2.9	ykar ykaly	0	3936	False
ZL3b	LM_ONLY	Aquilo	10	f67r2.10	lkshy kchy okar	0	0	False
ZL3b	LM_ONLY	Aquilo	11	f67r2.11	chky chykchs chy	0	3936	False
ZL3b	LM_ONLY	Aquilo	12	f67r2.12	ykees ykchos	0	0	False
ZL3b	LM_ONLY	Vulturnus	1	f67r2.1	ykshy s aram	0	3456	False
ZL3b	LM_ONLY	Vulturnus	2	f67r2.2	ykecho ols eesydy	0	1920	False
ZL3b	LM_ONLY	Vulturnus	3	f67r2.3	[{c'}:@164;]ey shs okar	0	0	False
ZL3b	LM_ONLY	Vulturnus	4	f67r2.4	shekchy sykos	0	3456	False
ZL3b	LM_ONLY	Vulturnus	5	f67r2.5	ykeody okchy	0	240	False
ZL3b	LM_ONLY	Vulturnus	6	f67r2.6	dchetay	0	960	False
ZL3b	LM_ONLY	Vulturnus	7	f67r2.7	ykchy kchey ykchys	0	3456	False
ZL3b	LM_ONLY	Vulturnus	8	f67r2.8	chkchdar	0	1920	False
ZL3b	LM_ONLY	Vulturnus	9	f67r2.9	ykar ykaly	0	3456	False
ZL3b	LM_ONLY	Vulturnus	10	f67r2.10	lkshy kchy okar	0	0	False
ZL3b	LM_ONLY	Vulturnus	11	f67r2.11	chky chykchs chy	0	3456	False
ZL3b	LM_ONLY	Vulturnus	12	f67r2.12	ykees ykchos	0	240	False
ZL3b	LM_ONLY	Subsolanus	1	f67r2.1	ykshy s aram	0	0	False
ZL3b	LM_ONLY	Subsolanus	2	f67r2.2	ykecho ols eesydy	0	0	False
ZL3b	LM_ONLY	Subsolanus	3	f67r2.3	[{c'}:@164;]ey shs okar	0	10080	False
ZL3b	LM_ONLY	Subsolanus	4	f67r2.4	shekchy sykos	0	0	False
ZL3b	LM_ONLY	Subsolanus	5	f67r2.5	ykeody okchy	0	0	False
ZL3b	LM_ONLY	Subsolanus	6	f67r2.6	dchetay	0	2400	False
ZL3b	LM_ONLY	Subsolanus	7	f67r2.7	ykchy kchey ykchys	0	0	False
ZL3b	LM_ONLY	Subsolanus	8	f67r2.8	chkchdar	0	0	False
ZL3b	LM_ONLY	Subsolanus	9	f67r2.9	ykar ykaly	0	0	False
ZL3b	LM_ONLY	Subsolanus	10	f67r2.10	lkshy kchy okar	0	10080	False
ZL3b	LM_ONLY	Subsolanus	11	f67r2.11	chky chykchs chy	0	0	False
