page	physical_folio	canvas_id	canvas_label	canvas_width	canvas_height	image_service_id	review_image_url	mapping_basis	formal_access_state
f100r	f100	1006248	100r	2676	3756	https://collections.library.yale.edu/iiif/2/1006248	https://collections.library.yale.edu/iiif/2/1006248/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f102v2	f102	1006252	102v (part)	2981	3795	https://collections.library.yale.edu/iiif/2/1006252	https://collections.library.yale.edu/iiif/2/1006252/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f102v2	f102	1006253	102v (part)	2838	3697	https://collections.library.yale.edu/iiif/2/1006253	https://collections.library.yale.edu/iiif/2/1006253/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f58r	f58	1006188	58r	2793	3749	https://collections.library.yale.edu/iiif/2/1006188	https://collections.library.yale.edu/iiif/2/1006188/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f67r2	f67	1006194	67r	4972	3738	https://collections.library.yale.edu/iiif/2/1006194	https://collections.library.yale.edu/iiif/2/1006194/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f67v2	f67	1006195	67v	5059	3753	https://collections.library.yale.edu/iiif/2/1006195	https://collections.library.yale.edu/iiif/2/1006195/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f68r1	f68	1006196	68r	7993	3828	https://collections.library.yale.edu/iiif/2/1006196	https://collections.library.yale.edu/iiif/2/1006196/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f68r2	f68	1006196	68r	7993	3828	https://collections.library.yale.edu/iiif/2/1006196	https://collections.library.yale.edu/iiif/2/1006196/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f70v2	f70	1006200	70v (part)	3945	3772	https://collections.library.yale.edu/iiif/2/1006200	https://collections.library.yale.edu/iiif/2/1006200/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f70v2	f70	1006201	70v (part)	2979	3700	https://collections.library.yale.edu/iiif/2/1006201	https://collections.library.yale.edu/iiif/2/1006201/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f75v	f75	1006209	75v	2868	3735	https://collections.library.yale.edu/iiif/2/1006209	https://collections.library.yale.edu/iiif/2/1006209/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f82r	f82	1006222	82r	2753	3745	https://collections.library.yale.edu/iiif/2/1006222	https://collections.library.yale.edu/iiif/2/1006222/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f82v	f82	1006223	82v	2821	3709	https://collections.library.yale.edu/iiif/2/1006223	https://collections.library.yale.edu/iiif/2/1006223/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f83r	f83	1006224	83r	2753	3745	https://collections.library.yale.edu/iiif/2/1006224	https://collections.library.yale.edu/iiif/2/1006224/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f83v	f83	1006225	83v	2858	3693	https://collections.library.yale.edu/iiif/2/1006225	https://collections.library.yale.edu/iiif/2/1006225/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f88r	f88	1037112	88r	2714	3735	https://collections.library.yale.edu/iiif/2/1037112	https://collections.library.yale.edu/iiif/2/1037112/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f88v	f88	1006233	88v and 89r	9078	3777	https://collections.library.yale.edu/iiif/2/1006233	https://collections.library.yale.edu/iiif/2/1006233/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f89r1	f89	1006233	88v and 89r	9078	3777	https://collections.library.yale.edu/iiif/2/1006233	https://collections.library.yale.edu/iiif/2/1006233/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f89r2	f89	1006233	88v and 89r	9078	3777	https://collections.library.yale.edu/iiif/2/1006233	https://collections.library.yale.edu/iiif/2/1006233/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f89v1	f89	1006234	89v (part)	4204	3809	https://collections.library.yale.edu/iiif/2/1006234	https://collections.library.yale.edu/iiif/2/1006234/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f89v1	f89	1006235	89v (part) and 90r	7796	3761	https://collections.library.yale.edu/iiif/2/1006235	https://collections.library.yale.edu/iiif/2/1006235/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f89v2	f89	1006234	89v (part)	4204	3809	https://collections.library.yale.edu/iiif/2/1006234	https://collections.library.yale.edu/iiif/2/1006234/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f89v2	f89	1006235	89v (part) and 90r	7796	3761	https://collections.library.yale.edu/iiif/2/1006235	https://collections.library.yale.edu/iiif/2/1006235/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f99r	f99	1006246	99r	2702	3765	https://collections.library.yale.edu/iiif/2/1006246	https://collections.library.yale.edu/iiif/2/1006246/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
f99v	f99	1006247	99v	2802	3697	https://collections.library.yale.edu/iiif/2/1006247	https://collections.library.yale.edu/iiif/2/1006247/full/1600,/0/default.jpg	OFFICIAL_IIIF_CANVAS_LABEL_ALLOWLIST_MATCH	SEALED
