canvas_id	canvas_label	pages	review_image_url	pixel_width	pixel_height	sha256
1006188	58r	f58r	https://collections.library.yale.edu/iiif/2/1006188/full/1600,/0/default.jpg	1600	2148	b16cc76b1afb4061fc5436a8e28c77e0f4a3db873a4c53dccd763cc763dc04fc
1006194	67r	f67r2	https://collections.library.yale.edu/iiif/2/1006194/full/1600,/0/default.jpg	1600	1203	099ded767a3f8a3472e675dcaa2b609ab2d6842d62813a94159fc1dc20f023f3
1006195	67v	f67v2	https://collections.library.yale.edu/iiif/2/1006195/full/1600,/0/default.jpg	1600	1187	66388268d56bc4fd9a266b96e521ea70e285c2c6c5ac1fdfe562d480c3eec7bf
1006196	68r	f68r1,f68r2	https://collections.library.yale.edu/iiif/2/1006196/full/1600,/0/default.jpg	1600	766	68fa16bc16ffdbe233279bf8511466617090c91f42e1bf81c01513cefebd11d5
1006200	70v (part)	f70v2	https://collections.library.yale.edu/iiif/2/1006200/full/1600,/0/default.jpg	1600	1530	32ec78f5fa3fc8907657e75482c52db2308857e5f9bd804881b4d5d8c0511814
1006201	70v (part)	f70v2	https://collections.library.yale.edu/iiif/2/1006201/full/1600,/0/default.jpg	1600	1987	0ec6538161413f6a98ae0c639e951ae98fb773b0e4553f05cfa59a992498235d
1006209	75v	f75v	https://collections.library.yale.edu/iiif/2/1006209/full/1600,/0/default.jpg	1600	2084	ce37101fcf7735cd32d80c8ae5127372c727f3e0ea636d7cbf348df674b8d893
1006222	82r	f82r	https://collections.library.yale.edu/iiif/2/1006222/full/1600,/0/default.jpg	1600	2177	81bd1aa1addeedd6b08411ec05105f45d6ba6b9f59ea39ff95cf2fd89cf49d6c
1006223	82v	f82v	https://collections.library.yale.edu/iiif/2/1006223/full/1600,/0/default.jpg	1600	2104	e26766c5ba18e373ff518ae1a25a2158352632c348a2a81a958019b88c3d358e
1006224	83r	f83r	https://collections.library.yale.edu/iiif/2/1006224/full/1600,/0/default.jpg	1600	2177	3d5b04d796f247d140930949cd080f57164c94920134012adf8811112bcd55e9
1006225	83v	f83v	https://collections.library.yale.edu/iiif/2/1006225/full/1600,/0/default.jpg	1600	2067	cf7bb572d4709773c9f1a82a41eb59d96edf314a6a0338405118999628cd4dbb
1006233	88v and 89r	f88v,f89r1,f89r2	https://collections.library.yale.edu/iiif/2/1006233/full/1600,/0/default.jpg	1600	666	e1e506b9e46b729bde4693195482c0e994c72aa7a84ccfed6708c3aae431c001
1006234	89v (part)	f89v1,f89v2	https://collections.library.yale.edu/iiif/2/1006234/full/1600,/0/default.jpg	1600	1449	1d190db406698b283aaaa6d28c7928048cfe3b9f6f41e45e19e1f821b2e59874
1006235	89v (part) and 90r	f89v1,f89v2	https://collections.library.yale.edu/iiif/2/1006235/full/1600,/0/default.jpg	1600	772	e9eeebabc6242c931f25dc3f2e8bdfa6b1ba7e965a9da73f794c7a989cc8e776
1006246	99r	f99r	https://collections.library.yale.edu/iiif/2/1006246/full/1600,/0/default.jpg	1600	2229	491a4be875eef862d91a847098aef1bc8b890cc7dc9b690b63f8a0e18514de98
1006247	99v	f99v	https://collections.library.yale.edu/iiif/2/1006247/full/1600,/0/default.jpg	1600	2111	003516558b044bdd050892f46bf3512aaff7f259bc6c3c4bda146e679ee8522e
1006248	100r	f100r	https://collections.library.yale.edu/iiif/2/1006248/full/1600,/0/default.jpg	1600	2246	9efbbe3305c9f963516665d95e62dd44b6a7c191d611a420ef0dabcb9b07ff7f
1006252	102v (part)	f102v2	https://collections.library.yale.edu/iiif/2/1006252/full/1600,/0/default.jpg	1600	2037	6c2ed032fcc5beec3d7ba8a9ae93ab31863fa46fcac906f69271aa3c959946a2
1006253	102v (part)	f102v2	https://collections.library.yale.edu/iiif/2/1006253/full/1600,/0/default.jpg	1600	2084	9913d7e3cfc9621fa248c02a5dcde11570b345eba198fc222aca280078e187df
1037112	88r	f88r	https://collections.library.yale.edu/iiif/2/1037112/full/1600,/0/default.jpg	1600	2202	76aa6d7f02c4fe4b4eae151740e87c7f66cfdcc7c840559005985109e563be1d
