event_id	record_unit_id	statement_id	visible_surface	master_card_id	family_parse	productive_family_memberships	teaching_layer	operating_mode	imperative_clause_de	minimal_dictionary_recipe	revised_operating_mode	dictionary_reading_de
E101	B1	B1-S001	qokedy	MC083	OK+E_GRADE+DY	DY|E_GRADE|OK	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn kurz einwirken	F_DY+F_E_GRADE+F_OK	TREAT	Lass ihn kurz einwirken
E102	B1	B1-S002	okaiin	MC120	OK+AIIN	AIIN|OK	PRODUCTIVE_COMPOSITION	MEASURE	Messe den Posten ab	F_AIIN+F_OK	MEASURE	Messe den Posten ab
E103	B1	B1-S002	kair	MC023	AIR+K_BINDER	AIR|K_BINDER	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe durch den Beckenlauf	F_AIR+F_K_BINDER	LOCAL_CONTROL	Führe durch den Beckenlauf
E104	B1	B1-S002	okal	MC040	OK+AL	AL|OK	PRODUCTIVE_COMPOSITION	CHARGE	Setze ihn dort ein	F_AL+F_OK	CHARGE	Setze ihn dort ein
E105	B1	B1-S002	sar	MC055	AR	AR	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Nimm davon	F_AR	LOCAL_CONTROL	Nimm davon
E106	B1	B1-S002	ol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E107	B1	B1-S002	kain	MC105	AIN	AIN	PRODUCTIVE_COMPOSITION	CHARGE	Nimm eine Portion	F_AIN	CHARGE	Nimm eine Portion
E108	B1	B1-S002	olkain	MC097	OL+AIN	AIN|OL	PRODUCTIVE_COMPOSITION	CHARGE	Nimm einen weiteren Anteil	F_AIN+F_OL	CHARGE	Nimm einen weiteren Anteil
E109	B1	B1-S002	al	MC154	AL	AL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn dorthin	F_AL	LOCAL_CONTROL	Führe ihn dorthin
E110	B1	B1-S002	ol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E111	B1	B1-S002	rol	MC016	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Schließe am nächsten Abschnitt an	F_OL	LOCAL_CONTROL	Schließe am nächsten Abschnitt an
E112	B1	B1-S002	dl	MC012	WHOLE_SIGN[dl]	NONE	LEARNED_WHOLE_OR_MICROSIGN	LOCAL_CONTROL	Gib den Zusatz zu	W_MC012	CHARGE	Gib den Zusatz zu
E113	B1	B1-S002	olor	MC157	OL+OR	OL|OR	PRODUCTIVE_COMPOSITION	CHARGE	Verwende denselben Ansatz weiter	F_OL+F_OR	CHARGE	Verwende denselben Ansatz weiter
E114	B1	B1-S002	ol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E115	B1	B1-S002	sheckhal	MC058	AL+E_GRADE+CKH	AL|CKH|E_GRADE	PRODUCTIVE_COMPOSITION	PASS_FILTER	Führe ihn kurz durch die Zielpassage	F_AL+F_CKH+F_E_GRADE	PASS_FILTER	Führe ihn kurz durch die Zielpassage
E116	B1	B1-S002	daiin	MC039	AIIN	AIIN	PRODUCTIVE_COMPOSITION	MEASURE	Arbeite nach dem vorgeschriebenen Maß	F_AIIN	MEASURE	Arbeite nach dem vorgeschriebenen Maß
E117	B1	B1-S002	qokeedal	MC096	OK+AL+E_GRADE	AL|E_GRADE|OK	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Setze ihn lange am Ziel ein	F_AL+F_E_GRADE+F_OK	LOCAL_CONTROL	Setze ihn lange am Ziel ein
E118	B1	B1-S002	daiin	MC039	AIIN	AIIN	PRODUCTIVE_COMPOSITION	MEASURE	Arbeite nach dem vorgeschriebenen Maß	F_AIIN	MEASURE	Arbeite nach dem vorgeschriebenen Maß
E119	B1	B1-S002	chckhy	MC035	Y+CKH	CKH|Y	PRODUCTIVE_COMPOSITION	PASS_FILTER	Leite den Posten hindurch	F_CKH+F_Y	PASS_FILTER	Leite den Posten hindurch
E120	B1	B1-S002	schedy	MC025	CHED_TRANSFER	CHED_TRANSFER	PRODUCTIVE_COMPOSITION	CHARGE	Führe den Posten über	F_CHED_TRANSFER	CHARGE	Führe den Posten über
E121	B1	B1-S003	qol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E122	B1	B1-S003	sshkchdy	MC061	WHOLE_SIGN[sshkchdy]	NONE	LEARNED_WHOLE_OR_MICROSIGN	LOCAL_CONTROL	Übertrage ihn	W_MC061	CHARGE	Übertrage ihn
E123	B1	B1-S004	chedy	MC074	Y+CHED_TRANSFER	CHED_TRANSFER|Y	PRODUCTIVE_COMPOSITION	CHARGE	Führe den Posten über	F_CHED_TRANSFER+F_Y	CHARGE	Führe den Posten über
E124	B1	B1-S004	ol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E125	B1	B1-S004	shedy	MC128	E_GRADE+DY+SHED	DY|E_GRADE|SHED	PRODUCTIVE_COMPOSITION	SETTLE	Lass ihn kurz absetzen	F_DY+F_E_GRADE+F_SHED	SETTLE	Lass ihn kurz absetzen
E126	B1	B1-S005	qolchedy	MC028	OL+DY+CHED_TRANSFER	CHED_TRANSFER|DY|OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn weiter	F_CHED_TRANSFER+F_DY+F_OL	LOCAL_CONTROL	Führe ihn weiter
E127	B1	B1-S006	qokain	MC017	OK+AIN	AIN|OK	PRODUCTIVE_COMPOSITION	CHARGE	Gib einen Anteil zu	F_AIN+F_OK	CHARGE	Gib einen Anteil zu
E128	B1	B1-S006	shckhy	MC035	Y+CKH	CKH|Y	PRODUCTIVE_COMPOSITION	PASS_FILTER	Leite den Posten hindurch	F_CKH+F_Y	PASS_FILTER	Leite den Posten hindurch
E129	B1	B1-S006	dl	MC012	WHOLE_SIGN[dl]	NONE	LEARNED_WHOLE_OR_MICROSIGN	LOCAL_CONTROL	Gib den Zusatz zu	W_MC012	CHARGE	Gib den Zusatz zu
E130	B1	B1-S006	ral	MC056	AL	AL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Halte die Zielmarke ein	F_AL	LOCAL_CONTROL	Halte die Zielmarke ein
E131	B1	B1-S007	qokchdy	MC088	OK+DY+CHED_TRANSFER	CHED_TRANSFER|DY|OK	PRODUCTIVE_COMPOSITION	CHARGE	Setze einen neuen Posten ein	F_CHED_TRANSFER+F_DY+F_OK	CHARGE	Setze einen neuen Posten ein
E132	B1	B1-S008	chey	MC123	Y	Y	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Halte diesen Posten aktiv	F_Y	LOCAL_CONTROL	Halte diesen Posten aktiv
E133	B1	B1-S008	ol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E134	B1	B1-S008	cheky	MC147	E_GRADE+Y+CHK	CHK|E_GRADE|Y	PRODUCTIVE_COMPOSITION	TREAT	Wärme ihn kurz	F_CHK+F_E_GRADE+F_Y	TREAT	Wärme ihn kurz
E135	B1	B1-S008	ol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E136	B1	B1-S008	shedy	MC128	E_GRADE+DY+SHED	DY|E_GRADE|SHED	PRODUCTIVE_COMPOSITION	SETTLE	Lass ihn kurz absetzen	F_DY+F_E_GRADE+F_SHED	SETTLE	Lass ihn kurz absetzen
E137	B1	B1-S009	qokedy	MC083	OK+E_GRADE+DY	DY|E_GRADE|OK	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn kurz einwirken	F_DY+F_E_GRADE+F_OK	TREAT	Lass ihn kurz einwirken
E138	B1	B1-S010	qokedy	MC083	OK+E_GRADE+DY	DY|E_GRADE|OK	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn kurz einwirken	F_DY+F_E_GRADE+F_OK	TREAT	Lass ihn kurz einwirken
E139	B1	B1-S011	chckhy	MC035	Y+CKH	CKH|Y	PRODUCTIVE_COMPOSITION	PASS_FILTER	Leite den Posten hindurch	F_CKH+F_Y	PASS_FILTER	Leite den Posten hindurch
E140	B1	B1-S011	qoky	MC026	OK+Y	OK|Y	PRODUCTIVE_COMPOSITION	CHARGE	Setze den Posten ein	F_OK+F_Y	CHARGE	Setze den Posten ein
E141	B1	B1-S012	lsho	MC130	LSH	LSH	PRODUCTIVE_COMPOSITION	PASS_FILTER	Führe einen Waschgang aus	F_LSH	PASS_FILTER	Führe einen Waschgang aus
E142	B1	B1-S012	qokey	MC007	OK+E_GRADE+Y	E_GRADE|OK|Y	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn kurz einwirken	F_E_GRADE+F_OK+F_Y	TREAT	Lass ihn kurz einwirken
E143	B1	B1-S012	lshedy	MC038	DY+LSH	DY|LSH	PRODUCTIVE_COMPOSITION	PASS_FILTER	Führe einen Waschgang aus	F_DY+F_LSH	PASS_FILTER	Führe einen Waschgang aus
E144	B1	B1-S013	lshedy	MC038	DY+LSH	DY|LSH	PRODUCTIVE_COMPOSITION	PASS_FILTER	Führe einen Waschgang aus	F_DY+F_LSH	PASS_FILTER	Führe einen Waschgang aus
E145	B1	B1-S014	chedy	MC074	Y+CHED_TRANSFER	CHED_TRANSFER|Y	PRODUCTIVE_COMPOSITION	CHARGE	Führe den Posten über	F_CHED_TRANSFER+F_Y	CHARGE	Führe den Posten über
E146	B1	B1-S014	qolky	MC134	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe auf dem Weg weiter	F_OL	LOCAL_CONTROL	Führe auf dem Weg weiter
E147	B1	B1-S014	lchedal	MC051	AL+L+CHED_TRANSFER	AL|CHED_TRANSFER|L	PRODUCTIVE_COMPOSITION	DISCHARGE	Führe ihn am Ziel ab	F_AL+F_CHED_TRANSFER+F_L	DISCHARGE	Führe ihn am Ziel ab
E148	B1	B1-S014	qol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E149	B1	B1-S014	otar	MC121	OT+AR	AR|OT	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Wechsle zur folgenden Quelle	F_AR+F_OT	LOCAL_CONTROL	Wechsle zur folgenden Quelle
E150	B1	B1-S015	ytey	MC109	WHOLE_SIGN[ytey]	NONE	LEARNED_WHOLE_OR_MICROSIGN	LOCAL_CONTROL	Nimm einen kleinen Teil	W_MC109	CHARGE	Nimm einen kleinen Teil
E151	B1	B1-S015	okchedy	MC005	OK+DY+CHED_TRANSFER	CHED_TRANSFER|DY|OK	PRODUCTIVE_COMPOSITION	CHARGE	Führe den vorigen Posten über	F_CHED_TRANSFER+F_DY+F_OK	CHARGE	Führe den vorigen Posten über
E152	B1	B1-S016	qokal	MC040	OK+AL	AL|OK	PRODUCTIVE_COMPOSITION	CHARGE	Setze ihn dort ein	F_AL+F_OK	CHARGE	Setze ihn dort ein
E153	B1	B1-S016	okeey	MC002	OK+E_GRADE+Y	E_GRADE|OK|Y	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn länger einwirken	F_E_GRADE+F_OK+F_Y	TREAT	Lass ihn länger einwirken
E154	B1	B1-S016	qol	MC153	OL	OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Arbeite weiter	F_OL	LOCAL_CONTROL	Arbeite weiter
E155	B1	B1-S016	cheedy	MC128	E_GRADE+DY+SHED	DY|E_GRADE|SHED	PRODUCTIVE_COMPOSITION	SETTLE	Lass ihn kurz absetzen	F_DY+F_E_GRADE+F_SHED	SETTLE	Lass ihn kurz absetzen
E156	B1	B1-S017	sal	MC154	AL	AL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn dorthin	F_AL	LOCAL_CONTROL	Führe ihn dorthin
E157	B1	B1-S017	teol	MC106	OL+E_GRADE	E_GRADE|OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn kurz weiter	F_E_GRADE+F_OL	LOCAL_CONTROL	Führe ihn kurz weiter
E158	B1	B1-S017	dchdy	MC139	DY+CHED_TRANSFER	CHED_TRANSFER|DY	PRODUCTIVE_COMPOSITION	CHARGE	Führe ihn über	F_CHED_TRANSFER+F_DY	CHARGE	Führe ihn über
E159	B1	B1-S018	ly	MC118	WHOLE_SIGN[ly]	NONE	LEARNED_WHOLE_OR_MICROSIGN	LOCAL_CONTROL	Stelle das Auffanggefäß bereit	W_MC118	LOCAL_CONTROL	Stelle das Auffanggefäß bereit
E160	B1	B1-S018	dsheol	MC076	OL+E_GRADE	E_GRADE|OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Halte ihn kurz	F_E_GRADE+F_OL	LOCAL_CONTROL	Halte ihn kurz
E161	B1	B1-S018	oiiin	MC033	IIN	IIN	PRODUCTIVE_COMPOSITION	MEASURE	Stelle die Arbeitsstufe ein	F_IIN	MEASURE	Stelle die Arbeitsstufe ein
E162	B1	B1-S018	olkeedy	MC045	E_GRADE+SOLK	E_GRADE|SOLK	PRODUCTIVE_COMPOSITION	SETTLE	Sammle ihn lange	F_E_GRADE+F_SOLK	SETTLE	Sammle ihn lange
E163	B1	B1-S019	tedy	MC128	E_GRADE+DY+SHED	DY|E_GRADE|SHED	PRODUCTIVE_COMPOSITION	SETTLE	Lass ihn kurz absetzen	F_DY+F_E_GRADE+F_SHED	SETTLE	Lass ihn kurz absetzen
E164	B1	B1-S020	cheky	MC147	E_GRADE+Y+CHK	CHK|E_GRADE|Y	PRODUCTIVE_COMPOSITION	TREAT	Wärme ihn kurz	F_CHK+F_E_GRADE+F_Y	TREAT	Wärme ihn kurz
E165	B1	B1-S020	shckhedy	MC143	CKHE	CKHE	PRODUCTIVE_COMPOSITION	PASS_FILTER	Lass ihn hindurch	F_CKHE	PASS_FILTER	Lass ihn hindurch
E166	B1	B1-S021	chal	MC154	AL	AL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn dorthin	F_AL	LOCAL_CONTROL	Führe ihn dorthin
E167	B2	B2-S001	dchedy	MC025	CHED_TRANSFER	CHED_TRANSFER	PRODUCTIVE_COMPOSITION	CHARGE	Führe den Posten über	F_CHED_TRANSFER	CHARGE	Führe den Posten über
E168	B2	B2-S002	qolchedy	MC028	OL+DY+CHED_TRANSFER	CHED_TRANSFER|DY|OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn weiter	F_CHED_TRANSFER+F_DY+F_OL	LOCAL_CONTROL	Führe ihn weiter
E169	B2	B2-S003	qokain	MC017	OK+AIN	AIN|OK	PRODUCTIVE_COMPOSITION	CHARGE	Gib einen Anteil zu	F_AIN+F_OK	CHARGE	Gib einen Anteil zu
E170	B2	B2-S003	dy	MC123	Y	Y	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Halte diesen Posten aktiv	F_Y	LOCAL_CONTROL	Halte diesen Posten aktiv
E171	B2	B2-S003	qokeedy	MC082	OK+E_GRADE+DY	DY|E_GRADE|OK	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn lange einwirken	F_DY+F_E_GRADE+F_OK	TREAT	Lass ihn lange einwirken
E172	B2	B2-S004	qokal	MC040	OK+AL	AL|OK	PRODUCTIVE_COMPOSITION	CHARGE	Setze ihn dort ein	F_AL+F_OK	CHARGE	Setze ihn dort ein
E173	B2	B2-S004	lcheckhy	MC168	L+Y+CKH	CKH|L|Y	PRODUCTIVE_COMPOSITION	DISCHARGE	Führe ihn durch die Abführpassage	F_CKH+F_L+F_Y	DISCHARGE	Führe ihn durch die Abführpassage
E174	B2	B2-S004	lched	MC127	L+CHED_TRANSFER	CHED_TRANSFER|L	PRODUCTIVE_COMPOSITION	DISCHARGE	Führe ihn ab	F_CHED_TRANSFER+F_L	DISCHARGE	Führe ihn ab
E175	B2	B2-S004	qokeey	MC002	OK+E_GRADE+Y	E_GRADE|OK|Y	PRODUCTIVE_COMPOSITION	TREAT	Lass ihn länger einwirken	F_E_GRADE+F_OK+F_Y	TREAT	Lass ihn länger einwirken
E176	B2	B2-S004	lcheckhedy	MC133	L+CKHE	CKHE|L	PRODUCTIVE_COMPOSITION	DISCHARGE	Ziehe die getrennte Fraktion ab	F_CKHE+F_L	DISCHARGE	Ziehe die getrennte Fraktion ab
E177	B2	B2-S005	qokaly	MC054	OK+AL+Y	AL|OK|Y	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Setze ihn am Ziel ein	F_AL+F_OK+F_Y	LOCAL_CONTROL	Setze ihn am Ziel ein
E178	B2	B2-S005	solkaiin	MC036	AIIN+SOLK	AIIN|SOLK	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Sammle ihn bis zur Sollmenge	F_AIIN+F_SOLK	LOCAL_CONTROL	Sammle ihn bis zur Sollmenge
E179	B2	B2-S005	chckhy	MC035	Y+CKH	CKH|Y	PRODUCTIVE_COMPOSITION	PASS_FILTER	Leite den Posten hindurch	F_CKH+F_Y	PASS_FILTER	Leite den Posten hindurch
E180	B2	B2-S005	qokaiin	MC120	OK+AIIN	AIIN|OK	PRODUCTIVE_COMPOSITION	MEASURE	Messe den Posten ab	F_AIIN+F_OK	MEASURE	Messe den Posten ab
E181	B2	B2-S005	qokaiin	MC120	OK+AIIN	AIIN|OK	PRODUCTIVE_COMPOSITION	MEASURE	Messe den Posten ab	F_AIIN+F_OK	MEASURE	Messe den Posten ab
E182	B2	B2-S005	octheol	MC112	OL+CTH	CTH|OL	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Setze den nächsten Durchgang an	F_CTH+F_OL	LOCAL_CONTROL	Setze den nächsten Durchgang an
E183	B2	B2-S005	chkeey	MC166	E_GRADE+Y+CHK	CHK|E_GRADE|Y	PRODUCTIVE_COMPOSITION	TREAT	Wärme ihn lange	F_CHK+F_E_GRADE+F_Y	TREAT	Wärme ihn lange
E184	B2	B2-S005	ldy	MC004	L+DY	DY|L	PRODUCTIVE_COMPOSITION	DISCHARGE	Ziehe ihn ab	F_DY+F_L	DISCHARGE	Ziehe ihn ab
E185	B2	B2-S006	oteey	MC063	OT+E_GRADE+Y	E_GRADE|OT|Y	PRODUCTIVE_COMPOSITION	LOCAL_CONTROL	Führe ihn länger im Folgegang weiter	F_E_GRADE+F_OT+F_Y	LOCAL_CONTROL	Führe ihn länger im Folgegang weiter
E186	B2	B2-S006	qokal	MC040	OK+AL	AL|OK	PRODUCTIVE_COMPOSITION	CHARGE	Setze ihn dort ein	F_AL+F_OK	CHARGE	Setze ihn dort ein
E187	B2	B2-S006	sheckhy	MC132	E_GRADE+Y+CKH	CKH|E_GRADE|Y	PRODUCTIVE_COMPOSITION	PASS_FILTER	Führe ihn kurz hindurch	F_CKH+F_E_GRADE+F_Y	PASS_FILTER	Führe ihn kurz hindurch
E188	B2	B2-S006	qoky	MC026	OK+Y	OK|Y	PRODUCTIVE_COMPOSITION	CHARGE	Setze den Posten ein	F_OK+F_Y	CHARGE	Setze den Posten ein
E189	B2	B2-S007	dshedy	MC138	WHOLE_SIGN[dshedy]	NONE	LEARNED_WHOLE_OR_MICROSIGN	LOCAL_CONTROL	Lass frische Spülflüssigkeit ein	W_MC138	CHARGE	Lass frische Spülflüssigkeit ein
