current_cell_id	source_matrix_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	previous_default_phrase_de	current_default_phrase_de	editorial_status	compression_rule	action_slot_count_retained	repeated_action_root_count	repeated_action_roots	source_first_action_clause_de	source_second_action_clause_de	source_phrase_tail_de	compressed_count_marker_de	roundtrip_expanded_phrase_de	exact_source_phrase_roundtrip	evidence_status_retained	composition_priority_tier	composition_global_priority_rank	composition_support_class	state_requirement	observed_event_count	observed_pages	all_component_value_cells_old	working_root_meaning_changed	evidence_status_changed	recipe_changed	surface_prediction_made	occurrence_prediction_made	guard
G500-M001	G498-M001	@ACTION	OK	OK	SOURCE_SECTION_T	SETZEN	EINTRAGEN	Trage die Eintragseinheit [wie zuvor] ein.	Trage die Eintragseinheit [wie zuvor] ein.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Trage die Eintragseinheit [wie zuvor] ein.	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	2	f1r	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M002	G498-M002	@ACTION	OK	OK	HERBAL	SETZEN	ARBEITSGANG ANSETZEN	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an.	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	2	f24v|f56r	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M003	G498-M003	@ACTION	OK	OK	BIOLOGICAL	SETZEN	STATIONSGANG ANSETZEN	Setze den Stationsposten [wie zuvor] im Stationsgang an.	Setze den Stationsposten [wie zuvor] im Stationsgang an.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Setze den Stationsposten [wie zuvor] im Stationsgang an.	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	1	f75r	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M007	G498-M007	@ACTION	CH	CH	HERBAL	NEHMEN	PFLANZENTEIL NEHMEN	Nimm den Materialanteil [wie zuvor].	Nimm den Materialanteil [wie zuvor].	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Nimm den Materialanteil [wie zuvor].	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	1	f55v	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M008	G498-M008	@ACTION	CH	CH	BIOLOGICAL	NEHMEN	POSTEN ENTNEHMEN	Entnimm den Stationswert [wie zuvor].	Entnimm den Stationswert [wie zuvor].	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Entnimm den Stationswert [wie zuvor].	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	1	f75r	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M011	G498-M011	@ACTION	SH	SH	SOURCE_SECTION_T	HALTEN	FESTHALTEN	Halte den laufenden Eintrag [wie zuvor] fest.	Halte den laufenden Eintrag [wie zuvor] fest.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Halte den laufenden Eintrag [wie zuvor] fest.	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	1	f1r	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M012	G498-M012	@ACTION	SH	SH	HERBAL	HALTEN	MATERIAL HALTEN	Halte den Pflanzenposten [wie zuvor].	Halte den Pflanzenposten [wie zuvor].	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Halte den Pflanzenposten [wie zuvor].	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	2	f24v|f56r	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M013	G498-M013	@ACTION	SH	SH	BIOLOGICAL	HALTEN	POSTEN HALTEN	Halte den Stationswert [wie zuvor].	Halte den Stationswert [wie zuvor].	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Halte den Stationswert [wie zuvor].	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	1	f77r	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M017	G498-M017	@ACTION	K	K	HERBAL	GEBEN	MATERIAL ZUGEBEN	Gib den Arbeitswert [wie zuvor] zu.	Gib den Arbeitswert [wie zuvor] zu.	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Gib den Arbeitswert [wie zuvor] zu.	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	4	f13r|f24v|f95v	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
G500-M021	G498-M021	@ACTION	S	S	SOURCE_SECTION_T	WÄHLEN	AUSWÄHLEN	Wähle den laufenden Eintrag [wie zuvor].	Wähle den laufenden Eintrag [wie zuvor].	UNCHANGED	NONE	1	0	NONE	NONE	NONE	NONE	NONE	Wähle den laufenden Eintrag [wie zuvor].	YES	OBSERVED_CLAUSE	OBSERVED_EXACT_CELL	NONE	OBSERVED_EXACT_CELL	ACTIVE_ARGUMENT_REQUIRED	1	f1r	YES	NO	NO	NO	NO	NO	EDITORIAL_FLUENCY_ONLY__TWO_ACTION_SLOTS_RETAINED__NO_MEANING_OR_EVIDENCE_CHANGE
