event_serial	page	locus	record_unit_id	field_id	statement_id	process_node_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_v60_exact_mnemonic	v63_event_template	v63_event_parse_status	v62_statement_pre_state	v62_symbolic_register_effect	v62_statement_post_state	inherited_v60_local_expansion	v65_concrete_default_segment	unsupported_assumption_ids	body_bath_patient_binding	visible_apparatus_binding	semantic_contract
101	f81v	f81v.2	B1	F021	B1-S001	B1-P01	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	UNIQUE_EXACT	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FLUSH(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	spüle die bezeichnete Stelle einmal und beende den Schritt	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	A001|A003|A004|A005|A011|A014|A015|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
102	f81v	f81v.2	B1	F022	B1-S002	B1-P02	b5fcea1eaed06b2f2291	okaiin	SET(<ARG_AIIN>)	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	UNIQUE_FORMAL_ONLY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	beginne den nächsten abgemessenen Posten	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	A010|A011|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
103	f81v	f81v.2	B1	F022	B1-S002	B1-P02	22fb87a5a83e5c3fb510	kair	OPAQUE_PAYLOAD + <ARG_AIR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	der zurücklaufende Strom	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A003+A011+A020:der zurücklaufende Strom]	A001|A003|A011|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
104	f81v	f81v.2	B1	F022	B1-S002	B1-P02	308e8ea2d5d190c498e8	okal	SET(<ARG_AL>)	NONCLOSE	LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	TARGET_ASSIGN	UNIQUE_FORMAL_ONLY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	mische beide Anteile zusammen	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	A003|A010|A011|A013|A014|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
105	f81v	f81v.2	B1	F022	B1-S002	B1-P02	4d4559019a961b834aa1	sar	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	Daraus, aus demselben Ansatz	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A007+A011+A020:Daraus, aus demselben Ansatz]	A007|A011|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
106	f81v	f81v.2	B1	F022	B1-S002	B1-P02	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	Mit der vorigen Zubereitung weiter	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	A010|A011|A013|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
107	f81v	f81v.2	B1	F022	B1-S002	B1-P02	9da1b6ac2c929daea697	kain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	ein abgemessener Anteil	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:ein abgemessener Anteil]	A010|A011|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
108	f81v	f81v.2	B1	F022	B1-S002	B1-P02	94df4847b7b16c98394a	olkain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	das untere Becken	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A011+A020:das untere Becken]	A002|A011|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
109	f81v	f81v.2	B1	F022	B1-S002	B1-P02	dd0ecaf5e27d81befffc	al	OPAQUE_PAYLOAD	NONCLOSE	NONE	ZIEL?	TARGET_ASSIGN	UNIQUE_EXACT	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	TARGET/STATION:=EXACT_TARGET_ARGUMENT	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	An die bezeichnete Zielstelle führen	[CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	A003|A010|A011|A013|A014|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
110	f81v	f81v.2	B1	F022	B1-S002	B1-P02	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	Mit der vorigen Zubereitung weiter	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	A010|A011|A013|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
111	f81v	f81v.2	B1	F022	B1-S002	B1-P02	1496a731803a9f48d2e1	rol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	bevor es abkühlt	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:bevor es abkühlt]	A008|A011|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
112	f81v	f81v.2	B1	F022	B1-S002	B1-P02	0f18de177ed7c878bf95	dl	LINK	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	das bereitete Öl	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz]	A001|A005|A007|A011|A012|A015|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
113	f81v	f81v.7	B1	F023	B1-S002	B1-P02	dec401773c1f0347793d	olor	OPAQUE_PAYLOAD	NONCLOSE	NONE	VORIGES?	SELECT_PREVIOUS	UNIQUE_EXACT	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=PREVIOUS_ITEM	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	Aus dem vorigen Ansatz entnehmen	[CARD:VORIGES?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A009+A010+A011+A020:den vorigen recordlokalen Posten wieder aufnehmen]	A009|A010|A011|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
114	f81v	f81v.7	B1	F023	B1-S002	B1-P02	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	Mit der vorigen Zubereitung weiter	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	A010|A011|A013|A020	[IMAGE:A004:Figuren gehören zur Seite; kein B1-Feld ist sicher einer Patientin oder einem Körperteil zugewiesen.]	[IMAGE:A002+A003:Becken, begrenzte Bereiche und Verbindungen sind seitenweit sichtbar; die lokale Stationsordnung ist exemplarisch.]	CARD_AND_FORMAL_UNCHANGED;CONCRETE_DEFAULT_IS_REGISTER_OR_EXEMPLAR
