record_unit_id	edge_ordinal	from_node	to_node	boundary_class	selected_graph_operation	target_statement_phase	target_statement_parse_status	pre_state	post_state	medical_execution	apparative_execution	branch_or_alternative	execution_contract
B1	1	START	B1-S001	RECORD_START	RESET_ALL;INTRODUCE_OWNER_ACTIVE_AS_NEEDED;EXECUTE_TARGET_NODE	P1_REINIGEN	UNIQUE	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	[EXEMPLAR_MED; KEIN_KARTENWERT] die markierte Badestelle vor dem Grundansatz spülen. Einzelposition: spüle die bezeichnete Stelle einmal und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] den ersten Anschluss des Hauptlaufs spülen. Einzelposition: spüle den bezeichneten Anschluss einmal und beende den Schritt	SEGMENTATION=Ein erstes Feld kann Überschrift oder Rubrik statt Klausel sein.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 1/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	2	B1-S001	B1-S002	WITHIN_LOCUS_FIELD_BOUNDARY	KEEP_RECORD;EXECUTE_NEXT_CLAUSE_CELL	P2_GRUNDANSATZ	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001;PREVIOUS_ITEM=UNSET	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Zubereitung weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichnete Zielstelle führen ; Mit der vorigen Zubereitung weiter ; bevor es abkühlt ; das bereitete Öl || Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Zubereitung weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; der eingetauchte Teil ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: beginne den nächsten abgemessenen Posten ; der zurücklaufende Strom ; mische beide Anteile zusammen ; Daraus, aus demselben Ansatz ; Mit der vorigen Charge weiter ; ein abgemessener Anteil ; das untere Becken ; An die bezeichneten Zielanschluss führen ; Mit der vorigen Charge weiter ; bevor es abkühlt ; das bereitete Arbeitsmedium || Aus dem vorigen Ansatz entnehmen ; Mit der vorigen Charge weiter ; eine mäßige Menge ; Ein vorgeschriebenes Maß ; die gefüllte Kammer ; Ein vorgeschriebenes Maß ; durch die verbundenen Läufe ; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	SEGMENTATION=RESUME_ACTIVE_ITEM: F023 kann eine neue Klausel mit demselben Ansatz sein.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 2/24] || Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 3/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	3	B1-S002	B1-S003	WITHIN_LOCUS_FIELD_BOUNDARY	KEEP_RECORD;EXECUTE_NEXT_CLAUSE_CELL	P2_GRUNDANSATZ	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: Mit der vorigen Zubereitung weiter || halte es warm und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: Mit der vorigen Charge weiter || halte es warm und beende den Schritt	SEGMENTATION=RESUME_ACTIVE_ITEM: die minimale F024 kann ein Verweisfeld vor einer neuen Klausel sein.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 4/24] || Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 5/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	4	B1-S003	B1-S004	WITHIN_LOCUS_FIELD_BOUNDARY	KEEP_RECORD;EXECUTE_NEXT_CLAUSE_CELL	P2_GRUNDANSATZ	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: rühre, bis alles gleichmäßig vermischt ist ; Mit der vorigen Charge weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Hauptkreislauf beschicken [Ganzfeldexemplar B1, Feld 6/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	5	B1-S004	B1-S005	WITHIN_LOCUS_FIELD_BOUNDARY	KEEP_RECORD;EXECUTE_NEXT_CLAUSE_CELL	P2_GRUNDANSATZ	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T005;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T006;PREVIOUS_ITEM=B1:I001	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: stelle die Charge im bedeckten Auffanggefäß beiseite und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 7/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	6	B1-S005	B1-S006	WITHIN_LOCUS_FIELD_BOUNDARY	KEEP_RECORD;EXECUTE_NEXT_CLAUSE_CELL	P2_GRUNDANSATZ	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T006;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T007;PREVIOUS_ITEM=B1:I001	[EXEMPLAR_MED; KEIN_KARTENWERT] den Heilzusatz dosieren, mit dem recordlokal vorigen Posten verbinden und im Grundbad mischen. Einzelposition: gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Öl ; und lasse es abkühlen	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] die Grundcharge dosieren, rückführen und in das Mischbecken leiten. Einzelposition: gib einen abgemessenen Anteil in das Gefäß ; durch die verbundenen Läufe ; das bereitete Arbeitsmedium ; und lasse es abkühlen	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 8/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	7	B1-S006	B1-S007	NEXT_PARALLEL_CELL	KEEP_OWNER;SAVE_PREVIOUS;INTRODUCE_PARALLEL_ACTIVE;RESET_TARGET	P3_TEMPERIEREN	UNPARSED	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I002;TARGET/STATION=B1:T007;PREVIOUS_ITEM=B1:I001	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	[EXEMPLAR_MED; KEIN_KARTENWERT] eine Teilportion erwärmen, prüfen, spülen und zur Anwendung bereitstellen. Einzelposition: erwärme es einmal und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] eine Teilcharge temperieren und die Arbeitsanschlüsse prüfen. Einzelposition: erwärme es einmal und beende den Schritt	SEGMENTATION=START_NEW_CLAUSE: statt Parallelzellen kann hier ein neuer Prozessabschnitt beginnen.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 9/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	8	B1-S007	B1-S008	WITHIN_LOCUS_FIELD_BOUNDARY	KEEP_RECORD;EXECUTE_NEXT_CLAUSE_CELL	P3_TEMPERIEREN	AMBIGUOUS	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	[EXEMPLAR_MED; KEIN_KARTENWERT] eine Teilportion erwärmen, prüfen, spülen und zur Anwendung bereitstellen. Einzelposition: Diese aktive Portion ; Mit der vorigen Zubereitung weiter ; bei sanfter Wärme ; Mit der vorigen Zubereitung weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] eine Teilcharge temperieren und die Arbeitsanschlüsse prüfen. Einzelposition: Diese aktive Charge ; Mit der vorigen Charge weiter ; bei sanfter Wärme ; Mit der vorigen Charge weiter ; lasse es bis zur Bereitschaft stehen und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 10/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	9	B1-S008	B1-S009	WITHIN_LOCUS_FIELD_BOUNDARY	KEEP_RECORD;EXECUTE_NEXT_CLAUSE_CELL	P3_TEMPERIEREN	UNIQUE	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008;PREVIOUS_ITEM=B1:I002	[EXEMPLAR_MED; KEIN_KARTENWERT] eine Teilportion erwärmen, prüfen, spülen und zur Anwendung bereitstellen. Einzelposition: spüle die bezeichnete Stelle einmal und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] eine Teilcharge temperieren und die Arbeitsanschlüsse prüfen. Einzelposition: spüle den bezeichneten Anschluss einmal und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 11/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
B1	10	B1-S009	B1-S010	WITHIN_LOCUS_FIELD_BOUNDARY	KEEP_RECORD;EXECUTE_NEXT_CLAUSE_CELL	P3_TEMPERIEREN	UNIQUE	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008;PREVIOUS_ITEM=B1:I002	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009;PREVIOUS_ITEM=B1:I002	[EXEMPLAR_MED; KEIN_KARTENWERT] eine Teilportion erwärmen, prüfen, spülen und zur Anwendung bereitstellen. Einzelposition: spüle die bezeichnete Stelle einmal und beende den Schritt	[EXEMPLAR_APPARAT; KEIN_KARTENWERT] eine Teilcharge temperieren und die Arbeitsanschlüsse prüfen. Einzelposition: spüle den bezeichneten Anschluss einmal und beende den Schritt	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 12/24]	SELECTED_EDGE_EXECUTABLE;UNRESOLVED_EDGE_RETAINS_EXPLICIT_ALTERNATIVE
