patch_id	occurrence_id	physical_page	locus	token_ordinal_in_line	surface	occurrence_kind	predecessor_presence	superseded_dictionary_card	superseded_cache_display	structural_display	structural_tag	preregistered_gate_result	selected_semantic_gloss	renderer_action	prior_default_action	semantic_confidence	scope	evidence	counterevidence	lexeme_confirmed	component_export_credit
GDT792-P001	G407-E0574	f18r	f18r.8	4	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P002	G407-E0600	f18r	f18r.13	5	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P003	G407-E0758	f55v	f55v.9	3	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P004	G407-E0783	f55v	f55v.11	6	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P005	G515-E0312	f66r	f66r.51	4	okal	RUNNING_EVENT	PRESENT_IN_GDT734_CACHE	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im leicht erhitzten Ansatz	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P006	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1804	f67r2	f67r2.22	1	okal	LOCAL_ADDRESS_OR_LABEL	ABSENT__NEW_30_PAGE_OVERLAY	NONE	NONE	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P007	G407-E1130	f71v	f71v.18	5	okal	RUNNING_EVENT	ABSENT__NEW_30_PAGE_OVERLAY	NONE	NONE	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P008	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0238	f72r	f72r2.9	1	okal	LOCAL_ADDRESS_OR_LABEL	ABSENT__NEW_30_PAGE_OVERLAY	NONE	NONE	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P009	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0240	f72r	f72r2.11	1	okal	LOCAL_ADDRESS_OR_LABEL	ABSENT__NEW_30_PAGE_OVERLAY	NONE	NONE	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
GDT792-P010	G407-E1278	f72r	f72r2.22	19	okal	RUNNING_EVENT	ABSENT__NEW_30_PAGE_OVERLAY	NONE	NONE	⟦okal:CROSS_SCOPE_LABEL_PROSE_WHOLE⟧	CROSS_SCOPE_LABEL_PROSE_WHOLE	RAW_OBSERVABLE_TRIGGER_PASS	NONE	STRUCTURAL_TAG_ONLY__NO_SEMANTIC_DISPLAY	QUARANTINE_IF_PRESENT__NOT_SEMANTICALLY_REFUTED	C0_UNDERDETERMINED	EXACT_OCCURRENCE_ON_RELEASED_30_PAGE_SPINE_ONLY	EXACT_COMPLETE_WHOLE_CROSS_SCOPE_HOST_TRANSFER	NO_CONFIRMED_PLAINTEXT__ADDRESS_VS_CLASS_VS_MEMBER_UNRESOLVED	NO	ZERO
