model	surface_chunk	mapping_rank	recipe	recipe_atom_count	support	total_surface_support	support_share	derivation_score	high_confidence_top_mapping	evidence_sources	ambiguity_policy	mapping_scope
CURRENT30_RUNNING	a	1	A_ADDR	1	153	166	0.921687	4.773853	YES	DIRECT_INSERTION_RESIDUAL:15 | ITERATIVE_EDGE_RESIDUAL:138	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ac	1	DA+CH	2	1	1	1.000000	0.493147	YES	ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ach	1	A_ADDR+CH	2	5	5	1.000000	1.591759	YES	ITERATIVE_EDGE_RESIDUAL:5	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	achol	1	A_ADDR+CH+OL	3	1	1	1.000000	0.393147	YES	ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	achy	1	A_ADDR+CH+Y	3	3	3	1.000000	1.086294	YES	ITERATIVE_EDGE_RESIDUAL:3	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	achys	1	A_ADDR+CH+Y+S	4	1	1	1.000000	0.293147	YES	ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ackh	1	DA+CH+K	3	1	1	1.000000	0.393147	YES	DIRECT_INSERTION_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ad	1	A_ADDR	1	4	8	0.500000	0.123144	NO	DIRECT_INSERTION_RESIDUAL:2 | ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ad	2	A_ADDR+D_ADDR	2	3	8	0.375000	-0.775364	NO	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ad	3	DA+D_ADDR	2	1	8	0.125000	-3.665736	NO	DIRECT_INSERTION_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	adal	1	A_ADDR+AL	2	1	1	1.000000	0.493147	YES	COMPLETE_RECIPE:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ady	1	A_ADDR+DY	2	7	9	0.777778	1.376813	YES	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:6	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ady	2	A_ADDR+Y	2	2	9	0.222222	-2.109543	NO	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ag	1	A_ADDR+G_LABEL	2	2	2	1.000000	0.898612	YES	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ai	1	A_ADDR+LOCAL_CHAR_I	2	15	25	0.600000	1.550937	NO	ITERATIVE_EDGE_RESIDUAL:15	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	ai	2	A_ADDR+IIN	2	7	25	0.280000	-0.666490	NO	ITERATIVE_EDGE_RESIDUAL:7	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	aid	1	AIN	1	1	1	1.000000	0.593147	YES	DIRECT_INSERTION_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
CURRENT30_RUNNING	aii	1	IIN	1	21	40	0.525000	1.702328	NO	ITERATIVE_EDGE_RESIDUAL:21	NONE	GENERAL_RUNNING_COMPILER
