model	surface_chunk	mapping_rank	recipe	recipe_atom_count	support	total_surface_support	support_share	derivation_score	high_confidence_top_mapping	evidence_sources	ambiguity_policy	mapping_scope
OLD26_RUNNING	a	1	A_ADDR	1	121	131	0.923664	4.545207	YES	DIRECT_INSERTION_RESIDUAL:13 | ITERATIVE_EDGE_RESIDUAL:108	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ac	1	A_ADDR+CH	2	7	8	0.875000	1.612379	YES	ITERATIVE_EDGE_RESIDUAL:7	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ac	2	DA+CH	2	1	8	0.125000	-3.665736	NO	ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ach	1	A_ADDR+CH	2	6	6	1.000000	1.745910	YES	ITERATIVE_EDGE_RESIDUAL:6	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	achol	1	A_ADDR+CH+OL	3	2	2	1.000000	0.798612	YES	ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	achy	1	A_ADDR+CH+Y	3	3	3	1.000000	1.086294	YES	ITERATIVE_EDGE_RESIDUAL:3	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	achys	1	A_ADDR+CH+Y+S	4	1	1	1.000000	0.293147	YES	ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ackh	1	DA+CH+K	3	1	1	1.000000	0.393147	YES	DIRECT_INSERTION_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ad	1	A_ADDR	1	5	9	0.555556	0.516186	NO	DIRECT_INSERTION_RESIDUAL:2 | ITERATIVE_EDGE_RESIDUAL:3	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ad	2	A_ADDR+D_ADDR	2	3	9	0.333333	-1.010930	NO	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ad	3	DA+D_ADDR	2	1	9	0.111111	-3.901302	NO	DIRECT_INSERTION_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	adal	1	A_ADDR+AL	2	1	1	1.000000	0.493147	YES	COMPLETE_RECIPE:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ady	1	A_ADDR+Y	2	2	2	1.000000	0.898612	YES	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ag	1	A_ADDR+G_LABEL	2	2	2	1.000000	0.898612	YES	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ai	1	A_ADDR+LOCAL_CHAR_I	2	18	30	0.600000	1.722788	NO	ITERATIVE_EDGE_RESIDUAL:18	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ai	2	A_ADDR+IIN	2	6	30	0.200000	-1.472966	NO	ITERATIVE_EDGE_RESIDUAL:6	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	ai	3	AIN	1	3	30	0.100000	-3.318876	NO	ITERATIVE_EDGE_RESIDUAL:3	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aid	1	AIN	1	1	1	1.000000	0.593147	YES	DIRECT_INSERTION_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aii	1	AIIN	1	16	30	0.533333	1.475996	NO	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:15	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aii	2	IIN	1	11	30	0.366667	0.378302	NO	ITERATIVE_EDGE_RESIDUAL:11	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiiin	1	AIIN+LOCAL_CHAR_I	2	4	10	0.400000	-0.423144	NO	DIRECT_INSERTION_RESIDUAL:2 | ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiiin	2	A_ADDR+LOCAL_CHAR_I+IIN	3	4	10	0.400000	-0.523144	NO	DIRECT_INSERTION_RESIDUAL:2 | ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiiin	3	LOCAL_CHAR_I+AIIN	2	2	10	0.200000	-2.320264	NO	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiil	1	AIIN+L	2	8	8	1.000000	1.997225	YES	ITERATIVE_EDGE_RESIDUAL:8	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiils	1	AIIN+L+S	3	6	6	1.000000	1.645910	YES	ITERATIVE_EDGE_RESIDUAL:6	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiim	1	AIIN+M_LOCAL	2	3	3	1.000000	1.186294	YES	ITERATIVE_EDGE_RESIDUAL:3	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiin	1	AIIN	1	474	476	0.995798	6.054894	YES	COMPLETE_RECIPE:55 | DIRECT_INSERTION_RESIDUAL:88 | ITERATIVE_EDGE_RESIDUAL:331	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiino	1	AIIN	1	1	1	1.000000	0.593147	YES	ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiinod	1	AIIN	1	3	4	0.750000	0.710930	YES	ITERATIVE_EDGE_RESIDUAL:3	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiinod	2	D_ADDR+AIIN	2	1	4	0.250000	-2.279442	NO	DIRECT_INSERTION_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiinody	1	AIIN+Y	2	2	2	1.000000	0.898612	YES	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiiny	1	AIIN+Y	2	5	5	1.000000	1.591759	YES	COMPLETE_RECIPE:1 | DIRECT_INSERTION_RESIDUAL:2 | ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiir	1	IIN+R	2	8	11	0.727273	1.360317	NO	DIRECT_INSERTION_RESIDUAL:3 | ITERATIVE_EDGE_RESIDUAL:5	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiir	2	AIIN+R	2	3	11	0.272727	-1.412272	NO	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiis	1	A_ADDR+IIN+S	3	2	4	0.500000	-0.587682	NO	ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiis	2	IIN+S	2	1	4	0.250000	-2.279442	NO	ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiis	3	S+A_ADDR+IIN+S	4	1	4	0.250000	-2.479442	NO	DIRECT_INSERTION_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aiisol	1	A_ADDR+IIN+S+OL	4	2	2	1.000000	0.698612	YES	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:1	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aik	1	A_ADDR+IIN+K	3	4	4	1.000000	1.309438	YES	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:3	NONE	GENERAL_RUNNING_COMPILER
OLD26_RUNNING	aikal	1	A_ADDR+IIN+K+AL	4	3	3	1.000000	0.986294	YES	DIRECT_INSERTION_RESIDUAL:1 | ITERATIVE_EDGE_RESIDUAL:2	NONE	GENERAL_RUNNING_COMPILER
