page	locus	section	language	hand	token_count	unknown_tokens	complete_v48	target_count	target_ordinals	target_surfaces	zl3b_line	v99r3_token_glosses_de	v99r4_token_glosses_de	v99r3_target_glosses_de	v99r4_target_glosses_de	v99r3_render_de	v99r4_render_de	old_slash_occurrences	new_slash_occurrences	old_standalone_oder_occurrences	new_standalone_oder_occurrences	old_casefold_menge_occurrences	new_casefold_menge_occurrences	non_target_cells_unchanged	exact_tokens_and_ordinals_retained
f100r	f100r.13	P	A	1	8	4	0	1	2	cthey	dsheor cthey qokeey oteey ykeeodain rorarydaiin daiin deeomchol	[dsheor:?] | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | heiß am Ende des Grades | kalter Ansatz am Ende des Grades | [ykeeodain:?] | [rorarydaiin:?] | Grad-/Maßwert III | [deeomchol:?]	[dsheor:?] | Pflanzendroge, Form I | heiß am Ende des Grades | kalter Ansatz am Ende des Grades | [ykeeodain:?] | [rorarydaiin:?] | Grad-/Maßwert III | [deeomchol:?]	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	Pflanzendroge, Form I	[dsheor:?]; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; heiß am Ende des Grades; kalter Ansatz am Ende des Grades; [ykeeodain:?]; [rorarydaiin:?]; Grad-/Maßwert III; [deeomchol:?]	[dsheor:?]; Pflanzendroge, Form I; heiß am Ende des Grades; kalter Ansatz am Ende des Grades; [ykeeodain:?]; [rorarydaiin:?]; Grad-/Maßwert III; [deeomchol:?]	1	0	0	0	0	0	7	1
f100r	f100r.23	P	A	1	12	2	0	1	1	soiin	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | zusammengesetzter Drogenstoff | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | [qockhol:?] | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | feuchter Ansatz | heiß am Ende des Grades | hierzu: | [ykeeam:?]	Samenzubereitung, Form III | trocken; nominal trockenes Gut/Material | zusammengesetzter Drogenstoff | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | [qockhol:?] | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | feuchter Ansatz | heiß am Ende des Grades | hierzu: | [ykeeam:?]	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	Samen/Saatgutzubereitung, Form III; trocken; nominal trockenes Gut/Material; zusammengesetzter Drogenstoff; feucht; nominal feuchtes Gut/Material; feucht; nominal feuchtes Gut/Material; [qockhol:?]; Pflanzen-/Reproduktionsteil; trocken; nominal trockenes Gut/Material; feuchter Ansatz; heiß am Ende des Grades; hierzu: [ykeeam:?]	Samenzubereitung, Form III; trocken; nominal trockenes Gut/Material; zusammengesetzter Drogenstoff; feucht; nominal feuchtes Gut/Material; feucht; nominal feuchtes Gut/Material; [qockhol:?]; Pflanzen-/Reproduktionsteil; trocken; nominal trockenes Gut/Material; feuchter Ansatz; heiß am Ende des Grades; hierzu: [ykeeam:?]	1	0	0	0	0	0	11	1
f100v	f100v.13	P	A	1	2	0	1	1	2	ctharal	chos ctharal	[eine Charge Trockenansatz-Zeichen] | erste Kraut- oder Blattfraktion aus Rohdroge I	[eine Charge Trockenansatz-Zeichen] | Pflanzenanteil I aus Rohdroge I	erste Kraut- oder Blattfraktion aus Rohdroge I	Pflanzenanteil I aus Rohdroge I	[eine Charge Trockenansatz-Zeichen]; erste Kraut- oder Blattfraktion aus Rohdroge I	[eine Charge Trockenansatz-Zeichen]; Pflanzenanteil I aus Rohdroge I	0	0	1	0	0	0	1	1
f102r1	f102r1.11	P	A	1	8	4	0	1	3	sol	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	[dcheo:?] | bereite einen Arzneikompositum-Ansatz in Grundstufe | Samenmaterial/Saatgut | feucht am Ende des Grades | [okeody:?] | [qokeodol:?] | Arzneikompositum im Feuchtansatz in der Gradmitte | [oleeol:?]	[dcheo:?] | bereite einen Arzneikompositum-Ansatz in Grundstufe | Samenmaterial | feucht am Ende des Grades | [okeody:?] | [qokeodol:?] | Arzneikompositum im Feuchtansatz in der Gradmitte | [oleeol:?]	Samenmaterial/Saatgut	Samenmaterial	[dcheo:?]; bereite einen Arzneikompositum-Ansatz in Grundstufe; Samenmaterial/Saatgut; feucht am Ende des Grades; [okeody:?]; [qokeodol:?]; Arzneikompositum im Feuchtansatz in der Gradmitte; [oleeol:?]	[dcheo:?]; bereite einen Arzneikompositum-Ansatz in Grundstufe; Samenmaterial; feucht am Ende des Grades; [okeody:?]; [qokeodol:?]; Arzneikompositum im Feuchtansatz in der Gradmitte; [oleeol:?]	1	0	0	0	0	0	7	1
f102r1	f102r1.17	P	A	1	6	3	0	1	4	sody	ydar arody oldaiin sody chockhy oly	[ydar:?] | [arody:?] | [oldaiin:?] | Samen/Saatgut, fertig aufbereitet | Arzneikompositum im Trockenansatz am Gradanfang | abseihen	[ydar:?] | [arody:?] | [oldaiin:?] | fertig aufbereitete Samen | Arzneikompositum im Trockenansatz am Gradanfang | abseihen	Samen/Saatgut, fertig aufbereitet	fertig aufbereitete Samen	[ydar:?]; [arody:?]; [oldaiin:?]; Samen/Saatgut, fertig aufbereitet; Arzneikompositum im Trockenansatz am Gradanfang; abseihen	[ydar:?]; [arody:?]; [oldaiin:?]; fertig aufbereitete Samen; Arzneikompositum im Trockenansatz am Gradanfang; abseihen	1	0	0	0	0	0	5	1
f102r1	f102r1.3	P	A	1	7	5	0	1	2	shocthy	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	[polaiin:?] | feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | [qoteol:?] | Drogenholz: Formklasse IV | [oteeor:?] | [cpheodar:?] | [sholdaiin:?]	[polaiin:?] | feuchte Pflanzenzubereitung | [qoteol:?] | Drogenholz: Formklasse IV | [oteeor:?] | [cpheodar:?] | [sholdaiin:?]	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	feuchte Pflanzenzubereitung	[polaiin:?]; feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung; [qoteol:?]; Drogenholz: Formklasse IV; [oteeor:?]; [cpheodar:?]; [sholdaiin:?]	[polaiin:?]; feuchte Pflanzenzubereitung; [qoteol:?]; Drogenholz: Formklasse IV; [oteeor:?]; [cpheodar:?]; [sholdaiin:?]	1	0	0	0	0	0	6	1
f102v1	f102v1.11	P	A	1	10	2	0	1	1	sol	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy	Samenmaterial/Saatgut | trocken; nominal trockenes Gut/Material | [qooiin:?] | erhitzen | trockener Drogenstoff | trocken in der Mitte des Grades | [kolcheey:?] | Grad-/Maßwert III | getrockneter Ansatz | Qualitäts-/Wertfeld geschlossen	Samenmaterial | trocken; nominal trockenes Gut/Material | [qooiin:?] | erhitzen | trockener Drogenstoff | trocken in der Mitte des Grades | [kolcheey:?] | Grad-/Maßwert III | getrockneter Ansatz | Qualitäts-/Wertfeld geschlossen	Samenmaterial/Saatgut	Samenmaterial	Samenmaterial/Saatgut; trocken; nominal trockenes Gut/Material; [qooiin:?]; erhitzen; trockener Drogenstoff; trocken in der Mitte des Grades; [kolcheey:?]; Grad-/Maßwert III; getrockneter Ansatz; Qualitäts-/Wertfeld geschlossen	Samenmaterial; trocken; nominal trockenes Gut/Material; [qooiin:?]; erhitzen; trockener Drogenstoff; trocken in der Mitte des Grades; [kolcheey:?]; Grad-/Maßwert III; getrockneter Ansatz; Qualitäts-/Wertfeld geschlossen	1	0	0	0	0	0	9	1
f102v1	f102v1.13	P	A	1	10	1	0	2	8|10	oaiin|saiim	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	kalte Zubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Drogenfraktion I | Ansatzmenge III | trocken am Ende des Grades | Samendroge: Mengenklasse III	kalte Zubereitung, Form III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | [qkol:?] | trockener Drogenstoff | Qualitätsgrad III | heiße Drogenfraktion I | drei Ansatzportionen | trocken am Ende des Grades | Samen, Quantitätsklasse III	Ansatzmenge III | Samendroge: Mengenklasse III	drei Ansatzportionen | Samen, Quantitätsklasse III	kalte Zubereitung, Form III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; [qkol:?]; trockener Drogenstoff; Qualitätsgrad III; heiße Drogenfraktion I; Ansatzmenge III; trocken am Ende des Grades; Samendroge: Mengenklasse III	kalte Zubereitung, Form III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; [qkol:?]; trockener Drogenstoff; Qualitätsgrad III; heiße Drogenfraktion I; drei Ansatzportionen; trocken am Ende des Grades; Samen, Quantitätsklasse III	0	0	0	0	2	0	8	1
f102v1	f102v1.20	P	A	1	9	3	0	1	1	soiin	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dam	Samen/Saatgutzubereitung, Form III | feucht in der Mitte des Grades | heiß am Ende des Grades | [qoeeol:?] | [qokeody:?] | angefeuchteter Ansatz, abgeschlossen | [qoeteey:?] | heißer Ansatz am Ende des Grades | Dosis I	Samenzubereitung, Form III | feucht in der Mitte des Grades | heiß am Ende des Grades | [qoeeol:?] | [qokeody:?] | angefeuchteter Ansatz, abgeschlossen | [qoeteey:?] | heißer Ansatz am Ende des Grades | Dosis I	Samen/Saatgutzubereitung, Form III	Samenzubereitung, Form III	Samen/Saatgutzubereitung, Form III; feucht in der Mitte des Grades; heiß am Ende des Grades; [qoeeol:?]; [qokeody:?]; angefeuchteter Ansatz, abgeschlossen; [qoeteey:?]; heißer Ansatz am Ende des Grades; Dosis I	Samenzubereitung, Form III; feucht in der Mitte des Grades; heiß am Ende des Grades; [qoeeol:?]; [qokeody:?]; angefeuchteter Ansatz, abgeschlossen; [qoeteey:?]; heißer Ansatz am Ende des Grades; Dosis I	1	0	0	0	0	0	8	1
f102v1	f102v1.7	P	A	1	8	2	0	1	3	pchol	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody	Pulverzubereitung, Charge III | Ansatz eines Arzneikompositums in der Gradmitte | trockener Pulverstoff/Trockengut | Zubereitungsmaß, Form III | feucht in der Mitte des Grades | [shockhsy:?] | attributiv feuchte CTH-Drogenzubereitung | [qokeody:?]	Pulverzubereitung, Charge III | Ansatz eines Arzneikompositums in der Gradmitte | trockener Pulverstoff | Zubereitungsmaß, Form III | feucht in der Mitte des Grades | [shockhsy:?] | attributiv feuchte CTH-Drogenzubereitung | [qokeody:?]	trockener Pulverstoff/Trockengut	trockener Pulverstoff	Pulverzubereitung, Charge III; Ansatz eines Arzneikompositums in der Gradmitte; trockener Pulverstoff/Trockengut; Zubereitungsmaß, Form III; feucht in der Mitte des Grades; [shockhsy:?]; attributiv feuchte CTH-Drogenzubereitung; [qokeody:?]	Pulverzubereitung, Charge III; Ansatz eines Arzneikompositums in der Gradmitte; trockener Pulverstoff; Zubereitungsmaß, Form III; feucht in der Mitte des Grades; [shockhsy:?]; attributiv feuchte CTH-Drogenzubereitung; [qokeody:?]	1	0	0	0	0	0	7	1
