mode	package	page	record	line	locus	word	normalized	kind	rendering	row_status
E	HERB4	f17r	f17r	f17r.4	f17r.4:1	tcho	tcho	OPEN	⟦tcho⟧	recorded
E	HERB4	f17r	f17r	f17r.4	f17r.4:2	shol	shol	OPEN	⟦shol⟧	recorded
E	HERB4	f17r	f17r	f17r.4	f17r.4:3	qokol	qokol	OPEN	⟦qokol⟧	recorded
E	HERB4	f17r	f17r	f17r.4	f17r.4:4	qor	qor	OPEN	⟦qor⟧	recorded
E	HERB4	f17r	f17r	f17r.4	f17r.4:5	olaiin	olaiin	OPEN	⟦olaiin⟧	recorded
E	HERB4	f17r	f17r	f17r.4	f17r.4:6	opydg	opydg	OPEN	⟦opydg⟧	recorded
E	HERB4	f17r	f17r	f17r.4	f17r.4:7	som	som	OPEN	⟦som⟧	recorded
E	HERB4	f17r	f17r	f17r.4	f17r.4:8	ypchy	ypchy	OPEN	⟦ypchy⟧	recorded
E	HERB4	f17r	f17r	f17r.4	f17r.4:9	ypaim	ypaim	OPEN	⟦ypaim⟧	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:1	ychekchy	ychekchy	OPEN	⟦ychekchy⟧	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:2	cthy	cthy	NOUN	Kraut[cthy]	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:3	chor	chor	NOUN	Blüten[chor]	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:4	shor	shor	OPEN	⟦shor⟧	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:5	cphor	cphor	OPEN	⟦cphor⟧	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:6	cphaldy	cphaldy	OPEN	⟦cphaldy⟧	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:7	dair	dair	OPEN	⟦dair⟧	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:8	cthey	cthey	OPEN	⟦cthey⟧	recorded
E	HERB4	f17r	f17r	f17r.5	f17r.5:9	qody	qody	OPEN	⟦qody⟧	recorded
E	HERB4	f17r	f17r	f17r.6	f17r.6:1	tsho	tsho	OPEN	⟦tsho⟧	recorded
E	HERB4	f17r	f17r	f17r.6	f17r.6:2	qof	qof	OPEN	⟦qof⟧	recorded
E	HERB4	f17r	f17r	f17r.6	f17r.6:3	cho	cho	OPEN	⟦cho⟧	recorded
E	HERB4	f17r	f17r	f17r.6	f17r.6:4	qokcheor	qokcheor	OPEN	⟦qokcheor⟧	recorded
E	HERB4	f17r	f17r	f17r.6	f17r.6:5	cheteg	cheteg	OPEN	⟦cheteg⟧	recorded
E	BATH3	f83r	F83_P1	f83r.1	f83r.1:1	tchedy	tchedy	OPEN	⟦tchedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.1	f83r.1:2	lpchedy	lpchedy	OPEN	⟦lpchedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.1	f83r.1:3	opedy	opedy	OPEN	⟦opedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.1	f83r.1:4	chepol	chepol	OPEN	⟦chepol⟧	recorded
E	BATH3	f83r	F83_P1	f83r.1	f83r.1:5	pchedar	pchedar	OPEN	⟦pchedar⟧	recorded
E	BATH3	f83r	F83_P1	f83r.1	f83r.1:6	shedy	shedy	NOUN	Flüssigkeit[shedy]	recorded
E	BATH3	f83r	F83_P1	f83r.1	f83r.1:7	qopchedy	qopchedy	OPEN	⟦qopchedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:1	sol	sol	OPEN	⟦sol⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:2	cheey	cheey	OPEN	⟦cheey⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:3	qokaiin	qokaiin	NOUN	Gefäß[qokaiin]	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:4	shol	shol	OPEN	⟦shol⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:5	lchs	lchs	OPEN	⟦lchs⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:6	shey	shey	OPEN	⟦shey⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:7	qoteedy	qoteedy	OPEN	⟦qoteedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:8	rches	rches	OPEN	⟦rches⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:9	ar	ar	OPEN	⟦ar⟧	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:10	chedy	chedy	ACTION	erwärme(shedy;Ziel=NA;COMPLETE)	recorded
E	BATH3	f83r	F83_P1	f83r.2	f83r.2:11	dor	dor	OPEN	⟦dor⟧	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:1	olkeedy	olkeedy	OPEN	⟦olkeedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:2	qotal	qotal	OPEN	⟦qotal⟧	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:3	chkeedy	chkeedy	OPEN	⟦chkeedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:4	chey	chey	OPEN	⟦chey⟧	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:5	daiin	daiin	QUANTITY	MATERIAL_AMOUNT Q(shedy;Quelle=f83r.1:6)	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:6	chey	chey	OPEN	⟦chey⟧	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:7	lchedy	lchedy	NOUN	Zusatzstoff[lchedy]	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:8	qokaiin	qokaiin	NOUN	Gefäß[qokaiin]	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:9	qotal	qotal	OPEN	⟦qotal⟧	recorded
E	BATH3	f83r	F83_P1	f83r.3	f83r.3:10	dar	dar	OPEN	⟦dar⟧	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:1	qokshedy	qokshedy	OPEN	⟦qokshedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:2	chedy	chedy	ACTION	erwärme(lchedy;Ziel=NA;COMPLETE)	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:3	qokedy	qokedy	OPEN	⟦qokedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:4	chkedy	chkedy	OPEN	⟦chkedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:5	daiin	daiin	QUANTITY	MATERIAL_AMOUNT Q(lchedy;Quelle=f83r.3:7)	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:6	shetar	shetar	OPEN	⟦shetar⟧	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:7	shedy	shedy	NOUN	Flüssigkeit[shedy]	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:8	qekaiin	qekaiin	OPEN	⟦qekaiin⟧	recorded
E	BATH3	f83r	F83_P1	f83r.4	f83r.4:9	chedy	chedy	ACTION	erwärme(shedy;Ziel=NA;COMPLETE)	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:1	deey	deey	OPEN	⟦deey⟧	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:2	qotaiin	qotaiin	OPEN	⟦qotaiin⟧	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:3	checkhy	checkhy	OPEN	⟦checkhy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:4	qoty	qoty	OPEN	⟦qoty⟧	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:5	cheg	cheg	OPEN	⟦cheg⟧	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:6	shedy	shedy	NOUN	Flüssigkeit[shedy]	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:7	qokeey	qokeey	OPEN	⟦qokeey⟧	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:8	rchedy	rchedy	OPEN	⟦rchedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:9	qoteedy	qoteedy	OPEN	⟦qoteedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.5	f83r.5:10	lo	lo	OPEN	⟦lo⟧	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:1	schedy	schedy	OPEN	⟦schedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:2	chedchy	chedchy	OPEN	⟦chedchy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:3	qokal	qokal	OPEN	⟦qokal⟧	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:4	olchedy	olchedy	OPEN	⟦olchedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:5	qokaiin	qokaiin	NOUN	Gefäß[qokaiin]	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:6	chedy	chedy	ACTION	erwärme(shedy;Ziel=NA;COMPLETE)	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:7	qokeedy	qokeedy	ACTION	fülle ein(shedy;Ziel=qokaiin;COMPLETE)	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:8	lchedy	lchedy	NOUN	Zusatzstoff[lchedy]	recorded
E	BATH3	f83r	F83_P1	f83r.6	f83r.6:9	qoky	qoky	OPEN	⟦qoky⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:1	solshed	solshed	OPEN	⟦solshed⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:2	lsheedy	lsheedy	OPEN	⟦lsheedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:3	qeeedy	qeeedy	OPEN	⟦qeeedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:4	qoky	qoky	OPEN	⟦qoky⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:5	o	o	OPEN	⟦o⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:6	qol	qol	OPEN	⟦qol⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:7	rsheedy	rsheedy	OPEN	⟦rsheedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:8	qokedy	qokedy	OPEN	⟦qokedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:9	qoteedy	qoteedy	OPEN	⟦qoteedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.7	f83r.7:10	qoteedy	qoteedy	OPEN	⟦qoteedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.8	f83r.8:1	pchedal	pchedal	OPEN	⟦pchedal⟧	recorded
E	BATH3	f83r	F83_P1	f83r.8	f83r.8:2	otedy	otedy	OPEN	⟦otedy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.8	f83r.8:3	shecthedchy	shecthedchy	OPEN	⟦shecthedchy⟧	recorded
E	BATH3	f83r	F83_P1	f83r.8	f83r.8:4	qoky	qoky	OPEN	⟦qoky⟧	recorded
E	BATH3	f83r	F83_P1	f83r.8	f83r.8:5	chedy	chedy	ACTION	erwärme(lchedy;Ziel=NA;COMPLETE)	recorded
E	BATH3	f83r	F83_P1	f83r.8	f83r.8:6	chary	chary	OPEN	⟦chary⟧	recorded
