page	section	language	hand
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f17r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f21r	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f29v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f32v	H	A	1
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f77r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f82r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
f83r	B	B	2
