mode	package	page	record	line	locus	word	normalized	kind	rendering	row_status
G	HERB4	f17r	f17r	f17r.4	f17r.4:1	tcho	tcho	OPEN	⟦tcho⟧	recorded
G	HERB4	f17r	f17r	f17r.4	f17r.4:2	shol	shol	OPEN	⟦shol⟧	recorded
G	HERB4	f17r	f17r	f17r.4	f17r.4:3	qokol	qokol	OPEN	⟦qokol⟧	recorded
G	HERB4	f17r	f17r	f17r.4	f17r.4:4	qor	qor	OPEN	⟦qor⟧	recorded
G	HERB4	f17r	f17r	f17r.4	f17r.4:5	olaiin	olaiin	OPEN	⟦olaiin⟧	recorded
G	HERB4	f17r	f17r	f17r.4	f17r.4:6	opydg	opydg	OPEN	⟦opydg⟧	recorded
G	HERB4	f17r	f17r	f17r.4	f17r.4:7	som	som	OPEN	⟦som⟧	recorded
G	HERB4	f17r	f17r	f17r.4	f17r.4:8	ypchy	ypchy	OPEN	⟦ypchy⟧	recorded
G	HERB4	f17r	f17r	f17r.4	f17r.4:9	ypaim	ypaim	OPEN	⟦ypaim⟧	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:1	ychekchy	ychekchy	OPEN	⟦ychekchy⟧	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:2	cthy	cthy	NOUN	Kraut[cthy]	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:3	chor	chor	NOUN	Blüten[chor]	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:4	shor	shor	OPEN	⟦shor⟧	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:5	cphor	cphor	OPEN	⟦cphor⟧	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:6	cphaldy	cphaldy	OPEN	⟦cphaldy⟧	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:7	dair	dair	OPEN	⟦dair⟧	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:8	cthey	cthey	OPEN	⟦cthey⟧	recorded
G	HERB4	f17r	f17r	f17r.5	f17r.5:9	qody	qody	OPEN	⟦qody⟧	recorded
G	HERB4	f17r	f17r	f17r.6	f17r.6:1	tsho	tsho	OPEN	⟦tsho⟧	recorded
G	HERB4	f17r	f17r	f17r.6	f17r.6:2	qof	qof	OPEN	⟦qof⟧	recorded
G	HERB4	f17r	f17r	f17r.6	f17r.6:3	cho	cho	OPEN	⟦cho⟧	recorded
G	HERB4	f17r	f17r	f17r.6	f17r.6:4	qokcheor	qokcheor	OPEN	⟦qokcheor⟧	recorded
G	HERB4	f17r	f17r	f17r.6	f17r.6:5	cheteg	cheteg	OPEN	⟦cheteg⟧	recorded
G	BATH3	f83r	F83_P1	f83r.1	f83r.1:1	tchedy	tchedy	OPEN	⟦tchedy⟧	recorded
G	BATH3	f83r	F83_P1	f83r.1	f83r.1:2	lpchedy	lpchedy	OPEN	⟦lpchedy⟧	recorded
G	BATH3	f83r	F83_P1	f83r.1	f83r.1:3	opedy	opedy	OPEN	⟦opedy⟧	recorded
G	BATH3	f83r	F83_P1	f83r.1	f83r.1:4	chepol	chepol	OPEN	⟦chepol⟧	recorded
G	BATH3	f83r	F83_P1	f83r.1	f83r.1:5	pchedar	pchedar	OPEN	⟦pchedar⟧	recorded
G	BATH3	f83r	F83_P1	f83r.1	f83r.1:6	shedy	shedy	NOUN	Flüssigkeit[shedy]	recorded
G	BATH3	f83r	F83_P1	f83r.1	f83r.1:7	qopchedy	qopchedy	OPEN	⟦qopchedy⟧	recorded
G	BATH3	f83r	F83_P1	f83r.2	f83r.2:1	sol	sol	OPEN	⟦sol⟧	recorded
G	BATH3	f83r	F83_P1	f83r.2	f83r.2:2	cheey	cheey	OPEN	⟦cheey⟧	recorded
G	BATH3	f83r	F83_P1	f83r.2	f83r.2:3	qokaiin	qokaiin	NOUN	Gefäß[qokaiin]	recorded
G	BATH3	f83r	F83_P1	f83r.2	f83r.2:4	shol	shol	OPEN	⟦shol⟧	recorded
G	BATH3	f83r	F83_P1	f83r.2	f83r.2:5	lchs	lchs	OPEN	⟦lchs⟧	recorded
G	BATH3	f83r	F83_P1	f83r.2	f83r.2:6	shey	shey	OPEN	⟦shey⟧	recorded
G	BATH3	f83r	F83_P1	f83r.2	f83r.2:7	qoteedy	qoteedy	OPEN	⟦qoteedy⟧	recorded
