package	page	record	line	locus	word	row_status
HERB4	f17r	f17r	f17r.4	f17r.4:1	tcho	recorded
HERB4	f17r	f17r	f17r.4	f17r.4:2	shol	recorded
HERB4	f17r	f17r	f17r.4	f17r.4:3	qokol	recorded
HERB4	f17r	f17r	f17r.4	f17r.4:4	qor	recorded
HERB4	f17r	f17r	f17r.4	f17r.4:5	olaiin	recorded
HERB4	f17r	f17r	f17r.4	f17r.4:6	opydg	recorded
HERB4	f17r	f17r	f17r.4	f17r.4:7	som	recorded
HERB4	f17r	f17r	f17r.4	f17r.4:8	ypchy	recorded
HERB4	f17r	f17r	f17r.4	f17r.4:9	ypaim	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:1	ychekchy	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:2	cthy	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:3	chor	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:4	shor	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:5	cphor	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:6	cphaldy	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:7	dair	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:8	cthey	recorded
HERB4	f17r	f17r	f17r.5	f17r.5:9	qody	recorded
HERB4	f17r	f17r	f17r.6	f17r.6:1	tsho	recorded
HERB4	f17r	f17r	f17r.6	f17r.6:2	qof	recorded
HERB4	f17r	f17r	f17r.6	f17r.6:3	cho	recorded
HERB4	f17r	f17r	f17r.6	f17r.6:4	qokcheor	recorded
HERB4	f17r	f17r	f17r.6	f17r.6:5	cheteg	recorded
BATH3	f83r	F83_P1	f83r.1	f83r.1:1	tchedy	recorded
BATH3	f83r	F83_P1	f83r.1	f83r.1:2	lpchedy	recorded
BATH3	f83r	F83_P1	f83r.1	f83r.1:3	opedy	recorded
BATH3	f83r	F83_P1	f83r.1	f83r.1:4	chepol	recorded
BATH3	f83r	F83_P1	f83r.1	f83r.1:5	pchedar	recorded
BATH3	f83r	F83_P1	f83r.1	f83r.1:6	shedy	recorded
BATH3	f83r	F83_P1	f83r.1	f83r.1:7	qopchedy	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:1	sol	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:2	cheey	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:3	qokaiin	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:4	shol	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:5	lchs	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:6	shey	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:7	qoteedy	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:8	rches	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:9	ar	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:10	chedy	recorded
BATH3	f83r	F83_P1	f83r.2	f83r.2:11	dor	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:1	olkeedy	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:2	qotal	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:3	chkeedy	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:4	chey	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:5	daiin	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:6	chey	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:7	lchedy	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:8	qokaiin	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:9	qotal	recorded
BATH3	f83r	F83_P1	f83r.3	f83r.3:10	dar	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:1	qokshedy	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:2	chedy	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:3	qokedy	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:4	chkedy	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:5	daiin	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:6	shetar	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:7	shedy	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:8	qekaiin	recorded
BATH3	f83r	F83_P1	f83r.4	f83r.4:9	chedy	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:1	deey	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:2	qotaiin	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:3	checkhy	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:4	qoty	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:5	cheg	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:6	shedy	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:7	qokeey	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:8	rchedy	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:9	qoteedy	recorded
BATH3	f83r	F83_P1	f83r.5	f83r.5:10	lo	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:1	schedy	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:2	chedchy	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:3	qokal	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:4	olchedy	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:5	qokaiin	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:6	chedy	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:7	qokeedy	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:8	lchedy	recorded
BATH3	f83r	F83_P1	f83r.6	f83r.6:9	qoky	recorded
BATH3	f83r	F83_P1	f83r.7	f83r.7:1	solshed	recorded
BATH3	f83r	F83_P1	f83r.7	f83r.7:2	lsheedy	recorded
BATH3	f83r	F83_P1	f83r.7	f83r.7:3	qeeedy	recorded
