page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces
f100r	f100r.1	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	chosaroshol	[chosaroshol:?]	OPEN	UNKNOWN_SURFACE	1	chosaroshol
f100r	f100r.10	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	dakocth	[dakocth:?]	OPEN	UNKNOWN_SURFACE	1	dakocth
f100r	f100r.11	P	A	1	1	0	0	0	0	1	0.000000	0	0	1	0	sofam	[sofam:?]	OPEN	UNKNOWN_SURFACE	1	sofam
f100r	f100r.12	P	A	1	10	1	0	0	0	9	0.100000	6	6	1	0	pcheol sheod qocpheeckhy shodol da oto choos sheey cho s	[pcheol:?] | [sheod:?] | [qocpheeckhy:?] | [shodol:?] | [da:?] | [oto:?] | [choos:?] | feucht, Bindungsstufe II | [cho:?] | [s:?]	OPEN | OPEN | OPEN | OPEN | OPEN | OPEN | OPEN | V13:TARGET_SURFACE_DEFAULT | OPEN | OPEN	UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE	1|2|3|4|5|6|7|9|10	pcheol|sheod|qocpheeckhy|shodol|da|oto|choos|cho|s
f100r	f100r.13	P	A	1	8	2	0	0	1	6	0.250000	5	5	1	0	dsheor cthey qokeey oteey ykeeodain rorarydaiin daiin deeomchol	[dsheor:?] | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [qokeey:?] | [oteey:?] | [ykeeodain:?] | [rorarydaiin:?] | Grad-/Maßwert III | [deeomchol:?]	OPEN | GDT638:ROUND_03 | OPEN | OPEN | OPEN | OPEN | V13:CONTEXTUAL_VALUE_SERIES | OPEN	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	1|3|4|5|6|8	dsheor|qokeey|oteey|ykeeodain|rorarydaiin|deeomchol
f100r	f100r.14	P	A	1	10	3	1	0	0	7	0.300000	8	9	1	0	shor chkeey qoteey qokeody qoteold qokeol so raiin otal ykeeeo	Blüten-/Fruchtstand; reproduktiver Teil | [chkeey:?] | kalt, Bindungsstufe II | [qokeody:?] | [qoteold:?] | [qokeol:?] | [so:?] | Wurzel, Typ/Charge III | [otal:?] | [ykeeeo:?]	V13:PART_OR_FORM | OPEN | V13:TARGET_SURFACE_DEFAULT | OPEN | OPEN | OPEN | OPEN | V13:SCOPED_CONCRETE_HEAD_FORM | OPEN | OPEN	KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE	2|4|5|6|7|9|10	chkeey|qokeody|qoteold|qokeol|so|otal|ykeeeo
f100r	f100r.15	P	A	1	7	3	3	0	0	4	0.428571	6	6	1	0	dcheor shol qokeeol chor chol qokeeody dareu	[dcheor:?] | feucht; nominal feuchtes Gut/Material | [qokeeol:?] | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | [qokeeody:?] | [dareu:?]	OPEN | V13:MOIST_OL_FORM | OPEN | V13:PART_OR_FORM | V13:DRY_OL_FORM | OPEN | OPEN	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | UNKNOWN_SURFACE	1|3|6|7	dcheor|qokeeol|qokeeody|dareu
f100r	f100r.16	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	okeeos	[okeeos:?]	OPEN	UNKNOWN_SURFACE	1	okeeos
f100r	f100r.17	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	shockhey	[shockhey:?]	OPEN	UNKNOWN_SURFACE	1	shockhey
f100r	f100r.18	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	orol	[orol:?]	OPEN	UNKNOWN_SURFACE	1	orol
f100r	f100r.19	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	olcheom	[olcheom:?]	OPEN	UNKNOWN_SURFACE	1	olcheom
f100r	f100r.2	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	sochorcfhy	[sochorcfhy:?]	OPEN	UNKNOWN_SURFACE	1	sochorcfhy
f100r	f100r.20	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	oteol	[oteol:?]	OPEN	UNKNOWN_SURFACE	1	oteol
f100r	f100r.21	P	A	1	1	0	0	0	0	1	0.000000	0	0	1	0	okols	[okols:?]	OPEN	UNKNOWN_SURFACE	1	okols
f100r	f100r.22	P	A	1	9	2	0	0	1	7	0.222222	4	6	1	0	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	[folshody:?] | trocken, Grad III | [fchod:?] | [ycheol:?] | [cphol:?] | [qotees:?] | feucht, attributiv gebunden | [aseso:?] | [alcfhy:?]	OPEN | V13:FUSED_FREE_VALUE | OPEN | OPEN | OPEN | OPEN | V13:TARGET_SURFACE_DEFAULT | OPEN | OPEN	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE	1|3|4|5|6|8|9	folshody|fchod|ycheol|cphol|qotees|aseso|alcfhy
