record	locus	at	word	gloss	status	row_status
f17r	f17r.4	f17r.4:1	tcho	OPEN	OPEN	recorded
f17r	f17r.4	f17r.4:2	shol	OPEN	OPEN	recorded
f17r	f17r.4	f17r.4:3	qokol	OPEN	OPEN	recorded
f17r	f17r.4	f17r.4:4	qor	OPEN	OPEN	recorded
f17r	f17r.4	f17r.4:5	olaiin	OPEN	OPEN	recorded
f17r	f17r.4	f17r.4:6	opydg	OPEN	OPEN	recorded
f17r	f17r.4	f17r.4:7	som	OPEN	OPEN	recorded
f17r	f17r.4	f17r.4:8	ypchy	OPEN	OPEN	recorded
f17r	f17r.4	f17r.4:9	ypaim	OPEN	OPEN	recorded
f17r	f17r.5	f17r.5:1	ychekchy	OPEN	OPEN	recorded
f17r	f17r.5	f17r.5:2	cthy	Pflanzengut	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:3	chor	Blüten	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:4	shor	Samen	HYPOTHESIS	recorded
f17r	f17r.5	f17r.5:5	cphor	OPEN	OPEN	recorded
f17r	f17r.5	f17r.5:6	cphaldy	OPEN	OPEN	recorded
f17r	f17r.5	f17r.5:7	dair	OPEN	OPEN	recorded
f17r	f17r.5	f17r.5:8	cthey	OPEN	OPEN	recorded
f17r	f17r.5	f17r.5:9	qody	OPEN	OPEN	recorded
f17r	f17r.6	f17r.6:1	tsho	OPEN	OPEN	recorded
f17r	f17r.6	f17r.6:2	qof	OPEN	OPEN	recorded
f17r	f17r.6	f17r.6:3	cho	Inneres	HYPOTHESIS	recorded
f17r	f17r.6	f17r.6:4	qokcheor	OPEN	OPEN	recorded
f17r	f17r.6	f17r.6:5	cheteg	OPEN	OPEN	recorded
f21r	f21r.8	f21r.8:1	fcho	OPEN	OPEN	recorded
f21r	f21r.8	f21r.8:2	kshy	OPEN	OPEN	recorded
f21r	f21r.8	f21r.8:3	otor	OPEN	OPEN	recorded
f21r	f21r.8	f21r.8:4	sheol	OPEN	OPEN	recorded
f21r	f21r.8	f21r.8:5	ocphal	OPEN	OPEN	recorded
f21r	f21r.8	f21r.8:6	opsheas	OPEN	OPEN	recorded
f21r	f21r.8	f21r.8:7	cthodaiin	OPEN	OPEN	recorded
f21r	f21r.8	f21r.8:8	oty	OPEN	OPEN	recorded
f21r	f21r.9	f21r.9:1	okaiin	Ansatz	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:2	sho	Flüssigkeit	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:3	tshaiin	OPEN	OPEN	recorded
f21r	f21r.9	f21r.9:4	chkaiin	OPEN	OPEN	recorded
f21r	f21r.9	f21r.9:5	sh	OPEN	OPEN	recorded
f21r	f21r.9	f21r.9:6	cthey	OPEN	OPEN	recorded
f21r	f21r.9	f21r.9:7	cthody	OPEN	OPEN	recorded
f21r	f21r.9	f21r.9:8	cthy	Pflanzengut	HYPOTHESIS	recorded
f21r	f21r.9	f21r.9:9	s	je	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:1	totchy	OPEN	OPEN	recorded
f21r	f21r.10	f21r.10:2	keor	OPEN	OPEN	recorded
f21r	f21r.10	f21r.10:3	chy	verarbeite	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:4	ky	OPEN	OPEN	recorded
f21r	f21r.10	f21r.10:5	qotaiin	abgeteilte Portion	HYPOTHESIS	recorded
f21r	f21r.10	f21r.10:6	qotchol	OPEN	OPEN	recorded
f21r	f21r.10	f21r.10:7	ty	OPEN	OPEN	recorded
f21r	f21r.10	f21r.10:8	ctheey	OPEN	OPEN	recorded
f21r	f21r.10	f21r.10:9	otaiin	OPEN	OPEN	recorded
f21r	f21r.11	f21r.11:1	shol	OPEN	OPEN	recorded
f21r	f21r.11	f21r.11:2	chol	trocken	HYPOTHESIS	recorded
f21r	f21r.11	f21r.11:3	shol	OPEN	OPEN	recorded
f21r	f21r.11	f21r.11:4	tchol	OPEN	OPEN	recorded
f21r	f21r.11	f21r.11:5	chcthy	OPEN	OPEN	recorded
f21r	f21r.11	f21r.11:6	otyky	OPEN	OPEN	recorded
f21r	f21r.11	f21r.11:7	shey	fülle ein	HYPOTHESIS	recorded
f21r	f21r.11	f21r.11:8	yteol	OPEN	OPEN	recorded
f21r	f21r.11	f21r.11:9	shody	OPEN	OPEN	recorded
f21r	f21r.12	f21r.12:1	ykeey	OPEN	OPEN	recorded
f21r	f21r.12	f21r.12:2	chor	Blüten	HYPOTHESIS	recorded
f21r	f21r.12	f21r.12:3	sheey	OPEN	OPEN	recorded
f21r	f21r.12	f21r.12:4	ysheol	OPEN	OPEN	recorded
f21r	f21r.12	f21r.12:5	chor	Blüten	HYPOTHESIS	recorded
f21r	f21r.12	f21r.12:6	chol	trocken	HYPOTHESIS	recorded
f21r	f21r.12	f21r.12:7	daiin	festgelegte Dosis	HYPOTHESIS	recorded
f21r	f21r.12	f21r.12:8	chkaiin	OPEN	OPEN	recorded
f32v	f32v.7	f32v.7:1	ksho	OPEN	OPEN	recorded
f32v	f32v.7	f32v.7:2	cphos	zerreibe	HYPOTHESIS	recorded
f32v	f32v.7	f32v.7:3	she	lasse stehen	HYPOTHESIS	recorded
f32v	f32v.7	f32v.7:4	sheaiin	Standzeit	HYPOTHESIS	recorded
f32v	f32v.7	f32v.7:5	otshcho	kühles Inneres	HYPOTHESIS	recorded
f32v	f32v.7	f32v.7:6	r	danach	HYPOTHESIS	recorded
f32v	f32v.7	f32v.7:7	dain	kleine Dosis	HYPOTHESIS	recorded
f32v	f32v.7	f32v.7:8	shckhy	vermische	HYPOTHESIS	recorded
f32v	f32v.7	f32v.7:9	s	je	HYPOTHESIS	recorded
f32v	f32v.7	f32v.7:10	odan	Rest	HYPOTHESIS	recorded
f32v	f32v.8	f32v.8:1	otchol	getrocknetes Gut	HYPOTHESIS	recorded
f32v	f32v.8	f32v.8:2	daiin	festgelegte Dosis	HYPOTHESIS	recorded
