event_id	record	page	locus	statement_id	surface	joint_tuple_id	small_value_de	source_pass	semantic_segmentation_before_consolidation	pass426_revision	pass426_reason	pass427_decision	pass427_reason
E001	H1	f10r	f10r.2	H1-S001	dchey	65f320e75510b2f38182	Knolle	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	dchey=Wurzelteil	UNCHANGED	not one of five weakest cards	RETAINED_AFTER_COMPARISON	retained from visible red underground swellings
E002	H1	f10r	f10r.2	H1-S001	cthoor	dedc383b600397a301ee	schälen	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	cthoor=säubern	abschaben->schälen	root/tuber preparation before general processing	UNCHANGED	outside target set
E003	H1	f10r	f10r.2	H1-S001	char	4d4559019a961b834aa1	aus demselben Vorrat	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	AR_SOURCE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E004	H1	f10r	f10r.2	H1-S001	chty	80ebbbbf238eee9f0aef	bearbeiten	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	ch=zerkleinern	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E005	H1	f10r	f10r.2	H1-S001	os	df1098831679a8ad1b39	Topf	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	os=Gefäß	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E006	H1	f10r	f10r.2	H1-S001	chair	12efe866f335461823a6	Wasserzulauf	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	CH_INLET+AIR_WATER	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E007	H1	f10r	f10r.2	H1-S001	otytchol	62ff059766b21c7de083	Auszug	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	OTYTCHOL_COLLECT_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E008	H1	f10r	f10r.2	H1-S001	oky	276a7c2d74d1143446f4	Posten ansetzen	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	OK_SET+Y_OPEN	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E009	H1	f10r	f10r.2	H1-S001	daiin	2f1c5e56e8f0ff459065	Sollmaß	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E010	H1	f10r	f10r.2	H1-S001	etyd	a6939862e33ece5a0483	Gabe	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	etyd=Wurzelteil	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E011	H1	f10r	f10r.5	H1-S002	qokchy	9ad66e67803a12e745de	Posten ansetzen	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	OK_SET+CH_WRAPPER+Y_OPEN	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E012	H1	f10r	f10r.5	H1-S002	qotchol	e8a6105b5c3a6220b440	anwärmen	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	QOTCHOL_WARM_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E013	H1	f10r	f10r.5	H1-S002	chol	dcda95c81a5460feb191	fortsetzen	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	OL_CONTINUE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E014	H1	f10r	f10r.5	H1-S002	cthy	e0b630cb1b5df5e7105b	bereit	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	CTH_READY+Y_CURRENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E015	H2	f10r	f10r.6	H2-S001	ycheor	7249edc4df3419c26999	Spitzen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	ycheor=Pflanzenspitzen	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E016	H2	f10r	f10r.6	H2-S001	cthy	e0b630cb1b5df5e7105b	bereit	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	CTH_READY+Y_CURRENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E017	H2	f10r	f10r.6	H2-S001	chor	7a4bb8136330ee4e6e56	Ansatz	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E018	H2	f10r	f10r.6	H2-S001	cthaiin	f3c23f42baf625639e1e	zerstoßen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	cthaiin=Kraut zerstoßen	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E019	H2	f10r	f10r.6	H2-S001	qoctholy	af816c04e65874a0f2fa	abpressen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	QOCTHOLY_PRESS_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E020	H2	f10r	f10r.6	H2-S001	dy	b921a237be883a820352	dies A	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E021	H2	f10r	f10r.6	H2-S001	chy	b921a237be883a820352	dies B	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E022	H2	f10r	f10r.6	H2-S001	taiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E023	H2	f10r	f10r.6	H2-S001	shy	b921a237be883a820352	dies bemessene	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E024	H2	f10r	f10r.8	H2-S002	qotchor	10488b911aae52b3b334	Folgeansatz	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OT_FOLLOW+OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E025	H2	f10r	f10r.8	H2-S002	chor	7a4bb8136330ee4e6e56	Ansatz	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E026	H2	f10r	f10r.8	H2-S002	otol	497cbd9c7401810ff56b	danach fortsetzen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OT_FOLLOW+OL_CONTINUE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E027	H2	f10r	f10r.8	H2-S002	chol	dcda95c81a5460feb191	fortsetzen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OL_CONTINUE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E028	H2	f10r	f10r.8	H2-S002	cholor	dec401773c1f0347793d	Fortsetzungsansatz	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OL_CONTINUE+OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E029	H2	f10r	f10r.8	H2-S002	chol	dcda95c81a5460feb191	fortsetzen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OL_CONTINUE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E030	H2	f10r	f10r.8	H2-S002	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E031	H2	f10r	f10r.8	H2-S002	dar	4d4559019a961b834aa1	dasselbe	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	AR_SOURCE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E032	H2	f10r	f10r.9	H2-S003	oykchor	27d97af8c96eb056c2e6	Schüssel	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	oykchor=glasiertes Gefäß	UNCHANGED	not one of five weakest cards	REVISED	container function remains but unseen glazing is removed
E033	H2	f10r	f10r.9	H2-S003	shor	7a4bb8136330ee4e6e56	Ansatz A	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E034	H2	f10r	f10r.9	H2-S003	chor	7a4bb8136330ee4e6e56	Ansatz B	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E035	H2	f10r	f10r.9	H2-S003	chy	b921a237be883a820352	dies	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E036	H2	f10r	f10r.9	H2-S003	kaiiin	409de02322e7b2ca0c62	weicher Sollstand	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	K_SOFT_HULL+IIN_TARGET_GRADE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E037	H2	f10r	f10r.9	H2-S003	dy	b921a237be883a820352	dies	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E038	H2	f10r	f10r.9	H2-S003	chodaiin	834825c61d048a6b5628	Brei	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	chodaiin=Geschwür	Paste->Brei	soft material state without application claim	UNCHANGED	outside target set
E039	H3	f11r	f11r.1	H3-S001	tshol	953ad19b79517fc8a211	Blütenkraut	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	tshol=Blütenkraut	UNCHANGED	not one of five weakest cards	RETAINED_AFTER_COMPARISON	retained from visibly flower-rich crown
E040	H3	f11r	f11r.1	H3-S001	schoal	428a5e3662aa57b4b256	Sud	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	SCHOAL_WINE_DECOCTION_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E041	H3	f11r	f11r.1	H3-S001	cfhy	bdad9f9ea8b80f141496	auswringen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	CFHY_WRING_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E042	H3	f11r	f11r.1	H3-S001	shfydaiin	a8af08e69edab8e54f15	Standzeit	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	SHFY_STAND+AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E043	H3	f11r	f11r.1	H3-S001	cphy	deb377381ceaf55ea310	nachseihen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	CPHY_RESTRAIN_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E044	H3	f11r	f11r.1	H3-S001	shey	b5df9126607030b95175	Klarauszug	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	SHEY_CLEAR_EXTRACT_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E045	H3	f11r	f11r.1	H3-S001	tchody	2e2027b1951d79911e24	abkühlen; Schluss	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	TCHO_COOL+DY_CLOSE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E046	H3	f11r	f11r.1	H3-S002	shoyty	577c03a928d674d420d7	Reserve setzen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	shoyty=Blütenanteil zurückhalten	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E047	H3	f11r	f11r.4	H3-S003	dchol	d665560c8ff80799a82c	Fortsetzung	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	CH_WRAPPER+OL_CONTINUE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E048	H3	f11r	f11r.4	H3-S003	chy	b921a237be883a820352	dies	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E049	H3	f11r	f11r.4	H3-S003	kchy	b2812c8283c3a62438bd	Trank	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	KCHY_DRAUGHT_WHOLE_CARD	Trank->Trank	measure context keeps current leader	UNCHANGED	outside target set
E050	H3	f11r	f11r.4	H3-S003	dy	b921a237be883a820352	dies	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E051	H3	f11r	f11r.4	H3-S003	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E052	H3	f11r	f11r.7	H3-S004	qotchy	a48efd6c4491a046ba78	Reserve nehmen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	qotchy=zurückbehaltene Blüten	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E053	H3	f11r	f11r.7	H3-S004	okchol	322281bd391aa621f568	Fortsetzung einsetzen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	OK_SET+CH_WRAPPER+OL_CONTINUE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E054	H3	f11r	f11r.7	H3-S004	cthy	e0b630cb1b5df5e7105b	bereit	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	CTH_READY+Y_CURRENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E055	H3	f11r	f11r.7	H3-S004	dy	b921a237be883a820352	dies	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E056	H4	f55v	f55v.5	H4-S001	qokaiin	b5fcea1eaed06b2f2291	nach Mass ansetzen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OK_SET+AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E057	H4	f55v	f55v.5	H4-S001	chaiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E058	H4	f55v	f55v.5	H4-S001	ykain	403c1592f918c8f23b88	eine Portion davon	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Y_REFERENT+K_HULL+AIN_PORTION	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E059	H4	f55v	f55v.5	H4-S001	ykan	d929a14ec45749b2e805	diese Portion	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Y_REFERENT+K_HULL+AIN_PORTION	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E060	H4	f55v	f55v.5	H4-S001	ody	97cc9ac109148723c472	abkühlen; Schluss	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	ODY_COOL+TERMINAL_CLOSE	UNCHANGED	not one of five weakest cards	RETAINED_AFTER_COMPARISON	retained by three other cooling cards
E061	H4	f55v	f55v.5	H4-S002	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E062	H4	f55v	f55v.5	H4-S002	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	CHD~CHED+Y_REFERENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E063	H4	f55v	f55v.5	H4-S002	talam	e026af581c99322fbd46	lagern	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	TALAM_STORE_WHOLE_CARD	verwahren->lagern	one verb covers storage and resting	UNCHANGED	outside target set
E064	H4	f55v	f55v.11	H4-S003	ykaiin	f7dc90b2c31fd341f0a4	Mass dieses Postens	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Y_CURRENT_ITEM+AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E065	H4	f55v	f55v.11	H4-S003	cheoar	807591efc3d3f7ddbfab	Auszug daraus	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	CHEO_EXTRACT+AR_SOURCE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E066	H4	f55v	f55v.11	H4-S003	cheeky	2c1a5fd92b9e3c762242	länger wärmen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	CHK_WARM+GRADE_2+Y_OPEN	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E067	H4	f55v	f55v.11	H4-S003	oldy	1b1ffdd869fb1429ad03	fortsetzen; Schluss	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OL_CONTINUE+DY_CLOSE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E068	H4	f55v	f55v.11	H4-S004	aiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E069	H4	f55v	f55v.11	H4-S004	okal	308e8ea2d5d190c498e8	an die Stelle setzen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Q_RENDERER+OK+AL_SITE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E070	H4	f55v	f55v.11	H4-S004	oltchy	204b04837409088c48f9	anwärmen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OLTCHY_WARM_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E071	H4	f55v	f55v.11	H4-S004	or	7a4bb8136330ee4e6e56	Ansatz	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E072	H4	f55v	f55v.11	H4-S004	y	b921a237be883a820352	dies	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Y_CURRENT_ITEM_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E073	H4	f55v	f55v.11	H4-S004	orain	6afeb5c9ab9f6cbdea0d	Ansatzportion	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OR_BATCH+AIN_PORTION	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E074	H5	f56r	f56r.5	H5-S001	chochor	b9d7b6d68209a9019e7a	Zutatenansatz	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT+OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E075	H5	f56r	f56r.5	H5-S001	cho	2cc054357a929df85f64	Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E076	H5	f56r	f56r.5	H5-S001	chodaly	0ec6a45e2950e8e7061d	erste Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	chodaly=Blütebeginn	Blütebeginn->erste Zutat	subsequent ingredient creates ordered ingredient pair	UNCHANGED	outside target set
E077	H5	f56r	f56r.5	H5-S001	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	AIIN_TARGET_MEASURE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E078	H5	f56r	f56r.7	H5-S001	sho	2cc054357a929df85f64	Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E079	H5	f56r	f56r.7	H5-S001	kchol	893c570f3fa3fce99711	auflegen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	kchol=auflegen	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E080	H5	f56r	f56r.7	H5-S001	otchor	10488b911aae52b3b334	Folgeansatz	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OT_FOLLOW+OR_BATCH	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E081	H5	f56r	f56r.7	H5-S001	choky	276a7c2d74d1143446f4	verwende dies	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+Y_OPEN	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E082	H5	f56r	f56r.7	H5-S001	dal	dd0ecaf5e27d81befffc	Stelle	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	AL_SITE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E083	H5	f56r	f56r.8	H5-S002	schol	d665560c8ff80799a82c	Fortsetzung	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	CH_WRAPPER+OL_CONTINUE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E084	H5	f56r	f56r.8	H5-S002	choy	c10aec6d4dd877ec8bd8	waschen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	CHOY_WASH_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E085	H5	f56r	f56r.8	H5-S002	choky	276a7c2d74d1143446f4	verwende dies	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+Y_OPEN	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E086	H5	f56r	f56r.8	H5-S002	cheeckhody	95987d6f198d6d247511	auftragen; Schluss	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E087	H5	f56r	f56r.12	H5-S003	sh	ad3581d3144f69a5912d	Kraut	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	sh=Pflanzenteil	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E088	H5	f56r	f56r.12	H5-S003	cho	2cc054357a929df85f64	Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E089	H5	f56r	f56r.12	H5-S003	kchey	b74e9e65637b7c8538dd	zerreiben	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	kchey=grob zerreiben	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E090	H5	f56r	f56r.12	H5-S003	qokokchy	1322bc176443fc2a8a86	erneut ansetzen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+OK_REPEAT+Y_CURRENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E091	H5	f56r	f56r.13	H5-S004	okchy	9ad66e67803a12e745de	nimm dies	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+CH_WRAPPER+Y_OPEN	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E092	H5	f56r	f56r.13	H5-S004	chokcheo	087a47b5423438cd6b6a	Auszug zugeben	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	CH_RENDERER+OK_ADD+CHEO_EXTRACT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E093	H5	f56r	f56r.13	H5-S004	kchal	75a523fcf039b006f97b	abseihen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	KCHAL_STRAIN_WHOLE_CARD	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E094	H5	f56r	f56r.18	H5-S005	sho	2cc054357a929df85f64	Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E095	H5	f56r	f56r.18	H5-S005	chokchy	9ad66e67803a12e745de	nimm dies	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+CH_WRAPPER+Y_OPEN	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E096	H5	f56r	f56r.18	H5-S005	kchoar	c71c72da4e09e0833392	ausziehen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	KCHOAR_USE_EXTRACT_WHOLE_CARD	UNCHANGED	not one of five weakest cards	REVISED	verb completes take-extract-use sequence without product duplication
E097	H5	f56r	f56r.18	H5-S005	sotodan	61a075bc54793c1c781f	gebrauchen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	sotodan=gebrauchen	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
E098	H5	f56r	f56r.19	H5-S006	otchey	faf321940aed922846a9	nächstes	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OT_FOLLOW+Y_CURRENT_ITEM	UNCHANGED	not one of five weakest cards	UNCHANGED	outside target set
