instrument_id	module_id	page	locus	local_image_owner	local_content_class	surface_sequence	group_count	compact_default_sequence_de	operator_class	module_role_de	selection_rule	imperative_reading_de	fluent_workshop_reading_de	orientation_status
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	ykshy s aram	3	Position oder Bedingung halten | Nebenwert | Ausgangssektor, Ursprung oder Bezugswert	CONDITION	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Position oder Bedingung halten | Nebenwert | Ausgangssektor, Ursprung oder Bezugswert.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten | Nebenwert | Ausgangssektor, Ursprung oder Bezugswert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	ykecho ols eesydy	3	Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe	CONDITION	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung | im selben Ring, Band oder Satz fortsetzen | lange oder volle Diagrammstufe.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	ey shs okar	3	aktueller Auswahlwert | Position oder Bedingung halten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	CONDITION	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: aktueller Auswahlwert | Position oder Bedingung halten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert | Position oder Bedingung halten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.4	A1_RIGHT_SECTOR_SLOT_04	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	shekchy sykos	2	Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten | sekundäre Grundklasse	CLASS	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten | sekundäre Grundklasse.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten | sekundäre Grundklasse.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.5	A1_RIGHT_SECTOR_SLOT_05	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	ykeody okchy	2	Klassenplatz fest eingetragen | diesen Diagrammposten setzen	CLASS	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Klassenplatz fest eingetragen | diesen Diagrammposten setzen.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen | diesen Diagrammposten setzen.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.6	A1_RIGHT_SECTOR_SLOT_06	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dchetay	1	fester Hauptphasenwert	LOCAL_ENTRY	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: fester Hauptphasenwert.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	ykchy kchey ykchys	3	Diagrammplatz berechnen oder bearbeiten | diesen Diagrammplatz kurz bearbeiten | Diagrammplatz berechnen oder bearbeiten	PROCESS	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Diagrammplatz berechnen oder bearbeiten | diesen Diagrammplatz kurz bearbeiten | Diagrammplatz berechnen oder bearbeiten.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten | diesen Diagrammplatz kurz bearbeiten | Diagrammplatz berechnen oder bearbeiten.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.8	A1_RIGHT_SECTOR_SLOT_08	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	chkchdar	1	Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert	CONDITION	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	ykar ykaly	2	Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld	TRANSFER	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert | Zielsektor, Zielstern oder Zielfeld.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	lkshy kchy okar	3	Position oder Bedingung halten | diesen Diagrammplatz bearbeiten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert	CONDITION	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Position oder Bedingung halten | diesen Diagrammplatz bearbeiten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten | diesen Diagrammplatz bearbeiten | Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	chky chykchs chy	3	Grad oder Diagrammzustand justieren | Diagrammplatz berechnen oder bearbeiten | dieser lokale Diagrammposten	CONDITION	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: Grad oder Diagrammzustand justieren | Diagrammplatz berechnen oder bearbeiten | dieser lokale Diagrammposten.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren | Diagrammplatz berechnen oder bearbeiten | dieser lokale Diagrammposten.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_SECTORS	f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	ykees ykchos	2	lange oder volle Diagrammstufe | Diagrammplatz berechnen oder bearbeiten	VALUE	Bedingung, Klasse oder Ausgang einstellen	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Wähle den sichtbaren rechten Sektor und setze seine Klasse oder Bedingung: lange oder volle Diagrammstufe | Diagrammplatz berechnen oder bearbeiten.	Rechte Sektoren, A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe | Diagrammplatz berechnen oder bearbeiten.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_RING_RULES	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	RIGHT_WHEEL_LOCAL_RING_RUBRIC	opodchol s ain aldy	4	im selben Ring, Band oder Satz fortsetzen | Nebenwert | gezaehlter Teil oder Unterabschnitt | Zielsektor, Zielstern oder Zielfeld	TRANSFER	Grad, Fortsetzung und Ablesung des rechten Rades	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Lies die rechte Ringregel als Bedienrahmen: im selben Ring, Band oder Satz fortsetzen | Nebenwert | gezaehlter Teil oder Unterabschnitt | Zielsektor, Zielstern oder Zielfeld.	Rechte Ringregeln, A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen | Nebenwert | gezaehlter Teil oder Unterabschnitt | Zielsektor, Zielstern oder Zielfeld.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_RIGHT_RING_RULES	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	RIGHT_WHEEL_LOCAL_RING_RUBRIC	soeey doiin oldy	3	lange oder volle Diagrammstufe | Grad- oder Bedingungsstufe | fortsetzen und den Eintrag schliessen	CONDITION	Grad, Fortsetzung und Ablesung des rechten Rades	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Lies die rechte Ringregel als Bedienrahmen: lange oder volle Diagrammstufe | Grad- oder Bedingungsstufe | fortsetzen und den Eintrag schliessen.	Rechte Ringregeln, A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe | Grad- oder Bedingungsstufe | fortsetzen und den Eintrag schliessen.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.15	A1_LEFT_LOCAL_FIELD_15	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	dolchsody	1	im selben Ring, Band oder Satz fortsetzen	PROCESS	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: im selben Ring, Band oder Satz fortsetzen.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	odaeiin okoes oekain y	4	Grad- oder Bedingungsstufe | Diagrammposten setzen oder aktivieren | gezaehlter Teil oder Unterabschnitt | dieser lokale Diagrammposten	CONDITION	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: Grad- oder Bedingungsstufe | Diagrammposten setzen oder aktivieren | gezaehlter Teil oder Unterabschnitt | dieser lokale Diagrammposten.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe | Diagrammposten setzen oder aktivieren | gezaehlter Teil oder Unterabschnitt | dieser lokale Diagrammposten.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	otchey soraiir dy	3	naechster Diagrammposten | Bedingungs-, Tabellen- oder Wahlansatz | dieser lokale Diagrammposten	CONDITION	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: naechster Diagrammposten | Bedingungs-, Tabellen- oder Wahlansatz | dieser lokale Diagrammposten.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten | Bedingungs-, Tabellen- oder Wahlansatz | dieser lokale Diagrammposten.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
I67_TWO_WHEEL_COMPARATOR	M67_LEFT_ASPECT_FIELDS	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	LEFT_WHEEL_STAR_RAY_OR_ASPECT_FIELD	qopchy daiin dal	3	neuer Paarbezug | Sollwert oder Grad des bezeichneten Himmelsplatzes | zum bezeichneten Zielplatz	TRANSFER	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	SELECT_VISIBLE_OWNER__NO_CYCLIC_ORDER	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein: neuer Paarbezug | Sollwert oder Grad des bezeichneten Himmelsplatzes | zum bezeichneten Zielplatz.	Linke Aspektfelder, A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug | Sollwert oder Grad des bezeichneten Himmelsplatzes | zum bezeichneten Zielplatz.	UNORDERED_LOCAL_ADDRESS__COPY_VISIBLE_POSITION
