unified_serial	register	page	locus	namespace_or_record	local_unit_id	surface_display	mechanism	operational_reading_de	local_owner	register_rule_de	nomenclator_layer	instrument_id	module_id	instrument_context_de
U001	PROSE_WORKSHOP	f10r	f10r.2	H1	E001	dchey	WHOLE_CARD_CODEBOOK	Wurzel	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Wurzel
U002	PROSE_WORKSHOP	f10r	f10r.2	H1	E002	cthoor	PRODUCTIVE_COMPONENTS	Ansatz bereit	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Ansatz bereit
U003	PROSE_WORKSHOP	f10r	f10r.2	H1	E003	char	PRODUCTIVE_COMPONENTS	daraus	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	daraus
U004	PROSE_WORKSHOP	f10r	f10r.2	H1	E004	chty	PRODUCTIVE_COMPONENTS	Teil abtrennen	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Teil abtrennen
U005	PROSE_WORKSHOP	f10r	f10r.2	H1	E005	os	WHOLE_CARD_CODEBOOK	Gefaess	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Gefaess
U006	PROSE_WORKSHOP	f10r	f10r.2	H1	E006	chair	PRODUCTIVE_COMPONENTS	Wasserzulauf	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Wasserzulauf
U007	PROSE_WORKSHOP	f10r	f10r.2	H1	E007	otytchol	PRODUCTIVE_COMPONENTS	naechsten Teilposten weiterfuehren	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	naechsten Teilposten weiterfuehren
U008	PROSE_WORKSHOP	f10r	f10r.2	H1	E008	oky	PRODUCTIVE_COMPONENTS	Posten ansetzen	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Posten ansetzen
U009	PROSE_WORKSHOP	f10r	f10r.2	H1	E009	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Sollmaß
U010	PROSE_WORKSHOP	f10r	f10r.2	H1	E010	etyd	PRODUCTIVE_COMPONENTS	kleiner Restteil	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	kleiner Restteil
U011	PROSE_WORKSHOP	f10r	f10r.5	H1	E011	qokchy	PRODUCTIVE_COMPONENTS	Posten ansetzen	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Posten ansetzen
U012	PROSE_WORKSHOP	f10r	f10r.5	H1	E012	qotchol	PRODUCTIVE_COMPONENTS	danach weiterfuehren	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	danach weiterfuehren
U013	PROSE_WORKSHOP	f10r	f10r.5	H1	E013	chol	PRODUCTIVE_COMPONENTS	fortsetzen	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	fortsetzen
U014	PROSE_WORKSHOP	f10r	f10r.5	H1	E014	cthy	PRODUCTIVE_COMPONENTS	bereit	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	bereit
U015	PROSE_WORKSHOP	f10r	f10r.6	H2	E015	ycheor	PRODUCTIVE_COMPONENTS	Auszugsansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Auszugsansatz
U016	PROSE_WORKSHOP	f10r	f10r.6	H2	E016	cthy	PRODUCTIVE_COMPONENTS	bereit	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	bereit
U017	PROSE_WORKSHOP	f10r	f10r.6	H2	E017	chor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Ansatz
U018	PROSE_WORKSHOP	f10r	f10r.6	H2	E018	cthaiin	PRODUCTIVE_COMPONENTS	Fertigmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Fertigmaß
U019	PROSE_WORKSHOP	f10r	f10r.6	H2	E019	qoctholy	PRODUCTIVE_COMPONENTS	bereiten Posten weiterfuehren	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	bereiten Posten weiterfuehren
U020	PROSE_WORKSHOP	f10r	f10r.6	H2	E020	dy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	dieser Posten
U021	PROSE_WORKSHOP	f10r	f10r.6	H2	E021	chy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	dieser Posten
U022	PROSE_WORKSHOP	f10r	f10r.6	H2	E022	taiin	PRODUCTIVE_COMPONENTS	Sollmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Sollmaß
U023	PROSE_WORKSHOP	f10r	f10r.6	H2	E023	shy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	dieser Posten
